letter,line,decision,confidence,cue,ratio,prev_len,page_measure,prev_line,context
131,9348,break,high,short_line,0.44,26,58,Gnädigster Fürst und Herr!,Ich bin seit gestern hier in Berlin und habe bereits alles durchspüht 
131,9351,run,review,short_line,0.68,40,58,woraus Schwindeleine und Bosheit quilt -,Alle hiesig gemahlte Aus und Ansichte sind teutlische Lügen - Ewr
131,9355,break,high,short_line,0.14,8,58,rechnen.,Jezt stehen die Sachen so - Morgen Abend das ist den 20 t/gehe
131,9375,break,high,short_line+column,0.37,21,57,machen dies betheuert,Ewr Hochfürstliche Durchlaucht
131,9376,break,high,short_line+column,0.53,30,57,Ewr Hochfürstliche Durchlaucht,Berlin den 19 ten May
131,9377,break,high,short_line+column,0.37,21,57,Berlin den 19 ten May,1804.
131,9378,break,high,short_line,0.09,5,57,1804.,treuer Knecht
131,9379,break,high,short_line+column,0.23,13,57,treuer Knecht,v Triebenfeld
132,9383,run,review,short_line,0.38,22,58,Mein Theuerſter Freund,Da eben bin ich willens im Wagen zu steigen und nach Breslau zurück zu
132,9411,break,high,short_line,0.54,32,59,angemeßene tantieme geben müste.,In Fall der Herr Director Stubenrauch dies eingehen will
132,9415,break,high,short_line,0.22,13,59,die Evection.,Hätte ich die Sache ehender so gekannt so wäre alles schon aufs
132,9418,break,high,rubric+short_line,0.56,33,59,erfährt man immer alles zu späth.,H. Gleich hat stets auf ein Kauf Geld von 500 Rthl pro Hube
132,9430,break,high,short_line,0.71,41,58,Ordens Cammer an 120000 profitiren würde.,beherzigen Sie dies und suchen den würdigen guten Man den Cammer
132,9437,break,high,short_line,0.19,11,58,ordentlich.,Mit dem treuesten Herzen und der großen Anhänglichkeit bin
132,9439,break,high,short_line+column,0.26,15,58,ich unausgesezt,Ihr
132,9440,break,high,short_line+column,0.05,3,58,Ihr,Franckfurth a d h.
132,9441,break,high,short_line,0.31,18,58,Franckfurth a d h.,den 23 May 1804.
132,9442,break,high,short_line,0.28,16,58,den 23 May 1804.,treu ergebenster Diener v Triebenfeld
133,9446,break,high,short_line+column,0.43,23,53,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
133,9447,break,high,short_line,0.49,26,53,Gnädigster Fürst und Herr!,"Beinahe mögte ich über alle die fatalen Geschichte, die ich hier allew"
133,9450,break,high,short_line,0.66,35,53,und zum besten werde lenken können.,"1 Ist in allen nichts gethan, und Glenck ist nicht in Stande mir eines"
133,9452,break,high,short_line,0.57,30,53,Vnd werth sicher nachzuweisen.,"2 Leixner ist heimlich in Betsche gewesen, und wegen alle den"
133,9463,break,high,short_line,0.15,8,53,frieden.,will er dem mit Glenck eingeschrittenen Societeets Con¬
133,9470,break,high,rubric+short_line,0.32,18,57,Menschen in nichts,"5. Mitt den Ordens Cammer ist nichts geschehen, und daher auf"
133,9472,break,high,rubric+short_line,0.28,16,57,nichts zu zahlen,"6. An den Harlemschen Kauf ist auch nicht zu denken, den dieser"
133,9474,break,high,rubric,0.93,53,57,Plan scheint ganz in der Ideen Welt zu Hause zu sein.,7. wegen des Darlehns der 100000 Rthl von der Invaliden Cassen
133,9477,run,review,short_line,0.28,16,57,werden nach Aber,Um nun das lezte zu versuche gehe ich nachdem ich 3 Tage hier
133,9480,break,high,short_line,0.33,19,57,nach Berlin zurück.,"Ich werde sehen, ob ich in Assistence des Amelangs mit den"
133,9489,run,review,short_line,0.61,31,51,verwandte sich den Hals brechen,"Übrigens, sahe es in Berlin nackisch aus - H. Beym hatten"
133,9492,run,review,short_line,0.67,34,51,Beim Vortrag war seine Anrede kurz,Es sind dem E. H. ein Theil der Güter wieder weggen
133,9502,break,high,short_line,0.37,19,51,gebrauchen dürften.,Mein Rath ist daß E. M. Ihm in der Art entschädigen
133,9509,break,high,short_line,0.72,38,53,Entschädigungs Geschäft ist abgemacht.,"Der Alte bitte Köckritz der Ewr. durch herzlich grüßt, hat"
133,9516,run,review,short_line,0.47,25,53,seines Herr Beyms prahlen,"Köckritz ist und bleibt ein ehrlicher Mann, wo er nur"
133,9518,run,review,short_line,0.51,27,53,mehr für bidermänner würkte,Gewis ist es daß wan wir Krieg haben Ew Durchlaucht
133,9520,break,high,short_line,0.4,21,53,das Comando erhalten.,"Amelang gestand an, daß ihm Beym gesagt - Müßte ich nur"
133,9538,break,high,rubric,0.73,11,15,Franckfurth,d. 23ten May
133,9540,run,review,short_line,0.27,4,15,1804,treuster Knecht
134,9545,break,high,short_line+column,0.37,23,62,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr!
134,9546,break,high,short_line,0.42,26,62,Gnädigster Fürst und Herr!,Das von Bau Rath Glenck so gewis versicherte Anlehn bey der Invaliden 
134,9558,run,review,short_line,0.65,40,62,"und daß solche in der Art übergeben sey,",den Erfolg können Ewr Hochfürstliche Durchlaucht abnehmen - das
134,9577,break,high,rubric,1.03,62,60,"und sind blos von einem gewißen Dietz, Werner, Juden Borchar",H. Lange und solchen Gesindel entworfen die weder Kopf noch
134,9587,break,high,short_line,0.66,42,64,und meine arme bedrängte Seele verpfänden.,"Beyen hat gestern den Gg. R. Am: zu sich rufen laßen, und hat ihm ge¬"
134,9633,break,high,short_line,0.46,26,57,Güter verleihen zu können.,Braun wird dem Gen K. in Zuge erhalten und auf diesen
134,9638,break,high,short_line,0.49,28,57,ein Punckt zusammen treffen.,Übrigens wird A. ein Schreiben an B und vieleicht am König
134,9652,break,high,short_line,0.58,38,65,verdorben - was soll ich nun anfangen?,Kontop verkaufen? was nicht den Kolzig - O Gott mein schonir Plan
134,9664,break,high,short_line,0.38,25,65,belästiget werden dürfte.,"Mich schwindelt, wan ich an den nahmen Termin denke und wann auf einma"
134,9685,break,high,short_line,0.64,43,67,Potheque. Wo soll ich diese aber hernehmen.,Die Taxen von den Zagorower Gütern sind nur 124 Rthl und diese sind be
134,9699,break,high,short_line,0.64,44,68,mahl man heil. Im tiefsten Respect ersterbe.,Ewr Hochfürstl Durchlaucht
134,9700,break,high,short_line+column,0.38,26,68,Ewr Hochfürstl Durchlaucht,Berl. d. 26ten May 1804
134,9701,break,high,short_line+column,0.34,23,68,Berl. d. 26ten May 1804,treuester Knecht
134,9702,break,high,short_line+column,0.23,16,68,treuester Knecht,v Triebenfeld
135,9706,break,high,short_line,0.16,19,117,Hochwohlgeborner H.,höchstgeehrter H Cammer Director
135,9707,run,review,short_line,0.27,32,117,höchstgeehrter H Cammer Director,Als ich von des regierenden Fürsten u Hohenlohe durch deßelben Gen. Be
135,9713,run,review,short_line,0.7,82,117,"der Ursache zu bezahlen, weil ich den Käufer nachgewiesen ha",Wenn nun gleich diese Nachweisung vollständig von mir erwiesen werden 
135,9732,run,review,short_line,0.24,28,117,und erkenntlich sein werde —,"darf ich gehorsamst bitte, wie durch ein paar Zeilen zu melden: wie ho"
135,9734,break,high,salutation+short_line,0.15,18,117,und Kolno betrage?,Ich verharre mit aller Verehrung.
135,9735,break,high,short_line,0.28,33,117,Ich verharre mit aller Verehrung.,Ewer Hochwohlgeb.
135,9736,break,high,short_line,0.15,17,117,Ewer Hochwohlgeb.,gehorsamster Diener
135,9737,break,high,short_line+column,0.16,19,117,gehorsamster Diener,der
135,9738,break,high,rubric+short_line,0.03,3,117,der,H. K. Werner
135,9740,break,high,short_line,0.21,25,117,B[erlin?] d 19t May 1804.,neue Schönhauser Straße Nr. 13.
135,9749,break,high,short_line,0.51,50,98,"der von dH. Werner Ordre erhalten, gezahlt werden.",Das verspreche ich unter meinen Fürstl Unterschrift und Siegel zu erfü
135,9750,break,high,rubric,1.05,103,98,Das verspreche ich unter meinen Fürstl Unterschrift und Sieg,L. S.
135,9752,break,high,short_line,0.37,36,98,Friedrich Ludwig Fürst zu Hohenlohe.,"Euer Wohlgebren erlauben, daß ich zu meiner vorgestrigen mündlichen Un"
135,9754,break,high,short_line,0.63,62,98,Kaufs und Verkaufs der Güter Kolno und Kaemen nachfolgen laß,Da meines H. Durch deshalb auf einen eiligen Verkauf ihrer Güter Kerne
135,9765,break,high,short_line,0.36,35,98,kaufen können gefallen laßen müßen.,"Ich erwarte hierüber Ihren Befehl, wan ich etwann nochmahlen meine per"
135,9767,break,high,short_line,0.33,32,98,zu machen die Ehre haben dürfte.,Ewer Wohlgeborn
135,9768,break,high,short_line+column,0.15,15,98,Ewer Wohlgeborn,ganz ergebenster Diener
135,9769,break,high,short_line+column,0.23,23,98,ganz ergebenster Diener,Glenck
135,9770,break,high,short_line+column,0.06,6,98,Glenck,d 12t May 1804
135,9771,break,high,short_line+column,0.14,14,98,d 12t May 1804,in Golden Adler d Plaz No 32.
135,9779,break,high,short_line,0.62,48,78,aller Art in einem sehr üblen Ruß gekommen sein.,Stubenrauch
135,9780,break,high,short_line+column,0.14,11,78,Stubenrauch,B[erlin?] den 22ten May 1804.
136,9784,break,high,short_line+column,0.36,23,64,Durchlauchtigster Fürst,Gnädigster Herr
136,9785,run,review,short_line,0.23,15,64,Gnädigster Herr,Zu den Verkauf von Kolno und Kaemen gratulire ich insofern recht
136,9803,break,high,short_line,0.66,40,60,Bernhard sagt abermahls schlecht stehen.,Ein Glück war es daß ich die Ottosche Tarn von Kaemen p aufs neue
136,9814,break,high,short_line,0.63,38,60,und nach seinem Plan würksam sein kan.,"Wegen Kölzig habe ich eine neue Batterie aufgeführt, die"
136,9821,break,high,short_line,0.45,30,67,damit es nicht übersehen wird.,"Der Groß Kanzler hat der Regierung zu Klogau befohlen, alle Gelder und"
136,9832,break,high,short_line,0.42,28,67,wenig auf diese Hülfe zähle.,Die Hypotheque von Zagorowo habe ich richtig ausgefertigt erhalten.
136,9846,break,high,short_line+column,0.5,17,34,Er hat zu fordern,1500 Rthl
136,9847,break,high,short_line+column,0.26,9,34,1500 Rthl,von 2 Jahr Intressen
136,9848,break,high,rubric+short_line,0.59,20,34,von 2 Jahr Intressen,112. Rthl
136,9851,break,high,short_line+column,0.38,13,34,487 Rthl 4 gg,Sum:
136,9852,break,high,short_line,0.12,4,34,Sum:,2099 Rthl 4 d
136,9853,run,review,short_line,0.38,13,34,2099 Rthl 4 d,Er soll zahlen Pacht von Joh. 1803/4
136,9855,break,high,short_line+column,0.26,9,34,1300 Rthl,dasgl. Intressen davon
136,9856,break,high,short_line+column,0.65,22,34,dasgl. Intressen davon,56 Rthl
136,9857,break,high,short_line+column,0.21,7,34,56 Rthl,Pacht von Joh. 1804/5
136,9858,break,high,short_line+column,0.62,21,34,Pacht von Joh. 1804/5,1300.
136,9859,break,high,short_line,0.15,5,34,1300.,Sind
136,9860,break,high,short_line+column,0.12,4,34,Sind,2656 Rthl
136,9861,run,review,short_line,0.26,9,34,2656 Rthl,Folglich hätte Ewr Durchlaucht bis 1805 zu erhalten.
136,9863,run,review,short_line,0.24,8,34,557 Rthl,Nun will er nach 306 Rthl Prozeß Kosten bonificirt haben das bleiben n
136,9882,break,high,short_line+column,0.58,36,62,den Otachi soll auf Johanni erhalten,6000 Rthl
136,9883,run,review,short_line,0.15,9,62,6000 Rthl,Floriche giebt jährl. 6000 Rthl Pacht und zwar durch 15 Jahre
136,9885,break,high,short_line,0.58,36,62,mit Propiration und alle Einkünften.,Ich verlange auf 1 Jahr inch der Brauerey von Kopojno p. 9000 Rthl
136,9888,break,high,short_line+column,0.5,31,62,und bekommen noch baar in Casse,3000 Rthl
136,9889,run,review,short_line,0.15,9,62,3000 Rthl,die dismembration soll dem ohngeachtet um keinen Augenblick
136,9904,run,review,short_line,0.14,8,59,erreicht,Mitt Drzewce und Grądzen muß ich der Pfaffen wegen noch la¬
136,9932,break,high,rubric,0.96,60,62,auf diese Art für die zu dismembrirenden Gründe circa 400000,d. Baar einstreichen auch einen auf ewigen Zeiten bestehenden
136,10002,break,high,short_line,0.54,33,61,räblen neidischen Menschen halte.,"Schaden soll er nicht und in allen meinen Plänen, die ich zu Ewr"
136,10010,break,high,short_line,0.64,39,61,noch gute Worte je gebeßert werden kan.,"Ich zittern nur, daß er die Zeit vertrödeln, und nicht nach Winnir¬"
136,10021,break,high,short_line,0.37,20,54,muß die Zeit lehren.,"Ich meinerseits vile, wan der Contract hier abgeschloßen ist nach"
136,10028,break,high,short_line,0.67,36,54,Leute hier zufrieden gestalt würden.,Mit unbegränzter Treue ersterbe ich Ehrfurchtsvoll als
136,10030,break,high,short_line+column,0.58,31,54,Euer Hochfürstliche Durchlaucht,Fraudfurth an der Oder
136,10031,break,high,short_line+column,0.41,22,54,Fraudfurth an der Oder,d 13t Juny 1804
136,10032,break,high,short_line+column,0.28,15,54,d 13t Juny 1804,treu unterthäniger Diener
136,10033,break,high,short_line+column,0.47,25,54,treu unterthäniger Diener,v Triebenfeld
137,10037,break,high,short_line+column,0.44,23,52,Durchlauchtigſter Fürſt,Gnädigster Herr!
137,10038,break,high,short_line,0.31,16,52,Gnädigster Herr!,"Herr Wiener, Meyer Bernhard, und Consorten sind schlechte Kerls¬"
137,10047,break,high,short_line,0.48,25,52,sa Betsch zu rückgekauft.,Noch bataillire ich mit die Schl und so eben verspricht der
137,10050,break,high,short_line,0.5,26,52,20 bleibt der Wicht zurük.,"In Berlin habe ich, da Wanster die Obligation fehler"
137,10056,break,high,short_line,0.5,25,50,Ew. durch Geld vorfinden.,Die Deposition der Brunieweischen Gelder wird
137,10079,run,review,short_line,0.44,21,48,und so jeder Biderman,Gott geleite Ewr Durchlaucht nur gesund zurück - alles
137,10082,break,high,short_line+column,0.56,27,48,wege noch als Siegen stehen,In tiefsten Respect erstorbe.
137,10083,break,high,short_line,0.6,29,48,In tiefsten Respect erstorbe.,Ewr Hochfürstliche Durchlaucht
137,10084,break,high,short_line+column,0.62,30,48,Ewr Hochfürstliche Durchlaucht,Prandfurth a d O[der] d 21ten Juny
137,10085,break,high,short_line+column,0.71,34,48,Prandfurth a d O[der] d 21ten Juny,1804.
137,10086,break,high,short_line,0.1,5,48,1804.,treuester Knecht
137,10087,break,high,short_line+column,0.33,16,48,treuester Knecht,v Triebenfeld
138,10091,break,high,short_line+column,0.53,23,43,Durchleuchtigſter Fürſt,Gnädigster Fürst u Herr!
138,10092,break,high,short_line,0.56,24,43,Gnädigster Fürst u Herr!,In der v. Broniewskisch taht ist der nochmahligen
138,10097,break,high,short_line,0.53,23,43,ersehen geruhen werden.,Ich ſaunte nicht noch einmahl alles Angeschrey
138,10112,break,high,rubric,0.91,24,26,Ehrpfängt u. Ergebenheit,E. Hochfürſtehen Durchlaucht
139,10119,break,high,short_line+column,0.37,23,62,Durchlauchtigster Fürst,Gnädigster Herr!
139,10120,break,high,short_line,0.26,16,62,Gnädigster Herr!,"Meine Ahndung, daß hier alle Bemühungen, den famensen Vergleich rückgä"
139,10131,break,high,short_line,0.69,43,62,worin Sie gegen den Vergleich protestirten.,Man legte dies schnell bey Seite Approbirte und expedirte mit Kläger
139,10152,break,high,short_line,0.53,33,62,ohne sein vorwißen abgeschlossen.,"Leugnen könne er nicht, daß wan die Deposition erfolgt wäre."
139,10157,break,high,short_line,0.56,35,62,aber dem Fürsten hinterlaßen würde.,Übrigens sagt Metzer Wunſter habe den Vergleich geſchloßen
139,10165,break,high,rubric,1.22,66,54,hatt mit diesen eben so verkehrt als mit dem Trąbczinern pro,d. h. man klage auf Exmission hat aber weder ein Liquidum
139,10169,run,review,short_line,0.63,34,54,dies schnell aufs keine zu bringen,von Betsch muß ich nochmals hierher gehe um Bornstädt
139,10172,break,high,short_line,0.24,13,54,Cautum stelt.,Den Augenblick ist Glenck angekommen - Er weis weder
139,10189,break,high,short_line,0.63,32,51,nahm was man ihm aus Gnaden gab.,"Kurz es ist zum Todt ärgern, wan man lange mit dies"
139,10197,break,high,short_line+column,0.06,3,51,Ich,ersterbe als
139,10198,break,high,short_line+column,0.24,12,51,ersterbe als,Ewr Hochfürstliche Durchlaucht
139,10199,break,high,short_line+column,0.59,30,51,Ewr Hochfürstliche Durchlaucht,Posen den 22ten Jul.
139,10200,break,high,short_line,0.39,20,51,Posen den 22ten Jul.,1804
139,10201,break,high,short_line+column,0.08,4,51,1804,treu unterthäniger Diener
139,10202,break,high,short_line+column,0.49,25,51,treu unterthäniger Diener,v Triebenfeld
140,10206,break,high,short_line+column,0.31,23,75,Durchlauchtigster Fürst,Gnädigster Herr
140,10207,run,review,short_line,0.2,15,75,Gnädigster Herr,"Mein erſter Vorſaz war, Ewr Hochfürſtl. Durchlaucht durchaus keine Aud"
140,10211,break,high,short_line,0.36,27,75,mirn — die Sache ist diese.,Ehe ich hieher gieng erhielt ich das Lub Lili A beigebogene Schreiben 
140,10216,break,high,short_line,0.44,33,75,Mandatarius ihm bescheiden würde.,Ich suchte u Person als dann noch den Melzer und den Pre: Braunschuſun
140,10223,break,high,short_line,0.33,25,75,Lub B beſagt das weitere.,Nach dieser Expedition bis ich die Deputirten welche in Breslau waren 
140,10239,break,high,short_line,0.19,12,64,stehen müße.,"daß erstens diese Sache gänzlich behoben, und daß zweitens mit"
140,10244,break,high,rubric,1.09,70,64,"Schreiben des v. Bornstädt, erfuhr auch noch von mehreren Ei",H. Glenck selbige ersucht habe von den Contract abzustehen und solche
140,10247,break,high,short_line,0.64,41,64,Warum Glenck dies thut bleibt im Rathsel.,Ich erwartete übrigens seine und Wunsters Ankunft-Glenck erfolgte vor
140,10261,break,high,short_line,0.14,10,69,zu senden.,"Sowohl die Gemeinden, als die Franckfartler bestehen darauf daß dieser"
140,10267,break,high,short_line,0.28,19,69,tract heraus giebt.,3 tens besteht die Gemeinden darauf daß mit Bornstädt alles ab
140,10280,break,high,short_line,0.22,14,65,nicht ermüden.,Den Rvers von Herrn v Brandenstein geruhen Ewr Hochfürstliche Durchlau
140,10283,break,high,short_line,0.37,24,65,mit den Leuten abmachen.,"Glenck aber befehlen, höchst dieselbe daß er hier so fort den cedirten"
140,10286,break,high,short_line,0.63,41,65,gerichte auf alle Forderungen renunciirt.,Ich hätte Ewer Durchl. gerne mit dieser Sache verschont. Ich komme abe
140,10288,break,high,short_line,0.66,43,65,"nicht durch, den die Leute bestehen darauf.",Mit Bomstadt sieht alles schrecklich verworren aus Glenck Kochlitz [We
140,10294,break,high,short_line,0.49,32,65,gerne reine ausgeplündert hätte.,Der Wald ist ganz ruinirt und was die Diebe noch ein Jahrhier ge¬
140,10310,run,review,short_line,0.23,14,62,sehen freundes,"Rasend mögte ich werden wenn ich so was vor Augen bekomme, und"
140,10314,break,high,short_line,0.26,16,62,dens mehr haben.,Was mich jezt am mehrsten quält ist dies — Ewr Durchlaucht haben den
140,10322,break,high,short_line,0.26,16,62,Weisung zu gebe.,"Die Pacht Sache würde ich rechtens abmachen, und bey Gott nichts ver¬"
140,10329,break,high,short_line,0.17,10,60,zu werden.,Wegen die Holz Contracte sieht es eben so größlich aus – den so viel d
140,10338,break,high,short_line,0.13,8,60,wundern.,Den Augenblick erfahre ich eine neue Intragen des Glencks - ich hatte
140,10346,break,high,short_line,0.67,40,60,daß das Geld an Broniewski erlegt würde.,"Der Jude dreht nun wieder, sagt er würde dieſ thu die"
140,10351,run,review,short_line,0.54,34,63,was sich diese Menschen erlauben -,"Wege, der Kaemener und Kulmner Dismembration kan ich auch vor der"
140,10362,run,review,short_line,0.48,30,63,Ewr Hochfürstliche Durchlaucht,Geruhen Ewr Hochfürstliche Durchlaucht die Estaffette mit allen Sachen
140,10370,break,high,short_line+column,0.33,21,63,Betsch den 26ten July,1804
140,10371,break,high,short_line+column,0.06,4,63,1804,treu unterthäniger Diener
140,10372,break,high,short_line+column,0.4,25,63,treu unterthäniger Diener,v Triebenfeld
141,10376,break,high,short_line+column,0.34,23,68,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr!
141,10377,break,high,short_line,0.38,26,68,Gnädigster Fürst und Herr!,Durch den vielen Ärger habe ich ein arges Gallen Fieber bekommen und m
141,10379,run,review,short_line,0.43,29,68,hier in Posen das Bette hüten,"die Sachen sind alle so verworren, daß man alle wege so viel gegenstän"
141,10388,break,high,short_line,0.47,32,68,Als Ewr Durchlaucht zu betragen.,Und frey gestanden; so halte ich Wanstern für den ärgsten Spitzbuben –
141,10409,run,review,short_line,0.32,19,60,nach Würde abzahlen,Dem Niederfrächtigen Kerl den Wünſter bekomme ich faſt gar nicht
141,10419,break,high,short_line+column,0.53,32,60,In tiefsten Respect ersterbe als,Ewr Hochfürstliche durchlaucht
141,10420,break,high,short_line+column,0.5,30,60,Ewr Hochfürstliche durchlaucht,Poser den 4ten Aug.
141,10421,break,high,short_line,0.32,19,60,Poser den 4ten Aug.,1804
141,10422,break,high,short_line+column,0.07,4,60,1804,unterthäniger Diener
141,10423,break,high,short_line+column,0.33,20,60,unterthäniger Diener,v Triebenfeld
142,10427,break,high,short_line+column,0.39,24,61,"Durchlauchtigster Fürst,",Gnädigster Fürst und Herr
142,10428,run,review,short_line,0.41,25,61,Gnädigster Fürst und Herr,"Meine Krankheit iſt ſo hartnäckig, daß ich forthin das Bette oder Soph"
142,10432,break,high,short_line,0.28,17,61,mich sehr schwer.,"Zu beiliegendes Schreiben sagt Bornstadt, daß er abreisen will. ver-"
142,10438,break,high,short_line,0.59,36,61,ich beigehendes Scopptisches Billet.,den Menschen ohne die Sachen abzumachen reisen laßen ist nicht gut
142,10441,run,review,short_line,0.3,18,61,Feind auf 3 Seiten,"Meine unterthänige Bitte ist, daß Ewe durchlaucht dHr. Glenck"
142,10452,break,high,short_line,0.56,17,30,non solides fude.,Wann Ewr Hochfürstliche Durchlaucht zu mir kommen werde ich Höchst
143,10462,break,high,salutation+short_line,0.62,24,39,Durchlauchtigſter Fürſt!,Gnädigster Furst und Herr!
143,10463,break,high,short_line,0.67,26,39,Gnädigster Furst und Herr!,Ew. Hochfürstlichen Durchlaucht haben die
143,10467,break,high,short_line,0.72,28,39,gelegenheit zu unterrichten.,Da Ew. Hochfürstlichen Durchlaucht Sich
143,10479,break,high,short_line,0.39,15,38,mich zu nennen.,Er. Hochfürstlichen Durchlaucht
144,10486,break,high,salutation,0.83,24,29,Durchleuchtigster Fürst!,Gnädigster Fürst und Herr!
144,10488,break,high,rubric,1.48,43,29,Ew. Hochfürstlichen Durchlaucht befehle von,31. v. h. habe ich heute erhalten.
144,10497,break,high,short_line,0.59,17,29,cke ich erſtrete.,Er hochfürstlichen Sächleicht
144,10500,break,high,short_line+column,0.62,18,29,unterthänigste die,Amelang
145,10504,break,high,short_line+column,0.43,23,53,Durchlauchtigster Fürst,Gnädigster Herr!
145,10505,break,high,short_line,0.3,16,53,Gnädigster Herr!,"Nachdem ich den Wage und beinahe den Hals dazu gebrochen, bin ich,"
145,10512,break,high,short_line,0.32,17,53,erfordert würden.,Mit dem Honrichs sieht es übel aus - der Mensch zahlt
145,10516,break,high,short_line,0.25,13,53,gebracht ist.,Der Grimm will ihm sofort gerichtlich zur Zahlung an
145,10532,break,high,short_line+column,0.45,23,51,Ehrfurchtsvoll ersterbe,Ewr hochfürstliche Durchlaucht
145,10533,break,high,short_line+column,0.59,30,51,Ewr hochfürstliche Durchlaucht,Kalisz den 14ten Novbr
145,10534,break,high,short_line+column,0.43,22,51,Kalisz den 14ten Novbr,1804.
145,10535,break,high,short_line,0.1,5,51,1804.,unterthäniger Diener
145,10536,break,high,short_line+column,0.39,20,51,unterthäniger Diener,v Triebenfeld
146,10540,break,high,short_line+column,0.39,23,59,Durchlauchtigster Fürst,Gnädigster Herr!
146,10541,break,high,short_line,0.27,16,59,Gnädigster Herr!,"Aus das beigebogene Schreiben des Pankrat wollen Sich Ewr Hoch,"
146,10572,run,review,short_line,0.54,30,56,v Małachowski mit verkauft hat,Nötig wäre daß Glenck einen Revers ausstellt worin er sagt
146,10590,break,high,short_line,0.4,23,57,und am sichersten gehn.,sonsten hat man nur den Poſsen geſpielt und die Felder doch
146,10596,break,high,short_line,0.12,7,57,werden?,"Sonderbar ist es, daß wann ein Teutscher"
146,10597,run,review,short_line,0.7,40,57,"Sonderbar ist es, daß wann ein Teutscher","nach Polen komt, so ist er gleich bis auf das Blut ver¬"
146,10599,run,review,short_line,0.11,6,57,dorben,so haben zum Beispiel die Geometers die Charte noch nicht
146,10605,break,high,short_line,0.44,25,57,wie er aus Trąbczin kömt.,Der Landrath v Blomberg ist der ärgste Nabuliet dem
146,10619,break,high,short_line,0.67,38,57,"nehmen, damit ich mich nicht verrathe.",wegen Przespolewski hat die Regierung Execution hierher
146,10622,break,high,rubric,0.95,54,57,Ich habe sogleich das nötige dagegen einreichen laßen.,1. hat der Przespolewski die Forderung an einen gewißen Mag¬
146,10624,break,high,rubric+short_line,0.21,12,57,nuski cedirt,2. hat Szczucki solche mit Arrest belegt
146,10625,break,high,rubric,0.7,40,57,2. hat Szczucki solche mit Arrest belegt,3. Ist das Document verlohren gegangen es kan nichts ge¬
146,10630,break,high,short_line+column,0.65,37,57,cediren? In tiefsten Respect ersterbe,Ewr Hochfürstliche Durchlaucht
146,10631,run,review,short_line,0.53,30,57,Ewr Hochfürstliche Durchlaucht,"Wegen Radzinski ist alles besorgt, die Regis¬"
146,10636,break,high,short_line+column,0.63,36,57,unterthänigster Diener v Triebenfeld,Trąbczin
146,10637,break,high,short_line+column,0.14,8,57,Trąbczin,den 17ten 9br
146,10638,break,high,short_line+column,0.23,13,57,den 17ten 9br,1804
147,10642,break,high,short_line+column,0.34,23,67,Durchlauchtigſter Fürſt,Gnädigster Herr!
147,10643,break,high,short_line,0.24,16,67,Gnädigster Herr!,"Ich habe die mühseeligste Reise, die ich in meinen Lebe gemacht, nach "
147,10653,break,high,short_line,0.51,34,67,und sie nach Breslau zu bestellen.,Da indes die Biblischen Geſezzgeber lehrten - alles zu prüfen und das 
147,10671,break,high,short_line,0.37,23,62,Grundsapp treu bleiben.,"Mit der Taxa der Güter hier geht es, bey den besten Willen des Schreib"
147,10677,break,high,short_line,0.21,13,62,alles liegen.,In tiefsten Respect ersterbe ich als
147,10678,break,high,short_line+column,0.58,36,62,In tiefsten Respect ersterbe ich als,Ewr Durchlaucht
147,10679,break,high,short_line+column,0.24,15,62,Ewr Durchlaucht,Trąbczin den 25ten 9br
147,10680,break,high,short_line+column,0.35,22,62,Trąbczin den 25ten 9br,1804.
147,10681,break,high,short_line,0.08,5,62,1804.,unterthänigster Diener
147,10682,break,high,short_line+column,0.35,22,62,unterthänigster Diener,v Triebenfeld
147,10694,run,review,short_line,0.69,44,64,ich mich von Glenck und Kochlitz nicht laßen,Die Menschen hier alle werden Confuse - den jezt hat Glenck hier
147,10699,run,review,short_line,0.38,24,64,Ewr Durchlaucht Intresse,Der Justiz Bürger Meister Schema bittet um baldige Verhaltungs¬
148,10708,break,high,short_line,0.09,5,53,P. M.,In dem Tableaux was Glenck Ewr Hochfürstliche Durchlaucht eben
148,10719,break,high,short_line,0.3,16,53,laucht erwächſt.,Wann hierzu der Olesnicer Verlust mit 48000 Rthl gegen den
148,10722,break,high,short_line+column,0.4,21,53,95340 Rthl — und eben,"beide, Güter Netto"
148,10723,run,review,short_line,0.34,18,53,"beide, Güter Netto",solcher Ausfall entsteht gezt bey der Taxe.
148,10725,break,high,short_line+column,0.15,8,53,Trąbczin,den 2ten Xbr 1804.
148,10726,break,high,short_line,0.34,18,53,den 2ten Xbr 1804.,v Triebenfeld
149,10730,break,high,short_line+column,0.38,23,60,Durchlauchtigster Fürst,Gnädigster Herr!
149,10731,break,high,short_line,0.27,16,60,Gnädigster Herr!,Noch immer sehe ich die Ankunft der Oder und Nezzbrücher Leute
149,10756,break,high,short_line,0.17,10,60,hafte ich.,"Der lezthinige Ärger mit Glenck, wo mir der Mensch ins Gesicht"
149,10761,break,high,short_line,0.59,35,60,"zu hüten, ich bin noch sehr Marode.",Ubrigens haben die Wrgbiner Unterthanen gegen ihren Contract
149,10777,break,high,short_line,0.5,26,52,"giebt, mit verkaufen will.",Die Unterthanen flehen daß Ewer Durchlaucht dies nicht gestatten
