key,pad,page,transcribed,proposed,decision,why
fb23cb3a,oe1bu9454-145,1,jedes,jetzt / jedoch,n,"Possible misreading; ""jedes"" has no antecedent."
903e44fa,oe1bu9454-145,2,erkan,eilen / reisen,n,"A verb of motion is required after ""dahin""."
a99eee10,oe1bu9454-146,3,Nabuliet,"Nabulist / Fabulist, or a corruption of 'Bube'/'Kanaille'",n,no such German word; the sense demanded is a term of abuse
5a54d8b6,oe1bu9454-148,1,Mannen,Thaler / rt. [Reichsthaler],n,"""rt."" already abbreviates Reichsthaler; ""Mannen"" in this position is inexplicable and may be a misread abbreviation."
080204cd,oe1bu9454-150,1,abwägerne,abwägend / ohnegern,n,Unrecoverable as written; some adverbial form modifying 'will … Verdruß ersparen' is expected.
fdd12dd6,oe1bu9454-151,2,obig gerügte Summa,obig gerügte / obig gerührte Summa,n,"""gerügte"" (censured) may be a misreading of ""gerührte""/""berührte"" (touched upon, mentioned above), which suits the sense better; the text as transcribed is tran"
948c931f,oe1bu9454-161,2,beſtrengen,beitragen / anstrengen,n,'Was ich dazu beitragen kann' ('what I can contribute to it') is the usual idiom; not carried into the translation.
c9c6ceef,oe1bu9454-162,1,Abord,Absud / Bord / Abord[nung],n,unresolved; possibly a term for the submission or the report
e655282a,oe1bu9454-163,2,Honrichs,Hondrichs / Heinrichs (?),n,"Personal name recurs, spelling uncertain; also 'Kammer Honrichs Peter' on p. 4 suggests a corrupted form."
b43cf451,oe1bu9454-163,3,am Wohlch,an Wohlleben / am Ende (?),n,Possibly a corrupted surname; unresolved.
5c6db769,oe1bu9454-164,1,Der gleich,Dergleichen / Der[selbe] gleich,n,word division uncertain in the transcription
a3613d9d,oe1bu9454-164,1,Otochten,unclear place or person name,n,"not identifiable; likely a corrupted Polish estate name (cf. Otoczno?), but not settled — left as transcribed"
35a2f383,oe1bu9454-164,3,das Bier und Brandwein Urbar,Urbar = Urbarium / brewing right,n,'Urbar' here appears to denote the beer- and brandy-right rather than a rent-roll; left untranslated
45f70e9c,oe1bu9454-169,4,sonstigen Brenner,sonstigen Bremser / Brenner as a surname,n,"""Brenner"" may be a proper name paired with Amelang rather than a common noun"
845527be,oe1bu9454-173,1,nicht vom Pflecke,nicht vom Flecke [kommen],@12163 Pflecke -> Flecke,Standard idiom 'nicht vom Flecke kommen'; verb apparently omitted in the manuscript.
9a7b51af,oe1bu9454-173,2,Sümnahm,Summa / Summe,n,Apparent corruption of the word for 'sum'.
7f6f874c,oe1bu9454-173,3,applarirt,apuriert / appuriert,n,"Accounting term 'apurieren' (to clear off, discharge) fits the context of paying off debts."
ca987c97,oe1bu9454-173,4,vor hoher,von ihm / besonders,n,'vor hoher' does not construe; possibly 'von höherer [Hand]' or 'besonders'.
13dfb5a4,oe1bu9454-173,4,folgen eheren 50 Rthl,fehlen [d]ah[er] 50 Rthl,n,"Would make the arithmetic a shortfall of 50 Rthl against 1000; reverses the sense, hence kept out of the translation."
19dc6170,oe1bu9454-174,1,ge blacht werde,gebracht werde / geblacht = 'gerechnet werde',n,context requires a verb of charging or reckoning at each act
0541037a,oe1bu9454-174,2,wegähren,weggehen / wegfahren,n,no such verb; a verb of departure is required
369fc165,oe1bu9454-175,1,die Girard und Haupt,die Girard und Haupt [Erben/Handlung],n,"The bare article 'die' before two surnames may indicate an omitted plural noun (heirs, firm). Names carried across unaltered."
6d0ec19b,oe1bu9454-176,2,geheliche,gehässige or thätliche,n,»geheliche« is not a word; an adjective for hostile or forcible measures is required
510f1ec8,oe1bu9454-176,2,Aufaenger,Anfänger or Amtleuten,n,»Aufaenger« is unattested; possibly the officials or the initiators on the Ingelfingen side
70b867f3,oe1bu9454-176,3,Reonen,Revuen or Jagden,n,"»Reonen« is not a German word; something concluded in Silesia before September, perhaps military reviews"
d33b7b2a,oe1bu9454-177,1,Eachschlagt,Fach / Einschlag(t),n,Kurrent E/F and a/n confusions; a word for 'department' or 'line of business' would fit 'in diesem Fache'.
0ae75075,oe1bu9454-177,5,böfeste,böseste / bösester,@12527 böfeste -> böseste,'the worst man I have found' fits the context of an obstructive debtor.
422ac09b,oe1bu9454-178,1,Graf aus Behringen,Graf von Behringen (?),n,"""aus"" for ""von"" in a noble style is unusual; the name itself is unverified"
08e2418c,oe1bu9454-180,2,treuester Knecht auf v Triebenfeld,treuester Knecht [signed] v Triebenfeld,n,'auf' probably a misreading of an abbreviation or flourish preceding the signature
c30b56d4,oe1bu9454-182,3,Gratsenauer,Gratzenauer / Kratzenauer,n,Name carried as transcribed; spelling not settled.
45c51d08,oe1bu9454-186,1,auf eine Seyen,auf eine Suppe / auf einen Thee,n,an invitation to a meal would fit the context; the reading cannot be settled
05b8ce8a,oe1bu9454-187,2,diesen Gmür,diesen Gauner / this Oppenheimer,n,'Gmür' appears nowhere else in the correspondence and may be a misread epithet
025bf6f4,oe1bu9454-188,1,Gu[s?]l Schuld,Gülich'sche Schuld or Gulden-Schuld,n,the bracketed uncertain letter suggests an adjectival name form; left as transcribed in the English
0a8011e8,oe1bu9454-188,1,Kaste Creditoren,Kasten-Creditoren / Cassa-Creditoren,n,"""Kaste"" alone yields no sense; a compound for small cash creditors is likely"
1da3d89e,oe1bu9454-190,3,hat den Lärmen noch mehr verschrie,verschrieen / ausgeschrien,n,participle form incomplete
b6615bcb,oe1bu9454-191,1,für die grauf,für die Grafen / für das Jahr,n,word is corrupt; unresolved
ab72377c,oe1bu9454-191,10,Bessinn,Bessin / Bessinn (a party to the suit),n,may be a name; left as transcribed
eba3a2b2,oe1bu9454-192,2,Untergutrichtiger Freund und dien richtung,hinreichende Unterrichtung ... [Ihr] aufrichtiger Freund und Diener,n,the two strands appear to be 'sufficient information' and a subscription formula 'your sincere friend and servant'.
43b156d3,oe1bu9454-193,2,oder nur,oder wenigstens (?),n,"The clause is incomplete; ""nur"" may be a misreading."
6946c81b,oe1bu9454-195,2,mein Whode,possibly a surname such as 'Wrede' or 'Rhode',n,'Whode' is not attested; likely a corrupted proper noun.
60ea5174,oe1bu9454-195,2,der seel. Koloma,possibly 'Kalckreuth' or another surname,n,'Koloma' is unusual in this circle; likely corrupted.
23f4ff64,oe1bu9454-196,1,Sp.,Sp[itzbube] or Sp[ion],n,Unexpanded abbreviation in a simile about fleeing; cannot be settled from the text.
c3b552c3,oe1bu9454-196,2,Sterch,Sterk / Storch (?),n,A short surname of the kind most vulnerable to Kurrent misreading; left as transcribed.
c7afc162,oe1bu9454-197,1,der beiden General Köckritz,der Herr General Köckritz / daß der General Köckritz,n,A single-word slip would give a grammatical subject for the following verbs.
dcb3e3d2,oe1bu9454-197,1,Gl Etats Sachen,Gen[eral] Etats Sachen / General-Etats-Räthen,n,Possibly the General-Etats office; the reading cannot be settled.
bd3f8cd0,oe1bu9454-197,3,Auf du ihm zu beruhigen,"Auf, Du sollst ihn beruhigen / suche ihn zu beruhigen",n,An imperative is expected in the quoted speech.
e4332f63,oe1bu9454-200,1,der faule Brufurt,der faule Bruffurt / Brunfurt (a person or a coach-line?),n,"Name not otherwise attested in the correspondence; ""faule"" (lazy) suggests a carrier or postilion, possibly a corrupted place-name for the mail-coach."
18f0d31b,oe1bu9454-200,2,Exproche,per Expressen / Estaffette,n,"Context is the forwarding of urgent news; ""Exproche"" is likely a garbled ""Expressen""."
47802f4e,oe1bu9454-203,1,vor mitem,vor[zu]legen / vor mir,n,Probably a misread infinitive or pronoun.
f3c39327,oe1bu9454-203,1,Hainen,Hainau / Hainau[er] or a personal name,n,Uncertain proper noun; retained as transcribed.
eb8382c0,oe1bu9454-203,2,Seher Thos,Seher Th[oma]s / a personal name,n,Creditor's name garbled; retained as transcribed.
b44a1088,oe1bu9454-205,2,27 Millionen d.,27 Millionen (Rthl?),n,'d.' in the Pfennig position makes no sense with millions; figure carried as written
d9f0d5b5,oe1bu9454-205,3,Erden Müller,Erden-Pilger / Erden-Wurm,n,"the writer's self-abasement elsewhere ('Erden Wallen', p.2) suggests a pilgrim/worm image rather than 'miller'"
9283a467,oe1bu9454-206,2,unterſam,mitnehmen / unternehmen,n,The form as transcribed is not German; from context Triebenfeld intends to bring the Referendarius with him.
c619a754,oe1bu9454-206,2,verurbeachtet,verurbart / urbar gemacht,n,"""verurbart"" (brought under cultivation) would suit contracts for colonist land."
46ef528c,oe1bu9454-206,3,versteinen,versteinern / verstummen,n,Irregular verb form; either 'petrify' or 'fall silent' fits the sense of envy silenced.
e47b350b,oe1bu9454-210,1,per non ſunt,"per non sunt (i.e. ""pro non sunt"" / ""per non venit"")",n,Court formula for causes struck as not appearing; form as transcribed is irregular.
d03a2a6d,oe1bu9454-210,2,große fehlen,große Vorstellungen / großes Gefehl (Gefolge?),n,"""fehlen"" as a noun does not construe; something like remonstrances or connexions is required."
c1a50a80,oe1bu9454-210,3,aufhaupt,aufhetzt / aufbringt,n,"Sense requires ""incites""."
b6be29ee,oe1bu9454-210,3,Adict,defect / deficit,n,Sense requires that the conscription lists not be left short.
75e0a402,oe1bu9454-211,1,Hawich,[unidentified place or person name],n,Reads as an ordinary name but is unattested elsewhere in the correspondence; possibly a corrupted toponym. Left as transcribed.
0a101da3,oe1bu9454-212,1,zu seinen,zu bestreiten / zu zahlen,n,an infinitive of payment is required.
9e15d138,oe1bu9454-212,4,bei Sequestrirt,beisequestrirt bin / hier sequestrirt bin,n,the passive is required by the context of Triebenfeld's own estates being seized (cf. p. 1).
4e1ec0c0,oe1bu9454-212,4,Schwemmern,[unresolved],n,"possibly a property name in Silesia, possibly 'Schwestern'; cannot be settled."
4017b592,oe1bu9454-212,4,Fürsten Suhken,[unresolved personal name],n,no such name occurs elsewhere in the correspondence.
0f2d14b4,oe1bu9454-214,1,den verlegenen Zutrahm,den verlegenen Zinsen / Rückständen,n,'Zutrahm' is not a German word; context requires arrears of interest.
40da4d79,oe1bu9454-215,1,Nabulistischen,fabulistischen / kabbalistischen,n,no such adjective; likely a misread of a pejorative epithet for a pettifogger
e7b07ce0,oe1bu9454-215,2,casuliren,captiviren / cajoliren,n,"no such verb; sense required is ""to win over / conciliate"""
66abac00,oe1bu9454-215,3,Karzunki,Karczmarz / Karczunki,n,possibly a Polish word for clearings (karczunek) rather than a personal name; the list otherwise consists of persons
2f0f05c0,oe1bu9454-215,4,so viel mir aber beiwohnt,so viel mir aber beiwohnt = beifällt / bewußt,n,"""beiwohnt"" for ""beiwohnt/bewußt ist"" - sense ""so far as I recall"""
b58046b4,oe1bu9454-215,6,Collonmasche,Collonnasche / Colonna'sche,n,probably an adjectival form of a family name; the base name cannot be settled
8fe8e9d7,oe1bu9454-218,2,Witwecke,Wirthschaft or in der Tasche,n,Neither reading can be settled; noted only.
54f376a4,oe1bu9454-218,4,eifschilft,aufschilt / eifert / hilft,n,Sense requires something like 'no one who helps' or 'who oversees'.
c892f853,oe1bu9454-219,1,Münse,Münster / Miensk / Muszyna?,n,not identifiable as written; likely a corrupted place name
75aa79ce,oe1bu9454-220,2,nach sonders,nach Sonderburg / nach Sondershausen,n,"a place-name is required after ""nach""; not identifiable from the text"
eae83e34,oe1bu9454-220,2,aplicii,in duplo / in applicatione,n,"abbreviation of an unidentified Latin term; possibly ""in duplo"" (in duplicate)"
774a7b3d,oe1bu9454-224,1,beweisen,bereisen / besehen,n,"estates are travelled over or inspected, not proved; single-letter confusion"
489907fc,oe1bu9454-224,3,Anlage,Anlage (arrangement) or Anleihe,n,"context is a projected sale, not an investment"
32bba96c,oe1bu9454-226,3,würde ich jeden Schwätzer dorten,würde ich jeden Schwätzer dorten [lassen],n,"a verb appears to be missing before ""seinen Geifer"""
2ddacfab,oe1bu9454-229,2,erst wahre wegen bringen,erst wahre Wege bringen / erst wahren Segen bringen,n,possible underlying phrase; left unrepaired in the translation
36b6c79d,oe1bu9454-232,1,Justiz rath Kuntzel,Justizrath Küntzel / Kuntzel,n,Word-division only; name left exactly as transcribed in the translation.
7fb9fcae,oe1bu9454-232,2,Seymanous,Seyman (Amtmann?) / a surname,n,Likely a corrupted proper noun; not repaired in the translation.
5751ec11,oe1bu9454-232,2,Mielrowitz,Mieluchowitz / Milkowitz?,n,Already marked doubtful in the transcription; a place or party name of uncertain form.
e6a4190b,oe1bu9454-232,3,Goſcipischen,Gościszewski? / Gostkowski?,n,Appears to be a corrupted surname in an inflected form.
bd98fbda,oe1bu9454-232,4,Brieges Precz,Brief des Pretz / Precz'sche Praetension?,n,Likely a personal name plus a claim; the transcription already flags it as uncertain.
01ef7857,oe1bu9454-232,4,Kontonper Kontract,Konopnitzer / Kopoyner Kontract?,n,Probably a place-derived adjective naming the contract; unresolved.
3cc03f4e,oe1bu9454-235,2,geruhen,geruhen [Ewr Durchlaucht],n,Word order suggests the honorific subject follows; retained as transcribed.
1e09a907,oe1bu9454-236,2,d. 41ten July 1812,d. 11ten or 21ten July 1812,n,There is no 41st of July; figure retained as transcribed per house rule.
29b581ff,oe1bu9454-237,1,Fieder entworfen Art,in der entworfenen Art / nach der entworfenen Art,n,'Fieder' may be a misreading of 'in der' or 'nach der'; the sense required is 'in the manner drafted'.
8a653fef,oe1bu9454-239,2,Ortel,Oertzen / Ortell (?),n,General's name possibly corrupted; not identified.
b9b20e04,oe1bu9454-241,1,M Hard:,H[err] v. Hardenberg,n,the Prussian State Chancellor was with the Russian Emperor in Bohemia in June 1813; 'Hard:' is an abbreviation.
5355529a,oe1bu9454-241,2,den Rußischen Eignung,den Rußischen Eigennutz / die Rußische Neigung,n,a noun of Russian self-interest or inclination would fit 'ich fürchte nur...'; 'Eignung' is likely a misreading.
81436aee,oe1bu9454-241,2,wenn wir wieder nach Sachsen zu bringen,wenn wir wieder nach Sachsen zu gehen [haben],n,an auxiliary appears to be omitted.
d9746bd9,oe1bu9454-241,2,in Fall und Schwartz,in Falkenberg und Schurgast (?),n,purely speculative; the two words look like abbreviated Silesian place names but cannot be settled.
7e4d723e,oe1bu9454-242,1,Neuweke,Neuigkeiten / Neuwerke,n,form unattested; 'novelties' assumed
d6d1a8c2,oe1bu9454-242,1,monveniren,Conferenzen / Manövers,n,unattested; a scribal corruption
31a22d5f,oe1bu9454-243,1,den Vieh Acker,"das Vieh, Acker... / den Fiaker",n,"'Fiaker' (hired cab) would suit a list of daily Viennese expenses far better than 'Vieh Acker' (cattle field); flagged as emendation only, not carried into the "
4a895c83,oe1bu9454-244,1,Manewee,Manoeuvre / Manöver,@17603 Manewee -> Maneuvre,"Spelled ""Maneuvre"" later in the same page."
9f39f6d7,oe1bu9454-244,3,sehr nötig werde ich,"so ehr(ietig)st werde ich / sehr nöthig werde ... ; possibly ""so wie nöthig werd",n,As transcribed the phrase cannot govern the clause that follows.
2d3d2813,oe1bu9454-246,1,dem Laug,dem Bund / dem Landtag,n,A collective body to which the small states are subordinated is expected; the reading is unresolved.
5c5d7d61,oe1bu9454-249,1,Gelung,Gelingt es hier / Gelingt's,n,"Possibly a truncated verbal phrase (""if it succeeds here""), but no reading can be settled from the transcription."
fc2e4ca8,oe1bu9454-249,2,d. 2ten[?] K. M.,den 2ten k[ünftigen] M[onats],n,"""K. M."" most likely abbreviates ""künftigen Monats"" (of next month); expanded provisionally, flagged here."
5691edde,oe1bu9454-251,1,Der E. E. zu höherliche,Der Fürst zu Hohenlohe(?),n,"""zu höherliche"" may be a garbled ""zu Hohenlohe""; wholly speculative and not carried into the English"
1ba07c54,oe1bu9454-254,1,des ehrlichen Be Bemühen,des ehrlichen B[arbe]s Bemühen,n,dittography in the transcription; Barbe is named below as the helper
891ac150,oe1bu9454-254,2,S. Juden,S[chutz]juden,n,abbreviation for a protected Jew; left as transcribed
d079f3fd,oe1bu9454-257,1,zu be für,zu befreien / zu befreyen,n,"""die Frau Gräfin von der Mitverpflichtung zu befreien"" gives the expected legal sense (to release her from joint liability); the transcription breaks off mid-wo"
f01edc2a,oe1bu9454-257,1,Gruemann[??],Grumann / Grunemann / Grüneisen,n,Signature reading is explicitly doubtful in the transcription; the name is not otherwise attested in the register.
f9007649,oe1bu9454-259,2,praevirirt,praevenirt / praeveniert,n,"'forewarned, forestalled' fits the sense of sending word ahead by courier."
4b3af194,oe1bu9454-260,1,Gemein heit,Gemeinsinn / Rechtlichkeit,n,'Gemeinheit' (baseness) contradicts 'des guten Hofraths'
f74c4a19,oe1bu9454-260,2,ein Stück 4 Blanquets,ein Stück 4 Blanquets [4 blank sheets],n,'ein Stück' + numeral is an odd construction; figure carried as written
db76d862,oe1bu9454-260,2,instanien administrationen,insanen / unstatthaften Administrationen,n,adjective expected before 'Administrationen'
150169e2,oe1bu9454-260,2,aus dummen Gritz,aus dummem Grimm / Trotz,n,an emotional noun is required
a9f2d488,oe1bu9454-260,3,grenzenlos aber,grenzenlos unglücklich / verlegen,n,predicate adjective apparently omitted or lost at page break
2d0f1be6,oe1bu9454-260,3,udirt,adressirt / avisirt,n,a verb of communicating is required
422ba7a1,oe1bu9454-262,2,hie[?]ziehung,Einziehung / Hinwegziehung,n,'Einziehung der Apanage' (confiscation of the apanage) fits the context
73ef5ce2,oe1bu9454-264,3,900000,?,n,The figure is inconsistent with a surplus of 38000 on estates elsewhere valued far lower; reproduced exactly as written and not recomputed.
c0f6a18f,oe1bu9454-264,3,allerweitigste,allerbaldigste / allerschleunigste,n,"Context requires a superlative of speed, since he asks for the undertaking to be sent."
73b943a0,oe1bu9454-267,2,Fürst Hardenberg,Fürst [Staatskanzler von] Hardenberg,n,style incomplete as transcribed; not emended in translation
e2c4b843,oe1bu9454-269,1,Der Hoffrath ß,Der Hofrath B[...],n,the isolated 'ß' matches the 'B:' used as an abbreviation for the same person later in the letter
0ba67460,oe1bu9454-269,1,Zeitwurf,Zeitläufe / zeither,n,not a German word; likely a misread
62c9e337,oe1bu9454-270,1,Kayser von Vesten,Kayser von Westen / Kayser fest,n,phrase as transcribed is doubtful.
66b761c7,oe1bu9454-270,2,Cosmars Arrestschlag,Cosmars Arrestschlag = Arrest-Anschlag / Beschlag,n,"""Arrestschlag"" is unusual; ""Beschlag"" (attachment, seizure) is the standard term."
5e7d95a9,oe1bu9454-270,3,Niesse,Nièce / Nichte,n,French spelling of niece.
853538ea,oe1bu9454-271,1,Waßer hände,Wasserhunde / Wechselhände?,n,"""Water-hands"" makes no sense as an epithet for the English; possibly a pejorative compound miscopied."
69c1ac47,oe1bu9454-271,1,Saoleslawiae,Zdunska Wola / Slawa? (unresolved),n,Not a recognisable place on the Prosna; the form is Latinate and probably a misreading of a Polish place-name.
810235b8,oe1bu9454-273,3,das Mo,[Monsieur?] / den Mann,n,Truncated; not resolvable from the transcription.
433e613c,oe1bu9454-273,4,schaden woll oder nicht,haben soll oder nicht / erhalten wolle oder nicht,n,'schaden' (to harm) does not govern the accusative object 'das Geld' in this sense.
461b88d4,oe1bu9454-274,1,der alte Metternich,der Fürst Metternich (?),n,"""the old Metternich"" as an Estate protesting at the Congress is anomalous; the name may be corrupted or may refer to a different Metternich. Not folded into the"
e3355d11,oe1bu9454-274,2,General Amstetten,"General [?] — Amstetten is an Austrian place-name, not a common surname",n,possible corruption of a general's name; flagged rather than corrected
7cd94e7a,oe1bu9454-276,2,Andes erbitte ich es mir zurück,Anders / Hernach erbitte ich es mir zurück,n,'Andes' is not a word; sense requires 'afterwards' or 'otherwise'.
20e44d87,oe1bu9454-277,1,Geh. Staats Rathes v. Beugelin,v. Beyme? v. Bülow?,n,"Name likely corrupted; ""Beugelin"" is not a known Prussian Privy Councillor of State. Not folded into the translation."
f70026da,oe1bu9454-279,1,V dem Cosmar diese Brustwehr zerstört,Ist dem Cosmar diese Brustwehr zerstört / Wird dem Cosmar...,n,'V' is an isolated letter where a verb or conjunction is required
e03cf5f0,oe1bu9454-279,2,in Eichen Krank,in Ketten krank / an Eichel...,n,no confident reading; flagged rather than emended
6dbb6770,oe1bu9454-280,1,Burischen Erbinnen,Buirette'schen / Burg'schen Erbinnen (?),n,Family name is otherwise unattested in this correspondence; personal names are the least reliable part of the transcription.
301586b9,oe1bu9454-281,2,Curische Erbinnen,Curische / Kurische Erbinnen,n,the family name behind 'Curische' is uncertain and may be a corrupted proper noun; left as transcribed
bf38a578,oe1bu9454-282,1,deraugt,dereinst / dadurch,n,no such word; a temporal or causal adverb is required before '300000 Rthl ärmern'
222c49f3,oe1bu9454-282,2,Kapon ben,Bonaparte / Napoleon,n,the referent who evades danger and would visit Paris is Napoleon
009342b3,oe1bu9454-286,4,schuldig zu werden,schaudrig / schauderhaft zu werden,n,'the French affair begins to become very grave/dreadful' fits; 'schuldig' (guilty/owing) does not construe with 'werden' here.
9c59f3c5,oe1bu9454-288,1,unternen Versprechungen,unsere Versprechungen / untern Versprechungen,n,Single-letter Kurrent confusion; sense requires a determiner or adjective.
29c63a0a,oe1bu9454-288,2,wilunver Szetlewek,wie[?] und Szetlewek / [Trąbczyn] nebst Szetlewek,n,"Appears to be a corrupted conjunction plus estate name; ""nebst"" (together with) would fit the syntax."
736a8da8,oe1bu9454-289,1,Justiz roth Inten[...],Justiz Rath Inten[...],@20611 roth -> Rath,'roth' for 'Rath' is a routine Kurrent confusion; the surname remains incomplete.
885b4626,oe1bu9454-291,2,Adolph Both,Adolph Both[?],n,"possibly a corrupted surname (e.g. Roth, Bothe); left as transcribed."
9ad3874e,oe1bu9454-295,1,der Ruß Kayser,der Russ[ische] Kayser,n,Abbreviation for 'Russische'.
c313a5e2,oe1bu9454-295,2,im Scat gelegt,ins Abseits / auf die Seite gelegt,n,'Scat' is not a word here; idiom for being sidelined.
d2256b11,oe1bu9454-295,3,General Ch,General [Chernyshev?],n,Abbreviation left unexpanded in the manuscript.
6b92629e,oe1bu9454-296,2,Kohler,[unsettled],n,"Feminine ""meine eigne"" does not agree with Kohler; possibly a corrupted noun. Left unsettled."
9c374ad5,oe1bu9454-297,1,embillirte immer leib im Wänschen Fliegen Pflaster,embellirte immer [den] Leib mit spanischem Fliegenpflaster,n,"'Spanische Fliegen' = cantharides plaster, a standard remedy; 'Wänschen' likely 'Spanischen'."
ce5fb006,oe1bu9454-297,4,anfält,in Kenntniß gesetzt / instand gesetzt,n,Not a word; the sense requires being informed or put in a position to act.
0b008f4d,oe1bu9454-298,2,Rehbrück,Rehbraten / Rehrücken,n,'Rehrücken' (saddle of venison) is the expected game term alongside 'Frischling'
6515abc7,oe1bu9454-299,3,Frisling,Freischein / Frischling,n,"undetermined; possibly a young boar (Frischling) as a gift, or a document. Not settled."
48abda6f,oe1bu9454-300,2,Sterbui,Sterbin? / Sterberg?,n,Place-name unattested in this form; the -ui ending is unusual for the region. Left as written.
9b01604c,oe1bu9454-300,2,Schlawaatschitz,Slawoschitz / Slawatschitz,n,Doubled 'aa' suggests a transcription slip in a Silesian/Polish place-name. Left as written.
2820dc9f,oe1bu9454-303,3,Barter,Bartel / Bader,n,"Possibly a forename (Barthel) or a trade (Bader, barber-surgeon)."
f235d986,oe1bu9454-303,4,der p Über,der p. Uber / Ueber,n,"""p"" here as elsewhere in this register abbreviates the formulaic ""pp."" (the aforesaid); the surname itself is doubtful."
dff7a568,oe1bu9454-303,6,Fraußmann,Kaufmann / Hausmann,n,Likely a Kurrent misreading of a common trade word.
e889db4f,oe1bu9454-303,7,stehender,Schneider / Stellmacher,n,A trade designation is expected in this slot; unsettled.
100585bb,oe1bu9454-072a,1,"rahlichabiren (p.2, continuing this sentence)",ratihabiren,@5656 rahlichabiren -> ratihabiren,"ratihabere = to ratify, matching ""sub spe rati"""
7a4dd987,oe1bu9454-074d,1,Woldermann / Stoewersand,(court officials' signatures),n,"Both are signature names of uncertain reading; ""Stoewersand"" in particular may be a misread surname. Left exactly as transcribed."
0e49e7ff,oe1bu9454-118c,1,Die Gräfin Schlabrendorff wird mit die 50000 Rthl bis Weinachten ... warten,mit den 50000 Rthl,n,Case error (accusative for dative) in the transcription; sense unaffected.
76f7d91c,oe1bu9454-012,1,Schurubars,Schnurrbart,@655 bars -> bart,'obgleich er jetzt einen Schnurrbart trägt' ('although he now wears a moustache') is idiomatic and fits a dismissive remark about a young gentleman. Purely conj
8ce07a1d,oe1bu9454-013,1,schulen,schicken,@686 Schulen -> schicken,Context (send me the money) favours 'schicken'; 'schulden' (owe) would reverse the sense.
30ffdf9f,oe1bu9454-028,2,Jwanski,Iwanski,n,Kurrent J/I are frequently indistinguishable; retained as transcribed.
1a39ac39,oe1bu9454-032,3,auch sehen abgelaufen war,auch schon abgelaufen war,@2229 sehen -> schon,'schon' fits the sense and the Kurrent forms are close
1c6ba7f9,oe1bu9454-035,1,Elmelang,Amelang,@2392 Elme¬ -> Ame¬,Pages 2 and 3 give 'Amelang' / 'Arme lang' for what appears to be the same Privy Councillor.
438f23cd,oe1bu9454-044,2,Frau zöſiſche Gene d'armeria,Französische Gensd'armerie,@3333 zöſiſche Gene d’armeria -> zöſiſche Gensd’armerie,Word wrongly divided in transcription.
b03dc35f,oe1bu9454-045,2,Leutner / Leutners,Centner,@3389 Leutner -> Centner,"The whole passage concerns iron by the hundredweight; ""Entner"" also appears once, pointing to Centner."
3c16d8aa,oe1bu9454-048,2,Anhanexmittirt,Anhange exmittirt,@3637 Anhan¬ -> Anhange ; @3638 exmittirt -> exmittirt,word-division appears lost; 'mit ihrem Anhange exmittirt' (evicted with their households) is the expected phrase.
49b0e880,oe1bu9454-052,1,Ihro MaJestät der Königen,Ihro Majestät der Königin,@3839 Königen -> Königin,"'Königen' for 'Königin'; the Queen (Luise) is meant, as the following 'von der Königin Majestät' confirms."
22f326dc,oe1bu9454-056,3,dies gerufen ... sehen,dies geruhen Ewr Hochfürstliche Durchlaucht gnädigst bestreiten zu lassen,@4203 gerufen -> geruhen,'geruhen ... zu lassen' is the standing petitionary construction; 'sehen' likely intrusive
b8354273,oe1bu9454-059,1,Sequietration,Sequestration,@4433 Sequie¬ -> Seque¬,evidently the same term as earlier in the letter
f016391b,oe1bu9454-069,1,worden ... erfahren haben,werden ... erfahren haben,@5397 worden -> werden,o/e confusion in Kurrent; 'werden erfahren haben' gives the future perfect the sentence requires.
509822a8,oe1bu9454-088,1,von der Jahren Beschaffenheit,von der wahren Beschaffenheit,@7034 Jahren -> wahren,"""wahren"" (true) fits both syntax and sense; J/w confusion is common in Kurrent transcription"
99f2a9a2,oe1bu9454-089,8,pararliegen,parat liegen,@7224 parar¬ -> parat,"""to lie ready"""
011c5d15,oe1bu9454-092,1,Er: hochfürstlichen Durchlaucht,Ew: hochfürstlichen Durchlaucht,@7313 Er: -> Ew:,Ew. is the form used twice elsewhere in the same letter; Er:/Ew: differ by one Kurrent stroke.
97661216,oe1bu9454-094,2,könnte nur hier„nächst glücklicher machen,könnte mich hienächst glücklicher machen,@7417 nur hier„ -> mich hier„,"'nur' for 'mich'/'mir' is a plausible Kurrent minim misreading, and 'hienächst' is the standard adverb; this supplies the missing object."
9c505d56,oe1bu9454-100,1,aus ... gesetzt bleiben solle,ausgesetzt bleiben solle,n,"Reads as a split of the single verb 'ausgesetzt bleiben' ('should remain suspended'), the two halves separated because the transcriber followed the manuscript l"
20c240f7,oe1bu9454-100,1,untertänigst / Euer Hochfürstliche Durchlaucht ermangle ich nicht,Euer Hochfürstlichen Durchlaucht ermangle ich nicht untertänigst anzuzeigen,n,The dative 'Euer Hochfürstlichen Durchlaucht' is expected with 'anzuzeigen'; the transcribed nominative/accusative form may be a misreading of the ending.
ad46025d,oe1bu9454-101,6,Netto Ertrich constituiret werden,Netto Ertrag constituiret werden,@7932 Ertrich -> Ertrag,cf. the following clause.
a07ccaa9,oe1bu9454-105,1,gram zenloser,grän[z]enloser,@8254 gram -> grän,see page 2; word divided across a line-break
608f25a2,oe1bu9454-116,2,vestes / vasten,festes / festen,@8783 vasten -> festen,"Consistent v/f substitution by the writer; ""festes Wort"", ""fester Ton""."
15b4da91,oe1bu9454-128,3,Kreisern,Kreisen,n,plural of Kreis (district); see page 4
