letter,pad,page,kind,german,english,note,ruling
140,140,2,transcription-note,Lixner,Leixner,spelled 'Leixner' on p. 3,
140,140,3,transcription-note,Gleich,Glenck,"context requires Glenck, who is accused of lying",
140,140,3,transcription-note,Leiner,Leixner,same party named 'Leixner' two lines later,
140,140,3,transcription-note,Locieteets,Societäts,Kurrent misreading of 'Societäts-Contract',
140,140,4,transcription-note,Erster,Eifer,"'in meinem Eifer nicht ermüden' = not tire in my zeal, is the idiom",
140,140,5,transcription-note,proxencticium,proxeneticum,Latin term for a broker's commission,
140,140,5,transcription-note,frid: Sor,Friedrichsd'or,the Prussian gold coin; 'Fried: d'or' is the usual abbreviation,
140,140,5,transcription-note,kantigen,Xantippe,'eine wahre Xantippe' (a true shrew) fits the sense and the letter-shapes,
140,140,6,transcription-note,Gänner,Gauner,"the passage concerns villains ('Bösewichter'), not patrons",
140,140,6,transcription-note,Intragen,Intrigue,'eine neue Intrigue des Glencks' fits,
140,140,7,transcription-note,Menées,menées,French 'menées' = intrigues; retained as written,
141,141,1,transcription-note,Neun!,Nein!,"context demands the negation, not the numeral",
141,141,1,transcription-note,betragen,betrügen,"""jemanden betrügen"" = to defraud; fits the accusative object and the sense of the passage",
141,141,1,transcription-note,Brunicurhi / Brunnenshi,Bruniewski,the same party is named Bruniewski earlier on the page; these look like machine misreadings of the same Kurrent name,
141,141,1,transcription-note,Wanstern,Wünster,"page 2 has ""den Wünſter"" for what appears to be the same person",
141,141,1,transcription-note,ſticht ſteits ... zu sammen,steckt stets ... zusammen,standard idiom for conspiring together,
141,141,1,transcription-note,Gänner,Gauner,"the following sentence calls them ""Buben"" (knaves), so a pejorative is expected",
141,141,2,transcription-note,Bruniewalii,Bruniewski,same party as named on page 1,
141,141,2,transcription-note,Betache,Betsche,"""Betsch"" occurs two sentences later, apparently the same place",
141,141,2,transcription-note,Niederfrächtigen,niederträchtigen,"""niederträchtig"" = base, vile; standard word, one-letter confusion",
141,141,2,transcription-note,wohn,weh,"""jemandem wehe tun"" = to hurt someone; the self-defence that follows suits a reproach received",
141,141,2,transcription-note,höchst die,Höchstdieselben,standard honorific pronoun for the Prince in this correspondence,
141,141,2,transcription-note,Poser,Posen,"the letter is written at Posen, as stated on page 1; n/r confusion in Kurrent",
142,142,1,transcription-note,Sophia,Sopha,"the idiom ""das Bette oder Sopha hüten müssen"" (to be confined to bed or sofa) is standard; a Kurrent -a/-ia confusion is likely. Not folded into the translation",
142,142,1,transcription-note,sein weise Geld,sein Reise-Geld,"""his travel money is all gone"" fits the statement that Bornstadt wishes to depart.",
142,142,1,transcription-note,Scopptisches,Scopp'sches / Skoptisches,"possibly a possessive adjective from a surname (Scopp?), or a garbled place-adjective; the manuscript reading is doubtful.",
142,142,1,transcription-note,Ewe durchlaucht,Ewr Durchlaucht,evident slip of the pen or transcription for the standard honorific.,
142,142,1,transcription-note,auf 3 Seiten,auf 3 Seiten,"figure retained; but note that ""Seiten"" (sides) could conceivably be ""Saiten"". No change made.",
142,142,2,transcription-note,Höchst Jahren,Höchstdenenselben,"standard honorific dative plural; ""Jahren"" is a plain misreading of the abbreviated pronoun.",
142,142,2,transcription-note,ersterte,ersterbe,"the fixed formula ""Ehrfurchtsvoll ersterbe ich"".",
143,143,1,transcription-note,Würch,Wunsch,"The formula ""so bleibt für mich kein Wunsch weiter übrig als der, daß ..."" ('no wish remains to me but that ...') fits the following page exactly; Kurrent -unsc",
143,143,2,transcription-note,Hochsturfftigen,Hochfürstlichen,The same honorific appears correctly three times on page 1; Kurrent 'fürstl' is easily corrupted.,
143,143,2,transcription-note,Untrachänigst gehorsampt dier,unterthänigst gehorsamster Diener,Standard closing formula of this correspondence; letter-level corruption throughout.,
143,143,2,transcription-note,gränzen laß,gränzenlos,Word division; 'gränzenlos' yields the conventional compliment.,
144,144,1,transcription-note,1834,1804,The letter is dated 3 Nov. 1804 in the edition header and refers to a command of 31 October; 1834 is far outside the correspondence's range.,
144,144,1,transcription-note,Durchleuchtigster,Durchlauchtigster,Ordinary orthographic variant/slip of the standard salutation.,
144,144,1,transcription-note,31. v. h.,31. v. M.,"""v. h."" is likely a misreading of ""v. M."" (vorigen Monats, of last month).",
144,144,1,transcription-note,einzubreihl,einzureichen,"The expected idiom is ""das Resultat ... einzureichen nicht unterlassen""; the transcribed word has no sense.",
144,144,1,transcription-note,in Unter thenigtes,in Unterthänigkeit,Broken word-division of a standard deferential adverbial.,
144,144,1,transcription-note,cke ich erſtrete.,... ersterbe ich,"Tail of the standing closing formula ""In tiefster Ehrfurcht ersterbe ich"".",
144,144,1,transcription-note,Er hochfürstlichen Sächleicht,Ew. Hochfürstlichen Durchlaucht,The closing address regularly repeats the princely style.,
145,145,1,transcription-note,den Wage,den Wagen,"The following sentence speaks of ""meines Wagens"" being repaired; a carriage is plainly meant.",
145,145,1,transcription-note,zerquatscht,zerquetscht,"""zerquetscht"" (crushed, bruised) fits the accident; ""zerquatscht"" is not standard.",
145,145,1,transcription-note,miserable kram,miserabel krank,"Kurrent n/m confusion; ""lying miserably ill"" is the idiom.",
145,145,1,transcription-note,jedes,jetzt / jedoch,"Possible misreading; ""jedes"" has no antecedent.",
145,145,1,transcription-note,reparien,Reparirung,Truncated nominalisation.,
145,145,2,transcription-note,Äder,Äcker,Sowing is done on Äcker (fields); Kurrent d/ck confusion.,
145,145,2,transcription-note,erkan,eilen / reisen,"A verb of motion is required after ""dahin"".",
145,145,2,transcription-note,einen denen,einen Scheffel davon,"Would yield ""will never receive a bushel of it back""; purely conjectural.",
146,146,1,transcription-note,Mannauſten,Mennonisten,same group named twice in the sentence before; likely misread Kurrent,
146,146,1,transcription-note,suntitz Bürgemeister,Justizbürgermeister,'suntitz' is an implausible place-name and the office fits Schenck's assessment work,
146,146,1,transcription-note,Bau rath,Baurath (Building Councillor),word-division only,
146,146,2,transcription-note,quiet:,"quaest: (quaestionis, 'in question')",common abbreviation in legal drafting; fits 'die Gründe in question',
146,146,2,transcription-note,Komornigen / Komornizen,Komorniken,inconsistent forms of the same word within two lines,
146,146,3,transcription-note,Nabuliet,"Nabulist / Fabulist, or a corruption of 'Bube'/'Kanaille'",no such German word; the sense demanded is a term of abuse,
146,146,3,transcription-note,Memonisten,Mennonisten,spelled Mennonisten twice in the same paragraph,
146,146,4,transcription-note,Sentachen Papiern,Zagorower / Sentacher (a place-adjective),'Sentachen' is unattested; likely a corrupted estate name,
146,146,4,transcription-note,Honrichs,Heinrichs,"a plausible Kurrent misreading, but left as transcribed",
147,147,1,transcription-note,Baußen,bauen,"Kurrent ß/e confusion; ""wollen bauen"" (wish to build) fits the Mennonite settlement context",
147,147,1,transcription-note,Geſezzgeber,Gesetzgeber,orthographic doubling of z in the transcription,
147,147,1,transcription-note,Grundsapp,Grundsatz,"Kurrent tz misread as pp; ""meinem Grundsatz treu bleiben"" is the idiom",
147,147,1,transcription-note,Mannamsten,Mennonisten,"possibly a garbling of Mennonisten, the party under discussion",
147,147,2,transcription-note,Grundsapp,Grundsatz,as on p.1; tz/pp Kurrent confusion,
147,147,2,transcription-note,In dieser Rück seht,In dieser Rücksicht,"""Rücksicht"" (respect/regard) split and corrupted in transcription",
147,147,2,transcription-note,Bube,Buben,"if common noun, plural required by ""die""",
147,147,3,transcription-note,Laich,laß ich,"Kurrent ""laß ich"" run together and misread; yields ""Brandmarken laß ich mich ... nicht lassen""",
147,147,3,transcription-note,Wrąbcziner,Trąbcziner,the letter is written at Trąbczyn; W/T Kurrent confusion likely - but left as transcribed,
147,147,3,transcription-note,Voigteg,Voigtey,final y/g confusion in Kurrent,
147,147,3,transcription-note,Gleich,Glenck,the same person named earlier on the page; n/i minim confusion,
147,147,3,transcription-note,verwürfe,Vorwürfe,"as at the head of the page, ""Vorwürfe machen"" = to reproach",
148,148,1,transcription-note,Suvicia,Swięcia,"The same estate is named Swięcia two lines above; ""Suvicia"" is very likely a misreading of the same Kurrent form. Not folded into the translation.",
148,148,1,transcription-note,gezt,jetzt,"""jetzt"" (now) fits the syntactic slot; long-s/z confusion in Kurrent is common.",
148,148,1,transcription-note,wegegeben,weggegeben,"Almost certainly ""weggegeben"" (given away); single-letter haplography.",
148,148,1,transcription-note,Reviion,Revision,Dropped 's'.,
148,148,1,transcription-note,zu künfigund,zu künftig und / zukünftig,"Possible word-break loss; the intended sense may be ""the error is for the future"" or an adjective now lost.",
148,148,1,transcription-note,Trąbczin,Trąbczyn,The heading spells the place Trąbczyn; the signature line has Trąbczin. Retained as written.,
149,149,1,transcription-note,Nezzbrücher,Netzbrücher,the Netzebruch (Netze marshes) was the standard source region for Prussian settlers; 'Nezz' is likely a transcription of 'Netz',
149,149,1,transcription-note,Grauze,Grenze,Kurrent 'n/u' and 'e/z' confusions; 'an den Grenzen herum' fits 'Wüste Winkel',
149,149,1,transcription-note,ebene,eben,'ebene' as written is not adverbial; 'eben' = 'likewise/just',
149,149,1,transcription-note,Beßerpre,Beßeren,as transcribed the word is not German; context requires 'the better ones' in contrast to 'den allerschlechtesten Gründen',
149,149,2,transcription-note,Wrgbiner,Wrąbiner / Wrzgbiner,the consonant cluster 'Wrgb' is unpronounceable; a Polish place-name with a nasal vowel is likely,
149,149,2,transcription-note,Woigdtey,Vogtey,the same institution appears on page 3 as 'Voigtey'; 'Woigdtey' is probably a misreading of the same word,
149,149,2,transcription-note,brauchen können,brauchen konnte,the finite verb should be singular preterite to agree with 'er',
149,149,3,transcription-note,Plench,Glenck,G/P confusion in Kurrent; Glenck is the party disposing of the Voigtey throughout the letter,
149,149,3,transcription-note,4 gg.,4 gGr. (gute Groschen),'gg.' is the common abbreviation for gute Groschen; left as written in the translation,
150,150,1,transcription-note,Landes Altesen,Landes-Aeltester,The standing title of a provincial noble elder; 'Altesen' is a plausible Kurrent misreading of 'Aeltester'.,
150,150,1,transcription-note,admiuhträt wurde,administrirt wurde,'admiuhträt' shows the classic Kurrent minim confusion in 'nistri'; 'administrirt' yields sense: 'since Trąbczyn was being administered'.,
150,150,1,transcription-note,Selittel,die Mittel,'Mittel' (means) fits 'bringen … zu befriedigen'; 'Se-' may be a stray article fragment.,
150,150,1,transcription-note,wurden ihr zu befriedigen,"würden, ihn zu befriedigen",Subjunctive plus accusative masculine pronoun referring to Lichnowski.,
150,150,1,transcription-note,brächta,brächte,Final -a for -e is a common Kurrent terminal misreading; subjunctive 'brächte' fits the reported speech.,
151,151,1,transcription-note,für gern Zins,für jährl. Zins,"""gern"" may be a misreading of an abbreviation for ""jährlich""; the passage then reckons an annual rent yielding 3000 Rthl.",
151,151,1,transcription-note,Die im Fall ich lezteres nicht thun,Denn im Fall ich lezteres nicht thue,"""Die"" for ""Denn"" is a plausible Kurrent confusion and restores the syntax.",
151,151,2,transcription-note,Milt,Mit,"Evident transcription slip; ""Milt"" is not German.",
151,151,2,transcription-note,obig gerügte Summa,obig gerügte / obig gerührte Summa,"""gerügte"" (censured) may be a misreading of ""gerührte""/""berührte"" (touched upon, mentioned above), which suits the sense better; the text as transcribed is tran",
151,151,3,transcription-note,Länderinnen,Ländereien,"Kurrent -eien/-innen confusion; ""Ländereien und Wiesen"" (lands and meadows) is the standard pairing.",
151,151,3,transcription-note,wegeben,weggeben,Simple haplography of the doubled g.,
151,151,3,transcription-note,ein alles,um alles,"""ein"" appears to be a slip for ""um"" before the infinitive clause ""alles ... zum besten Ziele zu leiten"".",
152,152,1,transcription-note,aus Woche,aus Rache,"""aus Rache"" (out of revenge) fits the context of a thwarted money transaction and is a plausible Kurrent misreading; but this is a guess and is deliberately kep",
152,152,1,transcription-note,eine grauung große fête (p. 2),eine ungeheuer große fête,See page 2; noted here only as related.,
152,152,2,transcription-note,gerade und Herzig,gerade und herzhaft,"""herzig"" (dainty, sweet) does not suit a stout reply to an impertinent letter; ""herzhaft"" (hearty, forceful) would. Kept out of the translation.",
153,153,1,transcription-note,Popillen Collegio,Pupillen-Collegium,"The Pupillen-Collegium (the guardianship/orphans' board) is the institution regularly paired with the Wittwen-Casse; ""Popillen"" is likely a transcription of a K",
153,153,1,transcription-note,discontinuuntersagt hatt,discontiren nun untersagt hat,Word-run in the transcription; separates into a plausible clause without altering sense.,
153,153,1,transcription-note,die 140000. d,die 140000 Rthl,"""d"" is the Pfennig position; a sum of 140000 Pfennig is implausible here and the same figure appears above as Rthl. Not folded into the translation.",
154,154,1,transcription-note,aufzutragen gerufen,aufzutragen geruhen,"the standing deferential formula is ""aufzutragen geruhen/geruhet haben""",
154,154,1,transcription-note,den Arrest Schlag aufgegen den Intressen,den Arrest Schlag wegen den Intressen,"""aufgegen"" is not German; ""wegen"" parallels the following sentence's ""Arrest Schlag wegen Magnuski""",
154,154,1,transcription-note,ausgewürde Arrect,ausgewirkte Arrest,"""ausgewirkt"" (procured, obtained) fits the legal idiom; ""Arrect"" for ""Arrest""",
154,154,2,transcription-note,sagt er heute drau,sagt er heraus,"""mit dürren Worten heraussagen"" (to say outright) is the idiom",
154,154,2,transcription-note,zu leuteten Submission ersterben,in tiefster Submission ersterbe,"the standing formula is ""In tiefster Submission ersterbe ich Ewr Durchlaucht ...""; ""zu leuteten"" is probably a misread ""in tiefster"" or ""zu ... Submission""",
154,154,2,transcription-note,Er wird gewis ſehr klein laut ſind.,Er wird gewis sehr klein laut sein,"""sein"" for ""sind"" restores agreement with ""Er wird""",
154,154,2,transcription-note,bis einen der 7-hohlt,bis einen der T[eufel] hohlt,"""bis einen der Teufel holt"" (until the devil takes one of us) is the idiom; the ""7"" may be a misread abbreviation",
155,155,1,transcription-note,und Ihnen wegen einer längeren Frist besprach,und ihn wegen einer längeren Frist besprach,"The person spoken to is the Chancellor Hohmuth, named in the preceding clause; ""ihn"" (accusative, ""besprach ihn"") or ""mit ihm sprach"" fits, whereas the honorifi",
155,155,1,transcription-note,mit 25000 Thl.,mit 25000 Rthl.,"Elsewhere the unit is given as Rthl (see p. 2, ""25000 Rthl""); ""Thl."" is likely the writer's abbreviation of the same unit, but is left as transcribed",
155,155,2,transcription-note,für dem Regierungs-Rath,für den Regierungs-Rath,"""für"" governs the accusative; the dative ""dem"" is probably a slip, unless ""vor"" was intended (see vor/von, vor/für watch-list)",
155,155,2,transcription-note,die Graefin sich hierauf nie einlassen würden,die Graefin sich hierauf nie einlassen würde,"Singular subject with plural verb; the plural may be a slip, or an honorific plural for the Countess",
156,156,1,transcription-note,Anlohm,Anlehn/Anlehen,"Kurrent h/n and m/n confusions would readily produce ""Anlohm"" from ""Anlehn""; the sentence contrasts a small with a large borrowing.",
156,156,1,transcription-note,war ich die Capitalien erhalten ſoll,wo ich die Capitalien erhalten soll,"""wo"" (where) fits the syntax; ""war"" is likely a misreading.",
156,156,1,transcription-note,Ruhe noch Raste nicht,ruhe noch raste nicht,"Verbal forms rather than nouns; ""ich ruhe noch raste nicht"" (I neither rest nor repose).",
156,156,2,transcription-note,Hoft Rath,Hof-Rath,Evident transcription slip for Hofrath (Court Councillor).,
156,156,2,transcription-note,und sie allen würde,und sie allein würde,"""allein"" (she alone) would give a grammatical singular; not folded into the translation.",
156,156,4,transcription-note,Eignier,Eimer,"""Eimer"" is the customary measure for wine and would fit ""120 ... Wein""; not folded into the translation.",
156,156,4,transcription-note,wäben,nebst,"Would yield ""the 3200 Rthl paid to him together with 1200 Rthl due next March"".",
157,157,1,transcription-note,Banquias,Banquiers,"""bankers"" fits the sense of the money shortage; -iers/-ias is a plausible Kurrent confusion.",
157,157,1,transcription-note,discantiren,discontiren,"""discontiren"" (to discount bills) fits the Bank and Seehandlung; a/o confusion.",
157,157,1,transcription-note,Der Braue Mann,Der brave Mann,"""brave"" (worthy, honest) is the standard collocation; u/v confusion in Kurrent.",
157,157,1,transcription-note,Jedes soll ihr das Maul schon gestopft werden,Jedoch soll ihr das Maul schon gestopft werden,"""Jedoch"" would give ""However, her mouth shall soon be stopped"", which fits the syntax; unsettled.",
157,157,2,transcription-note,Incletiarius,Referendarius,"an official of the Military Department who prepares reports; ""Incletiarius"" is not a Latin office title. Wholly conjectural, hence marked [illegible] in the tra",
157,157,2,transcription-note,Schläbrenderst,Schlabrendorff,"p.1 has ""Schlabrendorff"" for evidently the same creditor.",
157,157,2,transcription-note,Haukt,Haupt,"""Haupt"" is a common surname; k/p confusion in Kurrent.",
157,157,2,transcription-note,Jahrlehns,Darlehns,"the subject throughout is the loan (Darlehn) from the Invalids' Fund; ""Jahrlehn"" is not a standard term.",
158,158,1,transcription-note,keinen Ezer,keinen Heller,an idiomatic minimal coin is expected here,
158,158,1,transcription-note,verbeitet,verbreitet,'verbreitet' (spreads) fits the syntax,
158,158,2,transcription-note,fest jeden sein Ziel,setzt jeder sein Ziel,'setzt jeder sein Ziel' (each sets his own terms) fits the sense and the Kurrent forms,
158,158,2,transcription-note,Gott sind dem Biedern Freund,Gott und dem Biedern Freund,'sind' for 'und' is a plausible single-word slip,
158,158,3,transcription-note,Frucht und Schrecken eingepagt,Furcht und Schrecken eingejagt,standard idiom; Frucht/Furcht and eingepagt/eingejagt are both plausible Kurrent slips,
158,158,3,transcription-note,Schläbe dorffsche,Schlabrendorffsche,same affair named earlier on this page as 'Schlabrendorff'; but the two spellings are kept as transcribed,
158,158,3,transcription-note,Minnonisten,Mennonisten,the Mennonite settlers; spelling left as transcribed in the translation,
158,158,3,transcription-note,Ich was zwar nicht,Ich weiß zwar nicht,gives the required verb,
158,158,3,transcription-note,die erste Triebstender,die erste Triebfeder,"'Triebfeder' (mainspring, motive) is the expected word",
158,158,4,transcription-note,Vorrath in Hinter Grund lauschen,Verrath im Hintergrund lauern,'Verrath ... lauern' is the idiomatic phrase and matches the writer's suspicion,
158,158,4,transcription-note,et melang weise,allmähligweise,'gradually' fits 'und gut',
158,158,4,transcription-note,versprächen und die andern,"versprächen, uns die andern ... bald nachzuschicken",supplies the missing dative and repairs the infinitive clause,
159,159,1,transcription-note,Ban quis leve,Bankier(s)haus [name],Word-division noise around what is probably a banking house or the phrase 'Banquier'.,
159,159,1,transcription-note,die Dummembration,die Dismembration,Almost certainly the term of art 'Dismembration' (dismemberment); u/i and single-letter confusion.,
159,159,1,transcription-note,Wie war ist wohl,Wer wäre wohl,Yields a grammatical rhetorical question fitting the defiant closing remark.,
159,159,1,transcription-note,Ich vile solche,Ich eile solche / Ich will solche,'vile' is not German; 'eile' or 'will' would both fit 'zu übermachen'.,
159,159,1,transcription-note,Im tiefſten Reſpect,In tiefstem Respect,Case ending; the standing formula.,
159,159,1,transcription-note,treu gehorsamster Dir,treu gehorsamster Diener,Abbreviation of 'Diener' at the page edge.,
160,160,1,transcription-note,Ze- tressen,Zinsen / Interessen,"The line-broken word 'Ze-/tressen' looks like 'Interessen' (interest) split across the line-end, matching 'Intresse' earlier.",
160,160,1,transcription-note,verpfänden müßten,verpfänden müßte,Singular subject 'ich' requires 'müßte'; plural form is likely a slip.,
160,160,2,transcription-note,die der tige Nachkäufer,die dortigen Nachkäufer,'dortigen' (the after-purchasers there) fits the split transcription 'der tige'.,
160,160,2,transcription-note,umher trückens,umher Drückens / Herumdrückens,"'Herumdrücken' (dawdling, being pushed about) would give the sense of delay causing missed terms.",
160,160,2,transcription-note,Contenagirt,contumacirt / contumaciert,"In the context of 2 missed court terms, the legal term is contumacy (default); 'Contenagirt' is likely a misreading.",
160,160,2,transcription-note,Olesnicer,Olesnitzer,Probable German spelling of the place-name; left as transcribed in the translation.,
161,161,1,transcription-note,Gündigste Fürst und Herr,Gnädigster Fürst und Herr,"Standard salutation; n misread as ü, and the ending truncated.",
161,161,1,transcription-note,Zu fremdenheit,Zufriedenheit,'gnädige Zufriedenheit zu äußern geruhet' ('has deigned to express gracious satisfaction') would give a complete and idiomatic clause; but this is a conjecture ,
161,161,1,transcription-note,zu außen geruhet,zu äußern geruhet,See above; 'außen' for 'äußern' is a plausible Kurrent slip.,
161,161,1,transcription-note,Couctoir,Comptoir,'Comptoir' (counting-house) fits 'die Zahlung ... ist bereits erfolgt'; mp misread as uc.,
161,161,1,transcription-note,Ist ist es anders,Jetzt ist es anders,'Now it is otherwise' completes the contrast with the preceding sentence.,
161,161,1,transcription-note,Vor 3 bis 4 Monath rum,Vor 3 bis 4 Monathen war,Restores a finite verb and a plural dative.,
161,161,2,transcription-note,heilige Pplat,heilige Pflicht,'ich halte es für heilige Pflicht' ('I hold it a sacred duty') would fit the sentence; conjecture only.,
161,161,2,transcription-note,betriebſamtet u Fleiß nicht mangeben destr,Betriebsamkeit u. Fleiß nicht habe mangeln lassen,'I have not let diligence and industry be wanting' is the standard phrase.,
161,161,2,transcription-note,gnädige Gesungen,gnädige Gesinnung(en),'that the gracious sentiments of Your Highness might long be preserved' fits the sense; conjecture only.,
161,161,2,transcription-note,durch längt,noch lange,Would complete 'might yet long be preserved'.,
161,161,2,transcription-note,Ich erſtreck,Ich ersterbe,"The standing closing formula, per the termbase.",
161,161,2,transcription-note,E. Hochsturft. Durchlaucht,E. Hochfürstl. Durchlaucht,Evident garbling of the standard abbreviation.,
162,162,1,transcription-note,Faren,Taxen,the passage is about valuations drawn up by Korn himself; 'gerichtliche Taxen' recurs throughout,
162,162,1,transcription-note,Departements Chiff,Departements Chef,'Chiff' is very likely a misreading of 'Chef',
162,162,1,transcription-note,betrüstet,entrüstet,'entrüstet über diese Schwindeleien' fits the syntax and sense,
162,162,2,transcription-note,Estussette,Estaffette,"the standard term, rendered 'express courier' per termbase; 'Estussette' is not a word",
162,162,2,transcription-note,Revionen,Revisionen,evident haplography,
162,162,3,transcription-note,branzirte / franzirte,bronzirte,bronzed plaster busts for a bookcase (Repositorium) is the expected sense; both spellings would then be misreadings of one word,
162,162,3,transcription-note,Kränkh unterleib,kranken Unterleib,grammatically and medically the expected phrase,
162,162,3,transcription-note,überaschun,überraschen,truncated at page/line end,
162,162,3,transcription-note,Patrimonialgefricht,Patrimonialgericht,evident slip,
162,162,3,transcription-note,treu unterthäniger Diener,treuer unterthäniger Diener,adjective ending,
163,163,1,transcription-note,bustands Geld,Bestandsgeld,"Lease-entry money; 'Be-' and 'bu-' are easily confused in Kurrent, and Bestandsgeld fits the offer of a lump sum alongside an annual canon.",
163,163,1,transcription-note,Die Proposition,Die Propination,The surrounding sentences concern the propination rights and their valuation.,
163,163,1,transcription-note,pachtungen,pachten,An infinitive is required after 'will'.,
163,163,1,transcription-note,per Estaffetie,per Estaffette,Standard form of the term elsewhere in the correspondence.,
163,163,1,transcription-note,schleine steht,schlecht steht / schlimm steht,'schleine' is not a German word; the sense 'stands badly' is required by the contrast with what follows.,
163,163,2,transcription-note,Laufen wolte,kaufen wolte,The clause concerns a would-be purchaser rebuffed by Glenck; 'k' and 'L' are confusable in Kurrent.,
163,163,2,transcription-note,diesen Profil,diesen Profit,Context: the 10000 Rthl profit just described.,
163,163,2,transcription-note,tausend vtlichen Canon,tausend etlichen Canon,"'etliche' = 'odd, some', giving 'a thousand and some' as the annual canon.",
163,163,2,transcription-note,2 1/3 Hube,2 1/3 Hufe,Hube/Hufe variation; the termbase form is Hufe.,
163,163,3,transcription-note,muß Gemein heute,muß man gemeinschaftlich heute,Supplies the missing subject and yields 'one must sue them jointly today'.,
163,163,3,transcription-note,diese müße es entweder gley heraus geben,diese müßen es entweder gleich herausgeben,Plural verb and 'gleich' for 'gley'.,
163,163,3,transcription-note,am Wohlch,an Wohlleben / am Ende (?),Possibly a corrupted surname; unresolved.,
163,163,3,transcription-note,Hollunden,Halunken,Standard word for scoundrels.,
163,163,4,transcription-note,eine hämische Besten,eine hämische Bestie,Feminine article requires Bestie.,
163,163,4,transcription-note,aufs weme bei,aufs Reine bringe,Triebenfeld uses 'aufs Reine' on p. 3 ('alles aufs Reine'); would give 'if I bring it to a conclusion'.,
163,163,4,transcription-note,die drey Büßen,die drey Büchsen,'Büchsen' (boxes/canisters) fits with a lavoir as a toilet set.,
163,163,4,transcription-note,Das Gallen Fieber,Das Gallenfieber,Orthographic only.,
164,164,1,transcription-note,der Zand,der Zank,'Zank' (quarrel) fits the context of a dispute with Minister von Voss; d/k confusion in Kurrent,
164,164,1,transcription-note,Der gleich,Dergleichen / Der[selbe] gleich,word division uncertain in the transcription,
164,164,2,transcription-note,[me?]hhn,welche,a relative pronoun is required; the transcribed letters may be a misread 'welche' or 'die ohnehin',
164,164,2,transcription-note,Mit dem Olesnicer Kerls,Mit den Olesnicer Kerls,dative plural expected; 'dem' likely a slip or misreading,
164,164,3,transcription-note,die Zad,die Jagd,in enumerations of rights withheld from hereditary lessees the hunt is standard; Z/J confusion in Kurrent,
164,164,3,transcription-note,verfehlt,verhehlt,'concealed from' fits the accusation of culpability; f/h single-letter confusion,
164,164,3,transcription-note,Olernive,Olesnicer,same fellows named 'Olesnicer' twice elsewhere in the letter,
164,164,3,transcription-note,überglaßen,überlaßen,'überlassen' (to make over) fits; intrusive g,
164,164,4,transcription-note,den man,denn wenn,a conditional is required by the following 'so dürfte',
164,164,4,transcription-note,gagen,jagen,'überall umherjagen' (to rush about everywhere) fits the complaint about health; g/j confusion,
164,164,4,transcription-note,Stube im Bette hüthe,Stube und Bett hüten,standard idiom; 'im' likely a misread 'und',
164,164,4,transcription-note,Braice,Brzyze,same estate named two words earlier,
164,164,4,transcription-note,Verrichtung,Berichtigung,V/B confusion in Kurrent; 'Berichtigung des Contracts' is the commoner legal phrase,
165,165,1,transcription-note,gestuen,gestern,"evidently ""gestern"" (yesterday); the transcribed form is not a German word and the parallel ""gestern"" occurs in the next clause.",
165,165,1,transcription-note,"abschrifft.
lich",abschriftlich,"line-break split of a single word; translated as ""in copy"".",
165,165,2,transcription-note,furneren un schäzbaren,ferneren unschätzbaren,"""furneren"" is likely ""ferneren"" (further) and ""un schäzbaren"" a split ""unschätzbaren"" (inestimable); the ""un"" is the prefix, not the conjunction ""und"".",
165,165,2,transcription-note,Unpälichkeit,Unpäßlichkeit,standard form for indisposition; the transcription omits the ß.,
165,165,2,transcription-note,Wiederstellung,Wiederherstellung,the usual word for recovery/restoration to health.,
165,165,2,transcription-note,Burgrath,Bergrath,"""Bergrath"" (Councillor of Mines) is a common Prussian title; ""Burgrath"" is not. Not folded into the translation.",
166,166,1,transcription-note,Cabelen,Cabalen,The same word appears correctly as 'Cabalen' on page 2.,
166,166,1,transcription-note,unerhöhrt,unerhört,Orthographic; no change of sense.,
166,166,1,transcription-note,warm,wären,Subjunctive required by the reported clause; m/n and r/e minim confusion.,
166,166,1,transcription-note,wieder die Principien,wider die Principien,Legal idiom 'wider die Principien handeln'.,
166,166,2,transcription-note,tanti onirt,sanctionirt,Fits the sense ('His Majesty had himself already most graciously sanctioned it') and the letter-shapes of Kurrent 'sanctionirt'.,
166,166,2,transcription-note,daß das Fürsten Durchlaucht,daß des Fürsten Durchlaucht,Genitive required: 'His Serene Highness the Prince'.,
166,166,3,transcription-note,Schulz frey,schuldenfrey,Context: the estates are to be cleared of debt in 9 years.,
166,166,3,transcription-note,werde,Werk,'dies so weit gebrachte Werk' — 'this work brought so far'.,
166,166,3,transcription-note,Abhorbirung,Absorbirung,Metathesis; 'absorption of the debts'.,
166,166,3,transcription-note,Caise,Casse,'bey jeder Casse' — at any treasury/bank.,
166,166,4,transcription-note,Verd Last,Verlust,Sense requires 'loss'; the word appears broken across a line.,
166,166,4,transcription-note,insofundt,insolvent,Standard term for a tenant's failure.,
166,166,4,transcription-note,Ich werde da alles hier versteht,"Ich werde dem, der alles hier versteht",Restores the dative antecedent for 'dem Schenck'.,
166,166,4,transcription-note,Con tucion,Confusion,'daß die Sachen ... in der Confusion fortdauerten' fits the complaint.,
166,166,4,transcription-note,redrechiren,redressiren,'to redress' the contumacy judgment.,
167,167,1,transcription-note,Ablachement,Attachement,"Kurrent tt/bl and ch/ss confusions; ""vieles Attachement zeigen"" is the idiomatic phrase and fits the sense exactly. Left untranslated in the body per house rule",
