letter,pad,page,kind,german,english,note,ruling
140,140,2,emendation-degrades,Abre,[unresolved place-name],no known Vorwerk of this name; likely a misread,
140,140,3,name-check,,Betsche,name reported in the English is not in the German,
140,140,3,emendation-degrades,Röckli / Rochlitz,Rochlitz,same person under variant spellings,
140,140,4,unmarked-in-german,1 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
140,140,4,marker-check,,4 present,model reported 3 markers but emitted 4,
140,140,4,emendation-degrades,Kochlitz,Rochlitz,K/R confusion in Kurrent; Rochlitz named elsewhere,
140,140,5,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
140,140,6,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
140,140,7,emendation-uncertain,Kaemener und Kulmner,Kämmerer / Kulmer (?),place-names not otherwise attested in this correspondence; likely misread,
141,141,2,name-check,Würde,,name in the German is absent from the English,
141,141,2,name-check,,Wünster,name reported in the English is not in the German,
141,141,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
141,141,2,emendation-degrades,Baragnieur,[unresolved],"a creditor's name; the form is unlike any other name in the letter and may be a machine misreading, but no better reading can be justified",
142,142,2,emendation-uncertain,non solides fude,ein non solidum fundatum / kein solides Fundament,the sense required is that settling for 5000 Rthl would rest on no solid foundation. Not folded into the translation.,
142,142,2,emendation-degrades,Betscher,Betscher,place- or person-adjective of uncertain identity; retained as transcribed for the record.,
144,144,1,marker-check,,0 present,model reported 1 markers but emitted 0,
144,144,1,emendation-degrades,den Greiff von Schulenburg,dem Grafen von Schulenburg,"""Greiff"" is plausibly a Kurrent misreading of ""Grafen""; the Schulenburg family is comital.",
144,144,1,emendation-degrades,unterthänigste die Amelang,unterthänigster Diener Amelang,"""die"" is probably a misread abbreviation of ""Diener"".",
145,145,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
145,145,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
145,145,1,emendation-degrades,kopillen Collegiums,Pupillen-Collegiums,The Pupillen-Collegium (board of wards) is a real Prussian body and fits a discharge of a receipted debt; but this is a guess and is kept out of the translation,
145,145,1,emendation-degrades,Nochlitz,Köckritz,Page 2 states the contract is to be demanded from Köckritz; the two names may be the same person misread. Left as transcribed.,
145,145,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
146,146,2,emendation-degrades,Wrąbczin,Trąbczin,the estate is elsewhere spelled Trąbczin/Trąbczyn,
146,146,3,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
146,146,3,emendation-degrades,Copoina,Kopojno,a village near Zagorow; the transcribed form is unattested,
146,146,4,name-check,Honrichs,,name in the German is absent from the English,
146,146,4,unmarked-in-german,1 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
146,146,4,marker-check,,3 present,model reported 2 markers but emitted 3,
147,147,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
147,147,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
147,147,3,emendation-uncertain,Schema,Schemat / Schenk?,unlikely surname; possibly a corrupted name,
148,148,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
148,148,1,glossary-mismatch,Pro Memoria,Pro Memoria,termbase rendering not found in the English,
148,148,1,emendation-uncertain,Mannen,Thaler / rt. [Reichsthaler],"""rt."" already abbreviates Reichsthaler; ""Mannen"" in this position is inexplicable and may be a misread abbreviation.",
149,149,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
149,149,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
149,149,2,name-check,,Legnowelii,name reported in the English is not in the German,
149,149,2,emendation-uncertain,Legnowelii,Lignowelii / Ligowski (?),the form is not a recognisable German or Polish name as transcribed; a creditor's surname appears to be garbled,
149,149,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
149,149,3,emendation-uncertain,Marowecke,Marowecki / Morawiecki,a Polish surname in '-cki' is likely behind the German-looking '-ecke',
149,149,3,emendation-uncertain,Rund,Gulden or a numeral,a unit of money is required after 'einen'; 'Rund' is not one,
150,150,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
150,150,1,emendation-uncertain,abwägerne,abwägend / ohnegern,Unrecoverable as written; some adverbial form modifying 'will … Verdruß ersparen' is expected.,
150,150,1,emendation-degrades,5572 Rthl 12. gg.,5572 Rthl 12 gr.,'gg.' presumably 'gute Groschen'; figure carried across unchanged as required.,
151,151,2,emendation-uncertain,Suvigria,?,Place-name not otherwise attested in this correspondence; possibly a corrupted Polish estate name.,
151,151,2,emendation-uncertain,Wrgberin,?,Name appears twice in an unusual consonant cluster; likely a corrupted village name.,
152,152,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
152,152,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
152,152,2,emendation-degrades,er bon ordre,en bon ordre,"French idiom ""en bon ordre"" (in good order) fits ""zurückziehen""; the transcribed ""er"" is likely a misread ""en"".",
152,152,2,emendation-degrades,Nothard,Nothardt,"Spelled ""Nothardt"" on page 1 and ""Nothard"" here; both retained as transcribed.",
153,153,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
153,153,1,emendation-degrades,Herr von Stein,"Herr von Stein (Karl Reichsfreiherr vom Stein, President of the Bank 1804-1805)",Identification only; spelling as transcribed is retained.,
154,154,1,emendation-degrades,ist pure Lage,ist pure Lüge,"""pure Lüge"" (a pure lie) is the expected idiom after ""geschwazt"" (prattled); Kurrent ü/a confusion is common",
154,154,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
155,155,2,name-check,,Kalisch,name reported in the English is not in the German,
155,155,2,emendation-uncertain,Nurlich,"Nußlich / Nürlich / (a servant's or courier's name), or possibly ""Nährlich""","The word occupies a subject position and behaves like a person's name, but is not identifiable; single-letter Kurrent confusion is likely",
156,156,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
156,156,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
156,156,1,emendation-uncertain,Lafficiat,sufficiat / satisfaciat,"A Latin formula (""the security suffices"") would fit the clause; the initial L may be a misread S in Kurrent.",
156,156,2,number-check,11,,numeral in the German does not appear in the English,
156,156,2,emendation-degrades,die 9000 Rthl auf Szetlewek eingetragen,die 9000 Rthl auf Szetlewek eingetragen sind,The finite verb appears to be omitted in the transcription.,
156,156,3,emendation-uncertain,Canzler Hemuth,Canzler Hermuth / Helmuth,"""Hemuth"" is an unlikely surname; a nasal stroke may have been lost. Left as transcribed.",
156,156,3,emendation-degrades,Granfin von Schlabrendorff,Gräfin von Schlabrendorff,"""Granfin"" is almost certainly a misreading of ""Gräfin"" (Countess), which agrees with the female signatory of page 2. Not folded into the translation.",
156,156,3,emendation-degrades,Triebenfeld Feld,Triebenfeld,Dittography of the final syllable in the transcription.,
156,156,4,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
156,156,4,emendation-uncertain,Liep Meyer,Lieb Meyer / Liepmann Meyer,Possibly the Berlin banking name Liepmann Meyer; carried across as transcribed.,
157,157,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
157,157,1,emendation-degrades,Bülern Generals v. Köckritz,braven Generals v. Köckritz,"""Bülern"" is not a known style or title; on p.2 the same man is called ""der Bicke General"", and p.1 also has ""Der Braue Mann"". A Kurrent misreading of an adjecti",
157,157,1,emendation-degrades,Erleut,Procent,a rate of 10 and 12 per cent would fit the context of a money shortage; wholly conjectural.,
157,157,1,emendation-degrades,der Thörichten Schlabrendorff Ihre Drohungen,der thörichten Schlabrendorff ihre Drohungen,possessive dative construction; the capitalisation suggests the transcriber took Ihre as the honorific.,
157,157,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
157,157,2,emendation-degrades,der Bicke General,der brave General,"the same officer is called ""Der Braue Mann"" on p.1; ""Bicke"" is not a German adjective or a known name.",
157,157,2,emendation-uncertain,v. Köchnen,v. Köhler / v. Köchnen,name not identifiable; retained as transcribed.,
157,157,2,emendation-uncertain,Frändische Siehe,fränkische Sache / französische Schuld,a corrupted phrase; no reading can be settled from the text alone.,
158,158,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
158,158,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
158,158,1,emendation-degrades,die Band oder Seehandlung,die Bank oder Seehandlung,'Band' is likely a misreading of 'Bank'; the Königliche Bank and the Seehandlung are the two Berlin state credit institutions named together,
158,158,1,emendation-degrades,der Braun General,der brave General,"adjective rather than name, matching 'des Verehrungswürdigen Generals v. Köckritz' above",
158,158,1,emendation-degrades,populle,pupillarische,the Pupillen-Depositorium (wards' deposit fund) would be the institution named alongside the Widows' Fund,
158,158,2,emendation-degrades,"die ſehen gefordert, 10000 Rthl",die sehr geforderten 10000 Rthl,'ſehen gefordert' is likely 'sehr gefordert(en)',
158,158,4,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
158,158,4,glossary-mismatch,Dismembration,dismemberment,termbase rendering not found in the English,
158,158,4,emendation-degrades,Rochtet Sachen,Rochow'sche Sachen,a family name in adjectival form would fit 'Sachen'; wholly conjectural,
158,158,4,emendation-degrades,Kalleg,Kalisch,a South Prussian administrative seat where a Chamber revision could be directed; conjectural only,
159,159,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
159,159,1,emendation-degrades,der redliche Ame lang,der redliche Amelang,Reads as a surname split by the transcription; 'Amelang' is a plausible Berlin name.,
160,160,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
160,160,1,emendation-uncertain,Studen,Stücken / Studien / Thaler,"'hundert Tausend Studen' wants a countable noun; 'Stücken' (pieces, i.e. of the obligations) fits the Seehandlung papers. Not folded into the translation.",
160,160,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
160,160,2,emendation-uncertain,eine hätten Brut,eine häßliche / harte / hartnäckige Brut,An adjective is required; 'hätten' is likely a misread of a word beginning with h-.,
161,161,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
161,161,1,glossary-mismatch,Gulden,gulden,termbase rendering not found in the English,
161,161,2,emendation-uncertain,beſtrengen,beitragen / anstrengen,'Was ich dazu beitragen kann' ('what I can contribute to it') is the usual idiom; not carried into the translation.,
162,162,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
162,162,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
162,162,1,emendation-uncertain,Abord,Absud / Bord / Abord[nung],unresolved; possibly a term for the submission or the report,
162,162,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
162,162,2,emendation-uncertain,den 2. Strahlitz,den 2 Strahlitz [estates] or 'dem 2ten Strahlitz',the numeral and its referent are unclear; carried across as written,
162,162,3,marker-check,,0 present,model reported 1 markers but emitted 0,
162,162,3,emendation-uncertain,Husslarzewski,Hussarzewski / Huszarzewski,Polish name likely corrupted; not altered in translation,
163,163,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
163,163,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
163,163,2,emendation-uncertain,Honrichs,Hondrichs / Heinrichs (?),"Personal name recurs, spelling uncertain; also 'Kammer Honrichs Peter' on p. 4 suggests a corrupted form.",
163,163,3,number-check,18,,numeral in the German does not appear in the English,
163,163,3,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
163,163,4,unmarked-in-german,2 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
163,163,4,marker-check,,5 present,model reported 4 markers but emitted 5,
163,163,4,emendation-uncertain,von Rigs[?] … von Branzenis[?],von Blech … von Bronze (?),The passage concerns objects plated to look like a costlier material; wholly conjectural.,
164,164,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
164,164,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
164,164,1,emendation-uncertain,Otochten,unclear place or person name,"not identifiable; likely a corrupted Polish estate name (cf. Otoczno?), but not settled — left as transcribed",
164,164,2,glossary-mismatch,Dismembration,dismemberment,termbase rendering not found in the English,
164,164,2,glossary-mismatch,Propination,propination rights,termbase rendering not found in the English,
164,164,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
164,164,3,emendation-uncertain,das Bier und Brandwein Urbar,Urbar = Urbarium / brewing right,'Urbar' here appears to denote the beer- and brandy-right rather than a rent-roll; left untranslated,
164,164,4,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
164,164,4,emendation-degrades,im Ritlach und Floriche,um Ritlach und Floriche,'sich um etwas bekümmern' requires 'um',
165,165,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
166,166,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
166,166,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
166,166,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
166,166,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
166,166,4,unmarked-in-german,0 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
168,168,1,name-check,,Trąbczyn,name reported in the English is not in the German,
168,168,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
168,168,1,emendation-degrades,Amelan,Amelang,Spelled Amelang twice elsewhere in the same letter.,
168,168,2,name-check,,H. v. Klewitz,name reported in the English is not in the German,
168,168,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
168,168,4,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
169,169,2,marker-check,,1 present,model reported 2 markers but emitted 1,
169,169,2,emendation-uncertain,Epprech,"Eppreche / etwa: ""Erbrecht"" or a place-name","possibly ""Erbrecht"" (hereditary right) misread, but no reading can be settled",
169,169,2,emendation-degrades,48000 Rthl,possibly a smaller sum,the itemised figures on this page do not sum to 48000; figure carried across unaltered as required,
169,169,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
169,169,4,name-check,,Solomon,name reported in the English is not in the German,
169,169,4,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
169,169,4,emendation-degrades,der Arnden,der Amelang,the outcry-writer of the four thick pages is Amelang in the context; but the reading cannot be settled,
169,169,4,emendation-degrades,treuer dein v Triebenfeld,treuester Knecht v Triebenfeld,"""treuer dein"" is an implausible subscription from a dependent agent; likely a misreading of the standard formula",
170,170,1,glossary-mismatch,Hochzuehrender Herr,Highly Honoured Sir,termbase rendering not found in the English,
170,170,1,emendation-uncertain,ErtheSchweiner,"possibly a place-name of the form ""Erd(t)schweine"" / ""Ertheschweine"" or two word",the form as transcribed is not a German word or attested toponym; Kurrent ligatures frequently fuse a preposition or article to a place-name. Not folded into th,
170,170,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
170,170,2,emendation-degrades,die Wüsten,"""die Kisten"" (the crates)",W/K and ü/i confusions are common in Kurrent; crates would plausibly go by the fahrende Post. Not folded into the translation.,
172,172,1,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
172,172,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
172,172,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
172,172,2,emendation-uncertain,Mona Kunckel,Mama Kunckel / Frau Kunckel,'Mona' is not a Prussian given name; likely a misread honorific or abbreviation,
172,172,2,emendation-uncertain,Schencis,Schencks / Schenck,Polish-Prussian name likely Schenck; the terminal -is looks like a Kurrent flourish,
173,173,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
173,173,1,marker-check,,1 present,model reported 2 markers but emitted 1,
173,173,1,emendation-degrades,Glenck,Gleich,"The Building Councillor named at the head of the letter is 'Gleich'; 'Glenck' may be the same man, or a contamination with 'Schenck'.",
173,173,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
173,173,2,emendation-degrades,Stetteweck / Stetlewek,one form,The same name appears differently spelled on pages 2 and 3.,
173,173,3,name-check,Stein,,name in the German is absent from the English,
173,173,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
173,173,3,emendation-uncertain,applarirt,apuriert / appuriert,"Accounting term 'apurieren' (to clear off, discharge) fits the context of paying off debts.",
173,173,4,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
173,173,4,emendation-degrades,folgen eheren 50 Rthl,fehlen [d]ah[er] 50 Rthl,"Would make the arithmetic a shortfall of 50 Rthl against 1000; reverses the sense, hence kept out of the translation.",
174,174,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
174,174,2,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
174,174,3,unmarked-in-german,1 marked,10 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
174,174,3,marker-check,,10 present,model reported 8 markers but emitted 10,
174,174,3,emendation-uncertain,Knon,Kiew?,an unidentified place between the Kalisz region and Odessa; the name as transcribed is not attested,
175,175,1,glossary-mismatch,Hochzuehrender Herr,Highly Honoured Sir,termbase rendering not found in the English,
175,175,1,emendation-uncertain,die Girard und Haupt,die Girard und Haupt [Erben/Handlung],"The bare article 'die' before two surnames may indicate an omitted plural noun (heirs, firm). Names carried across unaltered.",
176,176,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
176,176,1,glossary-mismatch,Rthl,Rthl,termbase rendering not found in the English,
176,176,1,emendation-uncertain,Rathlauf,Blutlauf / Rothlauf,»Rothlauf« (erysipelas) is a recognised illness name; »Rathlauf« is not,
176,176,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
176,176,2,emendation-uncertain,geheliche,gehässige or thätliche,»geheliche« is not a word; an adjective for hostile or forcible measures is required,
176,176,2,emendation-uncertain,Aufaenger,Anfänger or Amtleuten,»Aufaenger« is unattested; possibly the officials or the initiators on the Ingelfingen side,
176,176,3,name-check,,Ingelfingen,name reported in the English is not in the German,
176,176,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
176,176,3,emendation-uncertain,Reonen,Revuen or Jagden,"»Reonen« is not a German word; something concluded in Silesia before September, perhaps military reviews",
177,177,1,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
177,177,1,glossary-mismatch,Durchlaucht,Serene Highness,termbase rendering not found in the English,
177,177,1,emendation-uncertain,Eachschlagt,Fach / Einschlag(t),Kurrent E/F and a/n confusions; a word for 'department' or 'line of business' would fit 'in diesem Fache'.,
177,177,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
177,177,2,emendation-uncertain,General Relitirente,General Rüchel? / a garbled surname,"'Relitirente' looks like a misread surname, perhaps contaminated by 'retirieren'.",
177,177,4,name-check,Wrąbczyn,,name in the German is absent from the English,
177,177,4,glossary-mismatch,Dismembration,dismemberment,termbase rendering not found in the English,
177,177,4,glossary-mismatch,Collonisten,colonists,termbase rendering not found in the English,
177,177,4,glossary-mismatch,Pohlen,Poland,termbase rendering not found in the English,
177,177,5,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
177,177,5,emendation-uncertain,böfeste,böseste / bösester,'the worst man I have found' fits the context of an obstructive debtor.,
177,177,5,emendation-degrades,Breiten,Breslau,Breslau is named on p.6 as the Prince's seat; but the reading is not settled.,
177,177,6,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
177,177,6,emendation-uncertain,Appenhumer,"a personal or place name, perhaps Oppenheimer",'Appenhumer' is not a known Prussian name; Oppenheimer would fit a creditor. Not folded into the translation.,
177,177,6,emendation-degrades,noch 150000 Rthl zusamen 30000 Rthl,"noch 150000 Rthl, zusammen 180000 Rthl",A total is expected after 'zusammen'; but the figures as transcribed cannot be reconciled.,
177,177,7,unmarked-in-german,0 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
177,177,7,marker-check,,4 present,model reported 3 markers but emitted 4,
177,177,7,emendation-degrades,in Hardenberg,H. v. Hardenberg,An abbreviated 'Hr.' misread as 'in'.,
177,177,7,emendation-degrades,der Könne ist ein Paretz,der König ist in Paretz,Two single-letter confusions; Paretz was the royal summer residence.,
177,177,7,emendation-degrades,Mucrowis,a garbled surname,Not a known name; possibly Polish (Mucharski?). Not folded into the translation.,
178,178,1,name-check,,von Triebenfeld,name reported in the English is not in the German,
178,178,1,name-check,,Hoheelohischen,name reported in the English is not in the German,
178,178,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
178,178,1,emendation-degrades,chartes blauetes,chartes blanches,"the same term appears as ""Chartes blanches"" on page 2",
178,178,1,emendation-uncertain,Eilrigbreslau,Eile / in Breslau,"possibly ""in der Eile"" (in haste) plus a stray ""Breslau"", two words run together by the transcriber",
178,178,1,emendation-uncertain,Graf aus Behringen,Graf von Behringen (?),"""aus"" for ""von"" in a noble style is unusual; the name itself is unverified",
178,178,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
179,179,3,marker-check,,1 present,model reported 2 markers but emitted 1,
179,179,3,emendation-degrades,Fragen v Hesse,Grafen v. Hesse,"""Grafen"" (Count) fits the syntax and the honorarium comparison.",
179,179,4,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
179,179,6,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
179,179,7,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
179,179,8,unmarked-in-german,1 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
179,179,8,marker-check,,4 present,model reported 3 markers but emitted 4,
179,179,8,emendation-degrades,bestimmen,Bedienten,Would give: put the useless servants into retirement.,
179a,179a,1,unmarked-in-german,1 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
179a,179a,1,glossary-mismatch,Erbpacht,hereditary lease,termbase rendering not found in the English,
179a,179a,1,emendation-degrades,Wrąbczyn,Trąbczyn,"W/T confusion in Kurrent; Trąbczyn is the lordship named throughout, though a distinct village Wrąbczyn does exist.",
179a,179a,2,emendation-degrades,sehr Szetlewek,auf Szetlewek,"Parallel with items 3, 4, 5, 7, 8, 9; Kurrent ""auf"" misread.",
179a,179a,2,emendation-degrades,Au Zerboni,An Zerboni,n/u confusion in Kurrent.,
179a,179a,3,unmarked-in-german,1 marked,5 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
179a,179a,3,marker-check,,5 present,model reported 4 markers but emitted 5,
179a,179a,3,emendation-degrades,im Weich,im Reich,"R/W confusion in Kurrent; ""the loss he suffered in the Empire"" would suit the political events referred to. Not settled.",
179a,179a,4,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
179a,179a,6,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
180,180,1,name-check,,Hohenlohe-Ingelfingen,name reported in the English is not in the German,
180,180,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
180,180,2,unmarked-in-german,0 marked,2 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
180,180,2,emendation-degrades,Stege litz,Steglitz,"village outside Berlin, spelled with a word break in the transcription",
180,180,2,emendation-degrades,treuester Knecht auf v Triebenfeld,treuester Knecht [signed] v Triebenfeld,'auf' probably a misreading of an abbreviation or flourish preceding the signature,
180,180,2,emendation-degrades,H. G. Gab: Rath Beym,H. Geh. Cab: Rath beym ...,Geheimer Cabinets-Rath is a plausible expansion; 'Gab:' for 'Cab:' is a single-letter confusion,
182,182,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
182,182,1,emendation-degrades,Am König soll ich unter Ewr Durchlaucht Nahmen nicht schreiben,An den König soll ich unter Ewr Durchlaucht Nahmen nicht schreiben,"""Am"" for ""An den""; but note the alternative that the negation belongs elsewhere, which would reverse the sense.",
182,182,1,emendation-degrades,Herrn Doct. ammer,Herrn Doct. Pochammer,Truncated name; Pochammer is named twice elsewhere on the page.,
182,182,2,unmarked-in-german,0 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
182,182,2,emendation-degrades,H v Tandel,H. v. Faudel,Faudel is named on page 1 as an addressee; single-letter confusion in Kurrent.,
182,182,2,emendation-degrades,porte feulu,portefeuille,"French portefeuille, the ministerial portfolio.",
182,182,3,number-check,1/2,,numeral in the German does not appear in the English,
182,182,3,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
182,182,3,emendation-uncertain,Gratsenauer,Gratzenauer / Kratzenauer,Name carried as transcribed; spelling not settled.,
182,182,4,unmarked-in-german,2 marked,3 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
182,182,4,glossary-mismatch,gehorsamster Diener,most obedient servant,termbase rendering not found in the English,
183,183,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
183,183,1,emendation-degrades,Buch holz,Buchholz,Word-space artefact of the Kurrent transcription; probably Professor Friedrich Buchholz of Berlin.,
183,183,1,emendation-uncertain,Rochritz,Rochlitz / Rochow,Uncertain personal name; the reading cannot be settled from this page alone.,
184,184,2,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
185,185,1,unmarked-in-german,0 marked,1 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
185,185,1,emendation-uncertain,v Höhneln,v Hoym / v Hoheneck (?),Presidential name possibly corrupted; no settled reading. Left as transcribed.,
186,186,1,unmarked-in-german,0 marked,4 marked,the translator marked doubt where the German marks none - candidate silent transcription corruption,
186,186,1,emendation-degrades,eine Lüttellie alten Mihn Wein,eine Buttellie alten Rhein Wein,"""Lüttellie"" is plainly the same word as ""Buttellie"" a few words later (B/L confusion in Kurrent); ""Mihn"" may be ""Rhein"" or ""Wein""-name misread",
186,186,1,emendation-degrades,im Schweineren,im Schweidnitzschen,"a Silesian district name would suit ""bey mir im ...""; not settled",
