letter,pad,page,kind,german,english,note,ruling
191,191,1,unparseable,Es war mir noch mein Kummer bey die Gräfin Schlabrendorff Euch das Mensch die Pr,,'Euch das Mensch' cannot be construed with the surrounding syntax,
191,191,1,flagged,die 40263 Rthl jährl. Reutiren würden. 127000 Rthl schuldig,"there remain owing only upon the estates the 127000 Rthl, which would yield 4026","alt: there remain only upon the estates, which would yield 40263  | ",
191,191,1,flagged,"dem Zerboni, Eysenhardt und Seehausen solte der alten Sr. Radzinski mit bezahlen","To Zerboni, Eysenhardt and Seehausen the old Sr. Radzinski was to be paid as wel","alt: Zerboni, Eysenhardt and Seehausen were to be paid, along wit | ",
191,191,2,unparseable,schwung also wie umstehend gesagt,,'schwung' has no subject and no finite-verb function here,
191,191,2,unparseable,ehe ich damit aufs reine Brenne,,'Brenne' (burn) where sense requires 'komme'; not repaired,
191,191,2,unparseable,jene im Toblen aufgeführte 16000 Fiden,,'Toblen' and 'Fiden' are not resolvable words,
191,191,2,flagged,nach Betsche zu den der Rader von Juden,"to Betsche, to the [uncertain: Rader] of the Jews","alt: to Betsche, where the [Räder/Rath] of the Jews... | ",
191,191,2,flagged,vor Johanni von Berlin ab,before Midsummer from Berlin,"alt: for Midsummer, away from Berlin | ",
191,191,3,unparseable,ja am Erde selbst,,'am Erde' is ungrammatical; probably 'am Ende',
191,191,3,unparseable,gab sich vor todt Brand an,,'todt Brand' does not construe,
191,191,3,unparseable,Ich frey diese Massette nun Rath,,'frey' and 'Massette' unresolved; 'Massette' may be a corrupted name,
191,191,3,unparseable,auf so gerathe. Act. Nem,,sequence of abbreviations and words does not construe,
191,191,3,unparseable,"trange Haben Sie in der Florich, Rybbeckschen und Burckischen Sache",,"'trange' unresolved, probably 'Frage'",
191,191,3,flagged,Versteht der Herr Rußisch,Does the gentleman understand Russian?,alt: Does the gentleman understand Ruthenian/Russian [law]? | ,
191,191,3,flagged,die schon an gesagten deutschen Collonisten,the German colonists already engaged,alt: the German colonists already announced/notified | ,
191,191,4,unparseable,die Gründe welche Dummabredt würden,,'Dummabredt' is not a word; possibly 'dismembrirt',
191,191,4,flagged,so könne er dies Jahr noch sezzen,then he might still hold this year,alt: then he might still sow this year | ,
191,191,4,flagged,sobald er abgeordnetet habe,as soon as he has [uncertain: taken off the crop],alt: as soon as he has departed / been dispatched | ,
191,191,5,unparseable,und enthielt zu Gliedern die Clausul,,'zu Gliedern' does not construe; possibly 'unter anderm',
191,191,5,unparseable,In diesem Abord erschienen,,'Abord' unresolved,
191,191,5,unparseable,daß sie die Gründe von abtreten würden,,"'von' stranded; a negation ('nicht') may be missing, reversing the sense",
191,191,5,flagged,wenn der Fünf und König selbst käme,if the [uncertain: Fünf] and the King himself should come,alt: if the Prince (Fürst) and the King himself should come | ,
191,191,5,flagged,Nun frey ich diesen Sarmaten,Now I [uncertain: asked] this Sarmatian,alt: Now I freed this Sarmatian | ,
191,191,6,unparseable,verſch. doch zu brichten,,abbreviation and 'brichten' unresolved; probably 'versprach doch zu berichten/beichten',
191,191,6,unparseable,"Der Schatz und mehrere besonders die Kopojno die Unter des auch zugekommen, beza",,"no coherent syntax; 'Schatz', 'die Unter des' unresolved",
191,191,6,unparseable,schickte ich sofort an Schanden und lies den aufge dern sogleich zu mir zu komme,,'an Schanden' and 'den aufge dern' do not construe,
191,191,6,flagged,sich erst alles mühsam Boden und jede hätte aus eigen Kosten erbauen müße,has first had to [uncertain: break] all the ground laboriously and build every [,alt: has first had laboriously to [clear] all the soil and build  | ,
191,191,6,flagged,"Ich lies anhalten, daß alle drey Gemeinden von dem Zglinski, Niedzewiecki ... au","I had them hold, [text lost] that all three communities had been given notice by",alt: I had it maintained that all three communities had renounced | ,
191,191,7,unparseable,"der sich daß er entlarnt war, sich für sich traugeige folgen",,no construable syntax; 'traugeige' is not a word,
191,191,7,unparseable,und deinem brive jezt das Vorwerck,,'deinem brive' unresolved,
191,191,7,unparseable,als beigehend vulimirte Abschriften,,'vulimirte' unresolved; possibly 'vidimirte' (attested),
191,191,7,unparseable,hat der alte Inachten nichts zu fordern,,'Inachten' unresolved,
191,191,7,flagged,von ihnen aber zum Glük sollest attrapirt waren,but had luckily been caught at it by them,alt: but had luckily been caught at it by him [Honrichs] himself | ,
191,191,7,flagged,und deinem brive jezt das Vorwerck,and [uncertain: I am now offering] the demesne farm,alt: unresolved verb | ,
191,191,8,unparseable,und war ich be nicht die Deutschen,,'be nicht' does not construe,
191,191,8,unparseable,Weigel werde ich sobald ich gewiße zurück,,'Weigel' and 'gewiße zurück' do not construe,
191,191,8,unparseable,daß mich gelegt ein hinziges Gallen Fieber überfiel,,'gelegt' and 'hinziges' corrupt; likely 'sogleich ein hizziges',
191,191,8,flagged,die Schluß Arendorffen zu befriedigen,to satisfy the [uncertain: Schluß Arendorffen],alt: to satisfy the final arrears / a party named Arendorff | ,
191,191,8,flagged,und war ich be nicht die Deutschen ... zusammen suchen zu laßen,and I was about to have the Germans ... sought out together,alt: and I was not able to have the Germans ... sought out togeth | ,
191,191,8,flagged,Weigel werde ich sobald ich gewiße zurück,"[uncertain: Weigel] I shall, as soon as I [uncertain: am certain] back",alt: 'Weigel' may be for 'weniger'/'Wenigstens'; or a name | ,
191,191,9,unparseable,sich für sich traugeige... (cf. p.7),,not on this page,
191,191,9,flagged,"hat sich mit ihm verun einiget, und während meiner Krankheit dem Schmid angezeig","has fallen out with him, and during my illness reported him to Schmid",alt: has come to an understanding with him ... and reported [it]  | ,
191,191,9,flagged,und meinen sie sollen alleinige in Ewr Durchlaucht Güter betrogen würden,and think they would be cheated in Your Serene Highness's estates alone,alt: and think they alone would be cheated in Your Serene Highnes | ,
191,191,9,flagged,wogegen die Utgbriner Bauren stets protection den,against which the [uncertain: Utgbriner] peasants always protest,alt: 'protection den' may be 'protestiren' or 'Protection [suchen | ,
191,191,10,unparseable,der Schult hat vergeßen,,"'Schult' unresolved: could be a name, or 'Schulz' (village mayor)",
191,191,10,unparseable,um diesen Schwedenstreidoch noch einen Kostspieligen Prozeß,,"'Schwedenstreidoch' is a run-together corruption, apparently 'Schwedenstreich doch'",
191,191,10,flagged,der Wicht hat Ewr Durchlaucht bey Verleihung der 300 Morgen gänstig inducirt,the wretch has [uncertain: favourably] induced Your Serene Highness in the grant,alt: the wretch has misled Your Serene Highness in the granting o | ,
191,191,10,flagged,Die Vögten selbst ist mit 4000 Rthl durchaus bezahlt,The bailiwicks themselves are fully paid for with 4000 Rthl,alt: The bailiff himself is fully paid with 4000 Rthl | ,
191,191,10,flagged,so garstig indigirt,so foully [uncertain: induced],alt: so foully imposed upon | ,
191,191,11,unparseable,zu tiefsten verspeckt ersterbe,,'verspeckt' unresolved; the standing formula is 'in tiefster Ehrfurcht ersterbe',
191,191,11,unparseable,"diese beiden sollen, einer ohne den andern nichts thun dürften",,mixed construction of 'sollen' and 'dürften',
191,191,11,flagged,da Schenck sezt gleich zu einen Apt nach Poten sich will bringen laßen,as Schenck now wishes to have himself brought at once to an abbot at Poten,alt: as Schenck now wishes to have himself brought at once to a p | ,
191,191,11,flagged,treu gehorsamster Diener,most faithful and obedient servant,"alt: faithful, most obedient servant | ",
191,191,11,flagged,Den Augenblick erhalte ich voraus Geheime Rath von Tesmar,This moment I receive in advance from the Privy Councillor von Tesmar,alt: This moment I receive from the Privy Councillor von Tesmar | ,
191,191,5,watchlist-spotcheck,ski mit seine beiden Maulaffe von Söhne. dort halten die Bauren,,"random sample on ""von"" - not a suspected error, a probe on under-flagging",
192,192,1,unparseable,daß ich vor Argus schien crepiren muß,,"'vor Argus schien' does not parse; possibly 'vor Ärger schier crepiren' (must almost perish of vexation), but left as tr",
192,192,1,unparseable,die te Rotte der Hölle,,'die te Rotte' has a missing ordinal or word; gap in the transcription.,
192,192,1,unparseable,Die Pächter sind wie vor gesagt alle zuuntenfel,,'zuuntenfel' is not a German word; unresolvable.,
192,192,1,unparseable,"ich habe dies den Zeugen bei Weigel auch schon gesagt mir, wenn ich hier elend l",,"'gesagt mir, wenn' does not construe; 'mir' appears to be a misreading (perhaps 'nur' or 'allein'), leaving the sentence",
192,192,1,flagged,weiset die Käufer zurük,turns the purchasers away,alt: instructs/directs the purchasers back | weisen zurück can be 'reject/turn away' or 'refer back'; the sense of an Abweisung (refusal) is close here.,
192,192,1,flagged,und die durch Erzspitzbeben aufgehezte Bauren,the peasants who had been stirred up by arch-rogues,alt: the peasants stirred up by 'Erzspitzbeben' (unintelligible c | 'Erzspitzbeben' is not a German word; read here as a garbling of Erzspitzbuben (arch-rogues),
192,192,1,flagged,"dafür hatte ich, den ich erhalte","for that I had, since I receive","alt: for that I stand surety ('hafte ich'), since I receive | hatte/hafte differ by one letter; 'hafte' (I am liable) fits the sense of guaranteeing payment far",
192,192,1,flagged,den ich erhalte aus den Justiz Fond das Geld,since I receive from the Justice Fund the money,alt: 'denn' = for/since vs 'den' = the (accusative); read as denn | den/denn confusion recurs throughout this page.,
192,192,2,unparseable,geben hinreichende Untergutrichtiger Freund und dien richtung,,conflated text: 'Untergutrichtiger Freund und dien richtung' mixes a closing formula into the sentence; likely two overl,
192,192,2,unparseable,das Stöz: Lob ist mir verdächtig Gut ausgewichen,,'Gut ausgewichen' hangs unattached; the abbreviation 'Stöz:' is unresolved.,
192,192,2,unparseable,beigehendes Casquile,,"'Casquile' is not German; read tentatively as a lampoon (Pasquill), but the form is corrupt.",
192,192,2,flagged,Wie mir feucht fehlt ein Mensch,"As for me, there is wanting a man","alt: 'Wie mir feucht' unintelligible; possibly 'Wie mir deucht, f | wie/wir and feucht/deucht are both one-stroke confusions; the two readings give different fo",
192,192,2,flagged,Die bauen Revolution,The peasants' revolution,alt: 'the building revolution' / 'Bauern-Revolution' | 'bauen' for 'Bauern' assumed from the peasant unrest on page 1; not certain.,
192,192,2,flagged,reichlicher ausgestellen,more amply set out,alt: 'ausgefallen' = turned out more amply | ausgestellen is not a finite form; the sense could be 'turned out' rather than 'set out'.,
192,192,2,flagged,ewig 40000 das jährl. Revenuen,"40000 in perpetuity, that is, the annual revenues",alt: '40000 for ever as the annual revenues' | 'das' may stand for 'als' or be a copyist's slip; the grammar does not resolve.,
192,192,3,unparseable,Schluzbuben,,"compound not attested; possibly a term of abuse ('Schlutzbuben'/'Schmutzbuben'), unresolved.",
192,192,3,unparseable,der Fenſe,,not a German word or recognisable name; the subject of clause 1 cannot be identified.,
192,192,3,unparseable,solche Curiellen,,"'Curiellen' unattested; perhaps a term for a class of persons, unresolved.",
192,192,3,unparseable,und Die Cammer wird sie heraus schmeisten,,'schmeisten' is not a finite form of any verb; read tentatively as schmeißen (throw out).,
192,192,3,flagged,der Fenſe darf die Kerls nicht exmittiren,the [uncertain: Fenſe] may not evict the fellows,alt: 'may not have the fellows committed/referred' (committirt) | RARE PAIR: exmittirt/committirt are one minim apart and denote entirely different legal acts (,
192,192,3,flagged,6 aber ist der Giese abgewiesen,6. but Giese is refused,alt: 'Giese is instructed/directed' (angewiesen) | RARE PAIR: Abweisung/Anweisung. 'abgewiesen' = dismissed/refused; 'angewiesen' = instructed. The following cl,
192,192,3,flagged,daß ihm der Fürst nicht ehender bisher Consens erfolgt ist die Güter übergeben d,in that the Prince may not hand over the estates to him before consent has hithe,"alt: 'not before consent has been issued' (reading 'bis der' for  | 'nicht ehender bisher' does not construe; 'nicht ehender, bis der Consens erfolgt ist' gives",
192,192,3,flagged,ihre Sache unterstehen helfen,helped to support their cause,alt: 'unterstehen' (to presume/dare) rather than 'unterstützen' ( | one-letter class confusion with opposite implications for who acted.,
192,192,2,watchlist-spotcheck, Gott - Jezt erhält der Fürst noch baar 190000 Rthl und ewig 400,,"random sample on ""noch"" - not a suspected error, a probe on under-flagging",
193,193,1,unparseable,die Dabsha hat schon 2 mahl den Termin ausgewesen,,"""ausgewesen"" is not a possible form here (expected e.g. ""ausgesetzt"" = adjourned / ""ausgewiesen""); the verb cannot be se",
193,193,1,unparseable,aufs unun,,No German word; unreadable as transcribed.,
193,193,1,unparseable,Honrichs ist trag den Attenten des Podprefecten,,"""trag"" and ""Attenten"" both corrupt; construction guessed only so far as the concessive sense.",
193,193,1,flagged,nicht bis Parchwitz zu machen,not to make the journey as far as Parchwitz,"alt: not to make the journey up to Parchwitz (i.e. to go further) | ""bis"" is directional; the sense of the prohibition depends on whether Parchwitz is the termi",
193,193,1,flagged,so wahr ein Gott über aus ist,as surely as there is a God above,"alt: as surely as a God is above and beyond | ""über aus"" is corrupt; probably ""über uns"" (above us). Translated as an oath formula.",
193,193,1,flagged,und ehe ich nach Berlin gehe ... selbsten nach Schlawenschitz,and before I go to Berlin ... myself to Schlawenschitz,"alt: and after I go to Berlin ... myself to Schlawenschitz (readi | nach/noch watch-list; the sentence lacks a verb after ""selbsten"", so the intended constructi",
193,193,1,flagged,läßt jezt dem Honrichs aufs unun arretiren,is now having Honrichs arrested [illegible],"alt: is now having Honrichs put under arrest on the spot | ""aufs unun"" is unreadable; possibly ""aufs neue"" (anew) or ""auf's Nun"" — the adverbial sense is lost.",
193,193,2,unparseable,oder nur -,,"Truncated; the alternative that ""nur"" introduces is missing from the sentence.",
193,193,2,unparseable,da sich die Prefectus um von dem Gegentheil überzeugt,,"""die Prefectus um"" cannot be construed; left as transcribed and translated only approximately.",
193,193,2,flagged,da sich die Prefectus um von dem Gegentheil überzeugt,since the Prefect has convinced himself of the contrary,"alt: there the Prefect convinces himself of the contrary (als/da  | ""die Prefectus um"" is grammatically impossible; the stray ""um"" and the case of ""Prefectus"" l",
193,193,2,flagged,so greift man ihm um an,they are now laying hold of him,"alt: so one attacks him round about / so one now proceeds against | ""um an"" is anomalous; possibly ""nun an"" (now) — a single-letter confusion that changes the w",
193,193,2,flagged,um ihm von der Connexion mit dem Graf Trzcinski nichts wißen lies,in order to let him know nothing of the connexion with Count Trzcinski,"alt: since I let him know nothing of the connexion with Count Trz | ""um ... lies"" mixes a purpose clause with a past indicative; either ""um ... zu lassen"" or ""d",
193,193,2,flagged,Läß Heckern ... alles heraus suchen,is having Heckern ... search everything out,"alt: is having everything searched out from the Heckers/heirs | ""Heckern"" may be a personal name in the accusative or a corrupted common noun; no title accompan",
193,193,2,flagged,treu gehorsamster Diener,most faithful and most obedient servant,"alt: faithful, most obedient servant | Non-standard combination of the usual formulas.",
193,193,1,watchlist-spotcheck,prefecten Sarzechscha dennoch wie der Prefect Decretirt hat ein,,"random sample on ""wie"" - not a suspected error, a probe on under-flagging",
194,194,1,unparseable,meine Güter Sub hästerin laßen,,"""Sub hästerin"" is not German; probably a garbling of ""subhastiren"" (to sell by judicial auction), but the phrase as tran",
194,194,1,unparseable,mit dem Anseinen das alle Jahr der 10te Theil der Schuld abgetragen werden soll,,"""Anseinen"" is not a word; ""Ansinnen"" (demand/requisition) or ""Ansehen"" would parse, but as written it does not",
194,194,1,flagged,daß ich nach Schlawen schitz kommen werde,that I shall be coming to Schlawenschitz,"alt: reading ""nach"" as ""noch"" would give ""that I shall still be c | nach/noch watch-list; with a place-name following, ""nach"" (to) is the natural reading",
194,194,1,flagged,"Ich würde schon jezt dorten, ſein hielte mich nicht ein neuer Kummer hier gefest","I would be there even now, were a new trouble not holding me fastened here","alt: punctuation is disordered; possibly ""Ich würde schon jetzt d | the comma placement in the transcription splits ""dorten sein""; sense is unaffected but the r",
194,194,1,flagged,zu östen Vortheil,to [uncertain: our] advantage,"alt: possibly ""zu Ewr Durchlaucht Vortheil"" (to Your Serene Highn | ""östen"" is not a German word; the possessive intended cannot be settled",
194,194,1,flagged,mit dem gnüßigten Bericht,with the [uncertain: gnüßigten] report,"alt: possibly ""günstigsten Bericht"" (most favourable report) | corrupt adjective; a favourable-report reading is plausible but unproven",
194,194,1,flagged,Hinter dieſer Schuz wahr,Behind this shelter,"alt: ""Schutzwehr"" = bulwark/rampart; as written ""Schutz wahr"" is  | single-letter confusion; ""Schutzwehr"" would give ""behind this bulwark""",
194,194,1,flagged,mit der Juralide Geschichte flüchten,take flight with the Invalids' affair,"alt: ""Juralide"" appears to be a corruption of ""Invaliden""; ""flüch | the sense ""take refuge with"" vs ""flee with"" differs materially",
194,194,1,flagged,so erhält der daſer auch ſeine Befriedigung,then he too will obtain his satisfaction,"alt: ""der daſer"" is unresolved; possibly ""derselbe"" (the same man | the subject of the clause is corrupt",
194,194,2,unparseable,zur Bezahbey der rückständigen Zinsen zuverwenden,,"""Bezahbey"" is not a word; ""Bezahlung"" is the evident intent, and the phrase has been translated on that assumption while",
194,194,2,flagged,Honrichsen habe ich der Prefectur gebeten zu suspendiren,"As for Honrichsen, I have asked the Prefecture to suspend him",alt: the dative/accusative marking is irregular; could also be re | case endings are unreliable in this hand; context settles the agent as the Prefecture,
194,194,2,flagged,als dann die 11700 Rthl,and thereupon the 11700 Rthl,"alt: ""als dann"" could be ""alsdann"" (thereupon) or ""als dann"" (tha | als/da watch-list adjacent; ""alsdann"" is the period-standard reading",
194,194,2,flagged,am Ende den Honrichs Meste gegeben,in the end gave Honrichs [uncertain: Meste],"alt: possibly ""Atteste gegeben"" (gave attestations), matching ""fa | the object of ""gegeben"" is corrupt; the reading changes what was actually issued",
194,194,2,flagged,die Ober Prefectus belogen,lied to the Chief Prefect,"alt: could be plural ""the Chief Prefects"" or the office ""the Chie | ""Prefectus"" is an irregular Latinate form; number and referent are unsettled",
194,194,2,flagged,er hat viel Gelder aus die Güter genommen,he has taken much money out of the estates,"alt: ""aus die"" for ""aus den""; could also be ""auf die Güter"" (rais | aus/auf differ materially: embezzlement from the estates vs loans raised upon them",
194,194,2,watchlist-spotcheck,"ktur sorgen, daß alle Defecte von Honrichs oder von Brzechsta b",,"random sample on ""von"" - not a suspected error, a probe on under-flagging",
195,195,1,unparseable,Vor Ficht,,"Written as two words with F for s; presumably Vorsicht (caution), but left unrepaired.",
195,195,1,unparseable,dh p v Massow,,Abbreviation cluster before the name does not resolve; possibly 'den H[errn] p[räsidenten] v. Massow'.,
195,195,1,unparseable,der sein Tagen und buſen Freund iſt,,"""Tagen"" as a noun in this compound does not parse; presumably 'Tages- und Busenfreund'.",
195,195,1,flagged,"Ein scheint nur, treu gestanden, eine Schwindelung zum Grunde zu liegen","It seems only, to speak frankly, that some swindle lies at the bottom of it","alt: ""Ein"" may be a slip for ""Es"" (it seems), or for ""Eins"" (one  | Single-letter confusion in the transcription.",
195,195,1,flagged,die Oderſchen Güter,the Oderish estates,alt: A place- or family-name adjective (e.g. estates of an Oder-  | Adjective on an uncertain name-stem.,
195,195,1,flagged,dem Lärm,the noise about it,"alt: ""den Lärm"" (made the noise); ""dem"" may be dative-for-accusat | Single-letter confusion.",
195,195,2,unparseable,Er hat schon über 4000 Sachen umbgemacht liegen laßen,,'umbgemacht' (for 'ungemacht'? 'umgemacht'?) does not yield a construction with 'liegen laßen'; rendered provisionally.,
195,195,2,unparseable,als 9.,,Bare numeral or abbreviation after the comparative; the point of comparison is not recoverable.,
195,195,2,unparseable,das Quest: Testament,,"'Quest:' is an unexpanded abbreviation, presumably 'quaestionis' (in question).",
195,195,2,unparseable,treu unterthänigster Dier,,"'Dier' is not a word; presumably 'Diener', but left as transcribed.",
195,195,2,flagged,in einen günſteigen Gedränge,in a favourable straitening,alt: 'ungünstigen Gedränge' — an unfavourable strait; the sense o | Possible dropped 'un-' or misread stem; both readings are fluent.,
195,195,2,flagged,wogegen er zehn Millian & Contribution will fallen laßen,against which he will let ten million & contribution be dropped,alt: 'zehn Millionen Contribution' — ten millions of contribution | Ambiguous abbreviation between numeral and noun.,
195,195,2,flagged,alles ist wieder ihm aufgebracht,everyone is incensed against him,"alt: 'wieder' = again, giving 'all is stirred up again'; 'wider i | Single-letter confusion, flagged rather than settled.",
195,195,2,flagged,Hardenberg tritt wieder ... auf,Hardenberg is coming forward again,alt: 'tritt wieder auf' = appears again; could also be read 'trit | Ambiguous as transcribed.,
195,195,2,flagged,da dies aber kein Mann von Rechts wegen seyn,but since this is no man of legal standing,alt: 'da' as 'there/since'; the uninflected 'seyn' leaves the cla | Watch-list als/da plus unmarked mood.,
195,195,2,flagged,das Prinzchen aus von und zum Moraste,"the little prince of, from and to the Mire",alt: 'Moraste' may be a deliberate mock-toponym for a real name ( | Ironic coinage; name status unresolved.,
195,195,2,flagged,hätten es die Form gehabt,then it would have had the proper form,alt: 'hätte es die Form gehabt' (singular) — the plural verb may  | Single-letter confusion.,
195,195,2,watchlist-spotcheck,Kriege wieder die Türken wozu wir sofort 20000 Mann geben solle,,"random sample on ""wir"" - not a suspected error, a probe on under-flagging",
196,196,1,unparseable,"Lahr dem ich noch 1500 Rthl vom jener Zeit her, weil er das Eysen nur zu 3 Rthl ",,"Sentence is syntactically tangled: ""Lahr"" stands without a case marker or connective, and the causal clause about the ir",
196,196,1,flagged,müßte ich mich wie ein Sp. aus Breslau flüchten,I should have to flee from Breslau like a Sp.,"alt: I should have to flee out of Breslau like a spy (Spion) / li | The abbreviation ""Sp."" is unexpanded in the transcription; the simile is left as it stands.",
196,196,1,flagged,Er hatte mir mit diese Post bis Michaelis zu warten versprochen,He had promised me by this post to wait until Michaelmas,"alt: He had promised me, with this post [i.e. in the letter arriv | ""mit diese Post"" can mean either the means of the promise or its timing.",
196,196,1,flagged,bey dem Ludwig der des Laher Mandatarius ist,"to the said Ludwig, who is Lahr's mandatary","alt: to the Ludwig who is the Lahr mandatary (i.e. ""Laher"" as an  | ""des Laher"" is an irregular genitive; Laher may be a distinct name.",
196,196,2,unparseable,der Jude hat ſich vor mich ſeit 4 Tagen verstochen,,"""verstochen"" is not a form yielding sense here (verstecken, ""to hide"", is expected); ""vor mich"" for ""vor mir"". Rendered ",
196,196,2,unparseable,"und der Kerl würde sich, wann er mit den Juden mich geschändet hatte. mit der Un",,"Tense/mood sequence is broken and the sentence is interrupted by a stop; ""mit den Juden"" may be dative plural or a slip ",
196,196,2,flagged,mit gleichendem Eyfer,with [uncertain: equal] zeal,"alt: with unremitting / with the like zeal; possibly a slip for "" | ""gleichendem"" is not a standard adjectival form; the reading is unsettled.",
196,196,2,flagged,Er findet für im nöthig so viel Truppen zu hätten,He finds it necessary for himself to have so many troops,"alt: He finds it necessary for him[self] to keep so many troops ( | ""für im"" for ""für ihn""; ""hätten"" is an impossible infinitive and may be ""halten"" or ""haben"".",
196,196,2,flagged,Caccutions Truppen,execution troops,"alt: [unexpanded/corrupt word] troops | ""Caccutions"" is not a German word; read here as a corruption of ""Executions-"" (troops sent to enforce payment).",
196,196,3,unparseable,Respects mole,,"No German or Latin phrase yields sense here; possibly a corruption of a formula such as ""Respectsvoll"" or ""Respects halb",
196,196,3,unparseable,Merkel hat schon desfals im Geheim Nachrichten,,"Verb of the clause is missing (""hat ... Nachrichten"" without ""erhalten"" or similar); translated as far as possible.",
196,196,3,unparseable,Napoleon wolle 10 Müllerinnen fra schwinden laßen,,"""fra"" is an orphaned fragment and ""Müllerinnen"" is semantically impossible in this sentence.",
196,196,3,flagged,Napoleon wolle 10 Müllerinnen fra schwinden laßen,Napoleon means to let 10 [uncertain: Müllerinnen] [text lost: vanish?],"alt: Napoleon means to let 10 Millionen [millions, i.e. of the co | ""Müllerinnen"" (millers' wives) makes no sense beside the 20000 men offered in return; ""Milli",
196,196,3,flagged,Napoleon will mir Geld und unser Haus vernichten,Napoleon wishes to destroy me money and our house,"alt: Napoleon wishes to destroy my money and our house (mir = mei | ""mir"" for ""mein"" is a possible dialectal slip; the syntax does not resolve.",
196,196,3,flagged,Merkel / Merckel,Merkel / Merckel,alt: the same man spelled two ways | Both spellings appear on this page; both carried across as written.,
196,196,3,flagged,zum Leus Prefect Zychlinski,to the [uncertain: Leus] Prefect Zychlinski,"alt: to the Kreis-Prefect / Unter-Prefect Zychlinski | ""Leus"" is not a German or Polish official title; likely a corrupt reading of a title element.",
196,196,2,watchlist-spotcheck,"t gleichendem Eyfer betreiben Wie man sonsten in Breslau sagt, ",,"random sample on ""wie"" - not a suspected error, a probe on under-flagging",
197,197,1,unparseable,daß der beiden General Köckritz dem v d Lahr darb zur Ruhe verweisen laßen und d,,Case and number do not agree ('der beiden General Köckritz'); 'darb' is not a word in this position; the subject of 'erk,
197,197,1,unparseable,mit den Gl Etats Sachen ſprechen,,'Gl Etats' is an unexpanded abbreviation of uncertain reference; 'mit den ... Sachen sprechen' (speak with the matters) ,
197,197,1,flagged,zur Ruhe verweisen laßen,have had ... referred to rest,"alt: have had ... told to be quiet / silenced | The clause has no clear object-subject agreement ('der beiden General Köckritz'), so the action attributed canno",
197,197,1,flagged,die Angelegenheiten in Kalisz bestens einleiten,set the affairs at Kalisz in the best possible train,alt: introduce/initiate the affairs at Kalisz in the best manner | Both readings available; chose the idiomatic one but the legal sense 'initiate proceedings' i,
197,197,1,flagged,auszumahlen verſtaht,knows how to paint,alt: understands how to depict | Orthographic irregularity; sense secure but form non-standard.,
197,197,1,flagged,revitiren,revise,alt: revidiren = to inspect/audit; or 'revindiciren' = to reclaim | Cannot be settled from the transcription.,
197,197,2,unparseable,gutes Ansehen gewämt,,'gewämt' is not a German word; the verb of the clause cannot be recovered.,
197,197,2,unparseable,In Linsten Respect,,'Linsten' is not a word; the expected formula ('In tiefster Ehrfurcht' or 'In tiefstem Respect') cannot be established f,
197,197,2,flagged,treu unterthäniger Diener,faithful humble and obedient servant,"alt: most faithful, humble and obedient servant | The house formula covers 'unterthäniger Diener'; the added 'treu' is rendered plainly rather than merged into ",
197,197,2,flagged,Gold stücher,Goldstücher,alt: Goldstucker / Goldstuckes (as on p. 1) | Name spellings are the least reliable part of the transcription and are not normalised.,
197,197,3,unparseable,Er habe sich ja persönlich davon in deinen Gütern bey einen verwerke begegte fen,,"'bey einen verwerke begegte fenen' does not parse: case is wrong, and 'begegte fenen' is not German. The core statement ",
197,197,3,unparseable,Auf du ihm zu beruhigen etc.,,"'Auf du' with an infinitive does not parse; probably an imperative, but the form as written cannot be construed.",
197,197,3,unparseable,um auch von Breslau wegzuſcheuchen,,The object of 'wegzuscheuchen' is absent; 'me' is supplied in brackets only as a bracketed supplement.,
197,197,3,flagged,Hollo-Lahr,hullabaloo — Lahr,alt: 'Hollo' as an exclamation with 'Lahr' as the start of the ne | Punctuation of the manuscript is not recoverable here.,
197,197,3,flagged,noch gute Freunde habe,still have good friends,"alt: nach gute Freunde (after good friends) — not sensible, but n | Context strongly favours 'noch' = still; recorded for completeness.",
197,197,3,flagged,daß ich da Ruhe Gewinnen,that I thereby gain quiet,"alt: 'da' = there (place), i.e. 'that I gain quiet there' | Both a causal and a local reading of 'da' are open.",
197,197,1,watchlist-spotcheck,ist die Geld Noth hier größer als bei uns und ich kan nichts ve,,"random sample on ""als"" - not a suspected error, a probe on under-flagging",
198,198,1,flagged,Er haftet für alles - wird auch jene Gurantic an Weigeln leisten,He is liable for everything — and will also furnish that guarantee to Weigel,"alt: ""Gurantic"" is not a German word; possibly ""Garantie"" (guaran | corrupt form",
198,198,1,flagged,wegen die betrogene 11700 Rthl,concerning the 11700 Rthl embezzled,"alt: concerning the 11700 Rthl of which [someone] was defrauded | ""betrogene"" as attributive participle is ambiguous",
198,198,2,unparseable,"Dein Herr hat viel ein Grund ehrlich Freude und Neider, aber der König weis daß ",,"""viel ein Grund ehrlich"" does not construe; ""daß an Mann ist"" lacks a subject/copula (perhaps ""daß er ein Mann ist""). Tr",
198,198,2,unparseable,ein gewißer Mann habe auch eins einhänig wollen,,"""eins einhänig wollen"" is not a construable verb phrase",
198,198,2,flagged,Sie ist aber mit ihr Gesuch abgewiesen,but she was refused in her petition,"alt: This is an Abweisung (dismissal/refusal), not an Anweisung ( | one minim apart; here the sense is clearly dismissal, but the pair is flagged without except",
198,198,2,flagged,wegen Tropiren,on account of Tropiren,"alt: possibly a place name, or a corruption of a legal term; not  | carried across as written",
