letter,line,decision,confidence,cue,ratio,prev_len,page_measure,prev_line,context
16,5299,break,high,rubric+short_line,0.45,10,22,terworfen.,§. XIV.
16,5317,break,high,rubric+short_line,0.41,9,22,bezahlen.,§. XV.
16,5338,break,high,rubric+short_line,0.32,7,22,kommen.,§. XVI.
16,5343,break,high,rubric+short_line,0.68,15,22,zu berichtigen.,§. XVII.
16,5371,break,high,rubric+short_line,0.6,14,24,werden dürfen.,§. XVIII.
16,5416,break,high,short_line,0.48,11,23,ßen können.,Noch wird von Seiten
16,5460,break,high,short_line,0.23,5,22,soll.,Mehr hatten Contra¬
16,5482,break,high,short_line,0.55,12,22,terzeichnet.,Selbst gelesen und ge¬
16,5484,break,high,short_line,0.36,8,22,nehmigt.,Friedrich Ludwig Fürst
16,5486,break,high,rubric+short_line,0.55,12,22,zu Hohenlohe,v. Triebenfeld
16,5488,run,review,short_line,0.64,14,22,Martin Giering,xxx Wilhelm Daniel Schulz
16,5502,run,review,short_line,0.43,9,21,Heinrichs,Königl. Kammer Commis¬
16,5504,run,review,short_line,0.67,14,21,sions Rath und,Oconomie Commissarius
16,5505,break,high,rubric,1.0,21,21,Oconomie Commissarius,a. u. s.
16,5507,break,high,short_line+column,0.33,7,21,Schenck,Brauer
16,5508,run,review,short_line,0.29,6,21,Brauer,Es wird nun dieser Contract unter Beidrü¬
16,5512,run,review,short_line,0.24,5,21,tiget,Marianton den 13ten May 1806
16,5515,break,high,short_line+column,0.33,7,21,Schenck,Ausfertigung
16,5516,run,review,short_line,0.57,12,21,Ausfertigung,des Erbpachts Contracts
16,5524,break,high,short_line+column,0.33,7,21,No 1308,Taxe br: 8
16,5525,break,high,short_line+column,0.48,10,21,Taxe br: 8,Stempel: 6
16,5526,break,high,short_line+column,0.48,10,21,Stempel: 6,Mund: 12
17,5537,break,high,rubric+short_line,0.15,7,47,nemlich,1. dem Holländer Martin Giering aus Racotten
17,5538,break,high,rubric,0.94,44,47,1. dem Holländer Martin Giering aus Racotten,2. dem Holländer Wilhelm Daniel Schulz aus Krolikower Holländ
17,5539,break,high,rubric,1.3,61,47,2. dem Holländer Wilhelm Daniel Schulz aus Krolikower Hollän,3. dem Holländer Gottfried Dumel aus Razoten
17,5540,break,high,rubric,0.94,44,47,3. dem Holländer Gottfried Dumel aus Razoten,4. dem Holländer Michael Dumel daselbst
17,5541,break,high,rubric,0.83,39,47,4. dem Holländer Michael Dumel daselbst,5. dem Holländer Gottfried Damt daselbst.
17,5544,break,high,short_line,0.49,23,47,aus Trąbczyner Holländ.,als Käufer und Annehmer anderer Seits folgender Contract
17,5546,break,high,rubric,1.0,47,47,wohlbedächtig verabredet und geschloßen werden.,§. 1.
17,5553,run,review,short_line,0.32,18,56,Alte Hütte genandt,"Zehn Hufen und Zehn Morgen magdeburgisch, sowohl"
17,5573,break,high,short_line,0.2,9,45,2500 rtr.,schreibe zweitausend fünfhundert Reichs thaler in preußl.
17,5576,break,high,rubric+short_line,0.38,17,45,sagt zu bewürken.,a. Als ein Angeld zahlen Kräfer bei Unterschrift des
17,5578,run,review,short_line,0.38,17,45,Contracts 450 rtr,schreibe Vierhundert Fünfzig Reichsthaler
17,5579,break,high,rubric,0.91,41,45,schreibe Vierhundert Fünfzig Reichsthaler,b. Johanni 1804. werden berichtiget 550 rtr sage
17,5581,break,high,rubric,0.73,33,45,Fünfhundert Fünfzig Reichs thaler,c. der Ueberrest mit 1500 rtr
17,5595,break,high,rubric,0.79,41,52,haltung geschiehet auf Kosten der Käufer.,§. 3.
17,5605,break,high,rubric,0.96,50,52,Erstraßen eine Zinsfreiheit von 3 Jahre sage drei.,§. 4.
17,5616,break,high,rubric+short_line,0.38,22,58,alle für einen haften.,§. 5.
17,5627,break,high,rubric+short_line,0.6,35,58,Vorschuße ausdrücklich vorbehalten.,§. 6.
17,5631,run,review,short_line,0.69,37,54,Hütte die aus der Trąbczyner Forst in,geseglichen Holz-Tagen zu holen hiermit erlaubt sein; Jeder In¬
17,5643,break,high,rubric+short_line,0.28,15,54,schont bleiben.,§. 7.
17,5648,break,high,rubric+short_line,0.7,38,54,mit Horn und Schaaf- Vieh Recht haben.,§. 8.
17,5656,break,high,rubric,0.76,40,52,der fort nicht verschränkt werden könne.,§. 9.
17,5662,break,high,short_line,0.23,12,52,berichtiget.,Die in diesem Contrakt genandten Käufer bleibe bei verkennen¬
17,5665,break,high,rubric+short_line,0.4,21,52,Jahres 1803 befreiet.,§. 10.
17,5670,break,high,rubric+short_line,0.23,12,52,legt werden.,§. 11.
17,5677,break,high,rubric+short_line,0.64,34,54,zu nehmen hiermit verstattet wird.,§. 12.
17,5688,break,high,rubric+short_line,0.67,36,54,zu den nötigen Aussaater vorzugehen.,§. 13.
17,5699,break,high,rubric+short_line,0.19,10,52,get werde.,§. 15.
17,5701,break,high,rubric,1.19,62,52,"Käuferischen Seits, wird darin ausdruklich gewilliget, daß d",§ 3. stipulirte Erbzins in den Hipotheken buhe einer ieden
17,5703,break,high,rubric,0.73,38,52,einzelnen Besizzung eingetragen werde.,§. 16.
17,5707,break,high,rubric,1.19,62,52,Brandtwein Brennin oder Schank Stellen zu nehmen vergeklähre,§. 17.
17,5712,break,high,short_line,0.67,35,52,derselben beizubieten verpflichtet.,Die Stempel Gebüren dieses Contracts werden von beiden
17,5721,run,review,short_line,0.4,14,35,unterschrieben,gleich nach erfolgter Ratihabition dieses Contracts
17,5724,break,high,salutation,0.86,30,35,rechtlich verlautbaret werden.,So geschehen Zagorowo den 26 May Eintausend
17,5726,break,high,short_line+column,0.57,20,35,Achthundert und Vier,Kunkel
17,5727,run,review,short_line,0.17,6,35,Kunkel,Special-Bevollmächtigter: Sr. Hoch¬
17,5730,break,high,short_line,0.2,7,35,fingen.,mört in Göring
17,5731,run,review,short_line,0.4,14,35,mört in Göring,Signa xxx des Michael Dümel
18,5741,break,high,short_line+column,0.12,5,40,Copia,No. 92.
18,5742,break,high,short_line,0.17,7,40,No. 92.,Wir das Fürstlich Hohenloh-Ingelfingensche
18,5747,break,high,rubric+short_line,0.28,11,40,erschienen:,"1, der Fürstlich Hohenlohe-Ingelfingensche Güter"
18,5750,break,high,rubric,0.75,30,40,"Johann Wilhelm Glenk an einem,","2, desgleichen die Bevollmächtigten der Stadt¬"
18,5754,break,high,rubric+short_line,0.5,20,40,"Lowin und Kulligowo,","a, der Bürger und Stadt-Representant Ma¬"
18,5756,break,high,rubric+short_line,0.42,17,40,theus Młynkiewicz,b) der Freyschulze Johann Chmara
18,5764,run,review,short_line,0.57,25,44,"ren besaget, also lautend",Actum Betsche den 28ten Juli 1804.
18,5766,break,high,rubric+short_line,0.23,10,44,Erschienen,"1, der Fürstlich Hohenlohe-Ingelfingensche Gene¬"
18,5772,break,high,rubric,0.85,37,44,Freund und Beystand zugeordnet haben.,"2, der Bürger und Stadtrepresentant Matheus Młynkie¬"
18,5775,break,high,rubric+short_line,0.23,10,44,"gerschaft,","3, der Freyschulze Johann Chmara aus Stalluhn"
18,5779,break,high,short_line+column,0.32,14,44,"chodzyn, Lowin",mit
18,5795,break,high,short_line,0.33,15,46,genommen wurde.,Gleichergestalt überreicht auch der Młynkiewicz
18,5805,break,high,short_line,0.3,13,44,zu schließen.,Ebenfalls überreicht der Chmara eine gerichtliche
18,5808,run,review,short_line,0.3,13,44,den Gemeinden,"Stalluhn, Kulligowo, Schartzig, Stoki, Schwie¬"
18,5810,run,review,short_line,0.34,15,44,"choczyn, Lowin,",gleichergestellt wie der Młynkiewicz authorisirt
18,5818,break,high,rubric,1.07,47,44,"so wurde der Contract, wie folget, aufgenommen.",§ 1.
18,5857,break,high,rubric,0.76,33,44,"können, mögen und sollen für ein.",§ 2.
18,5866,break,high,rubric+short_line,0.57,24,42,nach gleichem Müntzfuße.,§ 3.
18,5869,break,high,short_line,0.67,28,42,wird es in der Art gehalten:,Es übernehmen die Stadt- und übrigen Dorf Ge¬
18,5874,break,high,rubric,0.76,32,42,belirte Hypothequen-Schulden als,"1, 48,000 rt"
18,5877,break,high,rubric+short_line,0.64,27,42,"getragen, von welcher Summe","36,000 rtt an den Banquieur Salomon"
18,5883,break,high,rubric,0.94,29,31,zu Frankfurth a/o cedirt sind,"2, 2000 rt."
18,5887,break,high,rubric+short_line,0.42,13,31,getragen sind,"3, 5000 rt."
18,5892,break,high,rubric,0.84,26,31,Frankfurth a/o cedirt sind,"4, 5000 rthl."
18,5897,break,high,rubric+short_line,0.13,4,31,sind,"5, 5000 rt."
18,5911,break,high,rubric,1.09,38,35,bis zum 26ten Juli c. berichtigt sind.,"6, 72,000 Rthl."
18,5923,break,high,rubric,0.36,12,33,"137,000 Rthl","7, stipuliren die Deputirten von dem"
18,5934,run,review,short_line,0.67,22,33,"den in der Art bezalt,",Morgen des Tages den 29ten Julii
18,5943,run,review,short_line,0.25,9,36,137000 rt,Wenn unter den zu zalenden Gel¬
18,5954,break,high,rubric+short_line,0.19,7,36,zurück.,§. 4.
18,5980,break,high,rubric+short_line,0.28,12,43,Ingelfingen.,§. 5.
18,5990,run,review,short_line,0.16,7,44,auf die,Benutzung ihrer Gärten. Auch behalten sich
18,6012,break,high,rubric,0.76,34,44,zu verabreichen und heranzufahren.,§. 6.
18,6019,break,high,rubric+short_line,0.11,5,44,sten.,§. 7.
18,6032,break,high,rubric+short_line,0.53,23,43,gleichfalls entrichtet.,§. 8.
18,6035,run,review,short_line,0.09,4,43,"vor,",daß wenn sie höchstselbst oder deren Nach¬
18,6041,break,high,rubric+short_line,0.26,11,43,zu leisten.,§. 9.
18,6052,break,high,rubric,1.23,53,43,laucht dem bischöflichen Consistorio zu praesentiren.,§. 10.
18,6054,break,high,short_line,0.28,12,43,versprechen.,Die Prozeße zwischen der Gemeinde zu Stocki¬
18,6073,break,high,rubric+short_line,0.14,6,42,haben.,§. 11.
18,6090,break,high,short_line+column,0.25,11,44,den den von,Sr. Hochfürstlichen Durch¬
18,6093,break,high,rubric,1.02,45,44,zu leisten versprochenen Beytrag von 50 rthl.,§ 12.
18,6103,break,high,rubric+short_line,0.57,25,44,und seite ertheilt werde.,§. 13.
18,6113,break,high,rubric+short_line,0.57,27,47,der Uebergabe erhalten hat.,§. 14.
18,6127,break,high,rubric+short_line,0.29,12,42,co gesendet.,§. 15.
18,6137,break,high,rubric+short_line,0.12,5,42,laßen,§. 16.
18,6148,break,high,rubric,0.8,35,44,sche und Zubehör eingetragen werde.,§. 17.
18,6159,break,high,rubric+short_line,0.61,27,44,Contracte freystehen würde.,§. 18.
18,6168,break,high,short_line,0.68,30,44,dieserhalb mit ihm zu einigen.,"Somit wurde, da ein mehrers nicht anzuführen"
18,6181,break,high,short_line+column,0.57,25,44,"Vorgelesen, genehmigt und",unterschrieben
18,6184,run,review,short_line,0.44,14,32,unterschrieben,Selbst gelesen und genehmigt.
18,6188,run,review,short_line,0.09,3,32,ter,Peter Friedrich August v Triebenfeld
18,6193,break,high,short_line+column,0.19,6,32,Metzig,Justitarius
18,6194,break,high,short_line+column,0.34,11,32,Justitarius,Neumann Actuarius
18,6195,run,review,short_line,0.53,17,32,Neumann Actuarius,Actum Betsche den 29ten Juli 1804.
18,6197,break,high,rubric+short_line,0.41,13,32,Heute erschei,"1, der Fürstlich Hohenlohe Ingelfingensche Gene¬"
18,6207,break,high,rubric+short_line,0.59,26,44,Contract nachfolgendes bey,§. 1.
18,6213,break,high,rubric+short_line,0.11,5,44,wird.,§. 2.
18,6229,break,high,short_line,0.5,21,42,Johann Wilhelm Glenk.,J. Chmara mpp
18,6230,break,high,short_line+column,0.31,13,42,J. Chmara mpp,M. Młynkiewicz
18,6231,break,high,short_line+column,0.33,14,42,M. Młynkiewicz,Metzig
18,6232,break,high,short_line+column,0.14,6,42,Metzig,Neumann
18,6233,run,review,short_line,0.17,7,42,Neumann,"Da nun eine beglaubte Ausfertigung von nöthen,"
18,6237,break,high,salutation,1.0,42,42,Unserm Insiegel und Unterschrift ertheilt.,So geschehen Betsche den 7ten December 1804
18,6240,break,high,short_line,0.1,4,42,Amt.,Metzig
18,6241,break,high,short_line+column,0.14,6,42,Metzig,Neumann
18,6242,run,review,short_line,0.17,7,42,Neumann,(Abscrift) Friedrich Wilhelm König von Preußen p. p.
18,6263,break,high,rubric+short_line,0.3,13,44,"Anträgen, daß","1, ihre Societät stets als ein Kreisstand, welcher durch"
18,6269,break,high,rubric,0.86,38,44,"durch sie ausgeübt worden, betrachtet.","2, dem Herrn Fürsten die Aufsicht auf die dasi¬"
18,6273,break,high,rubric+short_line,0.07,3,44,ein,"3, ihnen in ihrem Verhältniße zum platten Lande"
18,6295,break,high,short_line+column,0.33,8,24,Mielęcki,Hedel[?]
18,6296,break,high,short_line+column,0.33,8,24,Hedel[?],An
18,6297,break,high,short_line+column,0.08,2,24,An,der Landrath
18,6298,break,high,short_line+column,0.5,12,24,der Landrath,v Mielęcki
18,6299,run,review,short_line,0.42,10,24,v Mielęcki,Die UeberEinstimmung vorstehender
18,6302,break,high,short_line+column,0.58,14,24,Acten heimiget,Frost
18,6303,run,review,short_line,0.21,5,24,Frost,Trybunals Archiven
19,6307,break,high,short_line,0.18,7,40,No. 93.,Wir das Fürstliche Hohenloh-Ingelfingensche
19,6312,break,high,rubric+short_line,0.48,19,40,vor Uns erschienen.,"1. der Förstlich Hohenlohe-Ingelfingen, ihn Güther¬"
19,6315,break,high,rubric,0.73,29,40,Johann Wilhelm Glenk an einem,2. Desgleichen die Bevollmächtigten der Stadt
19,6319,break,high,rubric+short_line,0.71,28,40,"Stocki, Lowin und Kulligowo,",a) der Bürger und Stadt Repraesentant
19,6321,break,high,rubric+short_line,0.48,19,40,Matheus Młynkiewicz,b) der Freyscholze Johann Chmara
19,6329,break,high,rubric+short_line,0.25,10,40,Erscheinen,"1., der fürstlichen Hohenlohe = Ingelfingensche"
19,6338,break,high,rubric+short_line,0.36,16,45,"Zügen, mit haben",2. Der Bürger und Stadt Repræsentant Matheus
19,6341,break,high,rubric+short_line,0.29,13,45,"Bürgerschaft,",3. Der frey Scholze Johann Chmara aus Stalluhn
19,6345,run,review,short_line,0.2,9,45,und Lowin,"mit dem Antrage, einen Contract zwischen Sr"
19,6358,break,high,short_line,0.47,21,45,Acten genohmen wurde.,Gleichergestalt überreicht auf der Młynkiewicz
19,6366,break,high,short_line,0.2,9,45,schlüßen.,Ebenfals überreicht der Chmara eine gerichtliche
19,6371,run,review,short_line,0.3,13,43,den Gemeinden,"Stalluhn Kulligowo, Schartzig, Stocki,"
19,6373,break,high,short_line,0.56,24,43,"Swiechodezin, und Lowin.","gleichergestalt wie der Młynkiewicz authorisirt ist,"
19,6375,break,high,short_line,0.65,28,43,einen Contract abzuschlißen.,"Nach wechselseitiger gepflogenen Unterhandlungen,"
19,6381,break,high,rubric,0.84,36,43,der Contract wie folget aufgenohmen.,§. 1.
19,6390,run,review,short_line,0.65,28,43,und die Einwohner der Dörfer,"Kulligowo, Stalluhn, Schartzig, Stocki,"
19,6420,break,high,rubric,1.04,41,40,"schenken können mögen und sollen, für ein",§ 2.
19,6423,run,review,short_line,0.08,3,40,von,Einmahlhundert und Achtzigtausend
19,6429,run,review,short_line,0.29,8,28,zins von,Eintausend Reichsthaler
19,6431,break,high,rubric,1.21,34,28,in Courant nach gleichem Münzfuße.,3.
19,6440,break,high,rubric,1.25,35,28,intabulirte Hipotheyen Schulden als,"1, 48000 rtlr"
19,6447,run,review,short_line,0.64,18,28,den Banquier Meyer,Bernhard zu Frankfurth
19,6449,break,high,short_line,0.57,16,28,a/o cedirt sind.,48000 Rthl
19,6452,break,high,rubric+short_line,0.37,10,27,48000 Rthl,"2, 2000 rtl."
19,6456,break,high,rubric,0.93,25,27,Breslau eingetragen sind.,"3, 5000 rttllr"
19,6462,break,high,rubric+short_line,0.59,16,27,a/o cedirt sind.,"4, 5000 rthl"
19,6467,break,high,rubric,0.93,25,27,Eichborn intabulirt sind.,"5, 5000 rthl"
19,6477,break,high,short_line,0.33,9,27,bar sind.,"Wobey bemirkt wird, daß die"
19,6485,break,high,rubric+short_line,0.34,10,29,65000 Rthl,"6., 72000 rthl"
19,6490,break,high,rubric,1.03,30,29,a 5 procent bis zum 26ten July,d. J. so wie bei den übrigen
19,6496,break,high,rubric,0.72,21,29,mit ihnen zu einigen.,"7, 137,000 Rthl."
19,6505,break,high,short_line,0.55,16,29,gekündiget wird.,Die vorstehend erwähnten 35000 rthlr werden in
19,6507,run,review,short_line,0.52,15,29,der Art bezahlt,Morgenden Tages den 29ten July 7000 rthlr
19,6516,run,review,short_line,0.33,16,48,pro # angenohmen,Sollten die Gemeinden morgen über 8 Tage als den
19,6522,break,high,rubric+short_line,0.44,21,48,Zinsen wieder zurück.,§. 4.
19,6538,break,high,short_line,0.31,15,48,gegeben werden.,"Was hingegen die Forſten anbetrift, ſo ſollen"
19,6546,break,high,rubric,0.74,32,43,das Herrn Fursten von Hohenlohe.,§. 5.
19,6577,break,high,rubric,0.88,36,41,zu verabreichen und heran zu fahren.,§. 6.
19,6584,break,high,rubric+short_line,0.39,16,41,beitrag leisten.,§ 7.
19,6598,break,high,rubric+short_line,0.24,11,46,entrichtet.,§. 8.
19,6601,break,high,short_line,0.09,4,46,vor.,"Daß, wenn Sie Höchst selbst, oder deren Nachfolger"
19,6606,break,high,rubric,0.76,35,46,Meilen Hin und Rück Weg zu leisten.,§. 9.
19,6615,break,high,rubric+short_line,0.39,18,46,tiren versprechen.,§. 10.
19,6634,break,high,rubric,0.83,35,42,daran den mindesten Anspruch haben.,§. 11.
19,6654,break,high,rubric+short_line,0.61,25,41,von fünfzig Reichsthaler.,§. 12.
19,6664,break,high,rubric,0.85,35,41,laßenen Grundstücke ertheilt werde.,§. 13.
19,6674,break,high,rubric+short_line,0.32,13,41,erhalten hat.,§. 14.
19,6688,break,high,rubric+short_line,0.67,29,43,nach Breslau Franco gesendet.,§. 15.
19,6708,break,high,rubric,0.88,36,41,sche und Zubehöre eingetragen werde.,§. 17.
19,6715,break,high,short_line,0.15,6,41,würde.,daß wenn das verabredete Kauf= und
19,6723,break,high,rubric+short_line,0.14,6,42,wurde.,§ 18.
19,6753,break,high,short_line,0.15,5,34,tent.,Josef Echaust als Dollmetscher
19,6755,break,high,short_line+column,0.18,6,34,Metzig,Justitiarius
19,6756,break,high,short_line+column,0.36,12,34,Justitiarius,Neumann
19,6757,break,high,short_line+column,0.21,7,34,Neumann,Actuarius
19,6758,run,review,short_line,0.27,9,34,Actuarius,Actum Betsche den 29ten July 1804
19,6760,break,high,rubric+short_line,0.42,14,34,Heute erschien,"1, der Fürstl. Hohenloh-Ingelfingensche"
19,6771,break,high,rubric+short_line,0.46,18,39,nachfolgendes bey.,§. 1.
19,6777,break,high,rubric,0.74,29,39,keines gekündigt werden wird.,§. 2.
19,6785,break,high,short_line,0.41,16,39,immer zu tragen.,Somit
19,6794,break,high,short_line,0.54,19,35,und unterschrieben.,Johann Wilhelm Glenk
19,6795,break,high,rubric+short_line,0.57,20,35,Johann Wilhelm Glenk,H. Chmara mpp M. Młynkiewicz
19,6797,break,high,short_line,0.23,8,35,Echaust.,Metzig
19,6798,break,high,short_line+column,0.17,6,35,Metzig,Neumann.
19,6799,break,high,short_line,0.23,8,35,Neumann.,Da nun eine beglaubte ausfertigung von nöthen
19,6806,break,high,short_line+column,0.2,7,35,"Metzig,",Justitiarius
19,6807,break,high,short_line+column,0.34,12,35,Justitiarius,(L. S.)
19,6808,break,high,short_line+column,0.2,7,35,(L. S.),Neumann
19,6809,break,high,short_line+column,0.2,7,35,Neumann,Actuarius
20,6828,break,high,short_line,0.34,18,53,gut brauchen kann.,Breslau den 8ten Aprill 1803.
20,6829,break,high,short_line,0.55,29,53,Breslau den 8ten Aprill 1803.,Friedrich Ludwig Fürst zu Hohenlohe
21,6838,break,high,rubric+short_line,0.69,34,49,verabredet und auf gesetzt worden.,§. 1.
21,6853,break,high,rubric+short_line,0.2,10,49,macht ist.,§. 2.
21,6859,break,high,rubric+short_line,0.2,10,49,geleistet.,§. 3.
21,6865,break,high,rubric,1.12,55,49,auf künftigen Johanny a c. Zwölf- Tausend Reichs-Thaler,§. 4.
21,6871,break,high,rubric,1.18,58,49,ewigen Zeiten einen Canon von Fünfhundert Rttl in Courant.,§. 5.
21,6874,run,review,short_line,0.69,34,49,post Numerando an den Herrn Käufer,bei Vermeidung derer im Land Recht festgesetzten
21,6876,break,high,rubric+short_line,0.43,21,49,zwangsmittel bezahlt.,§. 6.
21,6889,break,high,rubric,1.1,57,52,Rthl ablösen will eine halbjährige Kündigung vorhergehen.,§. 7.
21,6899,break,high,rubric,1.92,100,52,Fünfhundert - Thalern nachstehen und der Frau Obristen v. Sc,§. 8.
21,6904,break,high,rubric+short_line,0.25,13,52,verpflichtet.,§. 9.
21,6915,break,high,rubric+short_line,0.19,8,43,dürften.,§. 10.
21,6924,break,high,rubric,0.81,35,43,der Concession trägt Käufer allein.,§. 11.
21,6928,break,high,rubric,0.72,31,43,tragen beide Theile zur Hälfte.,§. 12.
21,6932,break,high,salutation+short_line,0.49,21,43,wie sie Nahmen haben.,Geschehen Kalisch den 9ten Merz 1805.
21,6935,run,review,short_line,0.37,16,43,Franz Maierowitz,Friedrich Willhelm Eger als Zeuge
22,6952,break,high,short_line+column,0.44,16,36,[?]raudchreig[?],An
22,6953,break,high,short_line+column,0.06,2,36,An,den regierenden Herrn
22,6954,break,high,short_line+column,0.58,21,36,den regierenden Herrn,Fürsten zu Hohenlohe
22,6955,break,high,short_line+column,0.56,20,36,Fürsten zu Hohenlohe,Ingelfingen Liebden.
22,6956,break,high,short_line,0.56,20,36,Ingelfingen Liebden.,Taxe 1 rt 2 g
22,6957,break,high,short_line+column,0.36,13,36,Taxe 1 rt 2 g,Stempel 6 g
22,6958,break,high,short_line+column,0.31,11,36,Stempel 6 g,Mund: 2 g
22,6959,break,high,short_line+column,0.25,9,36,Mund: 2 g,Ins: 3 g
23,6967,break,high,short_line,0.67,24,36,König von Preussen p. p.,Thun kund und fügen hiermit jedermän¬
23,6984,run,review,short_line,0.47,17,36,"Kolno und Kaemen,",sich ausdrüklich bekannt und gebeten
23,7000,break,high,rubric+short_line,0.47,17,36,schlossen worden.,§. 1.
23,7022,break,high,rubric+short_line,0.45,14,31,Fuße von 1764.,§. 2.
23,7030,break,high,short_line,0.42,13,31,Käufer haben.,"Historisch wird hierbei bemerkt,"
23,7033,break,high,rubric,0.97,30,31,folgend ermaßen geschehen ist.,"a, 53,139 rt. 13 gg. 8 1/5 d. hat Herr Käufer an den"
23,7044,break,high,rubric+short_line,0.44,15,34,"laucht, bezalt.","b, 88,860 rt. 10 gg. 3 1/5. d. sind von dem Herrn Kau¬"
23,7048,break,high,rubric,0.79,27,34,"sungen, baar bepalt worden.","i. e. 142,000 rttl."
23,7049,break,high,rubric,0.56,19,34,"i. e. 142,000 rttl.",§. 3.
23,7054,break,high,rubric+short_line,0.71,24,34,men eingetragene Posten:,"a, ein Capital von 100. Florin Einhundert"
23,7059,break,high,rubric+short_line,0.15,5,34,sind.,"b, für eben dieselbe Kirche ein Capi¬"
23,7069,break,high,rubric+short_line,0.16,5,32,1804.,§. 4.
23,7074,break,high,rubric+short_line,0.53,17,32,die Gewehr dafür:,"a, daß der in den Vermessungs-Re¬"
23,7086,break,high,short_line,0.59,19,32,stükke bekannt sei.,Die Verbindlichkeit Sr. Hochfürstl.
23,7092,break,high,rubric,0.83,25,30,drei Jahre eingeschränkt.,"b, daß an öffentlichen Abgaben"
23,7097,run,review,short_line,0.6,18,30,und an geistlichen,Abgaben für Kaemen 16 - 16 gg.
23,7099,break,high,rubric,0.83,25,30,auf diesen Gütern haften.,§. 5.
23,7106,break,high,short_line,0.47,14,30,sein Bewenden.,Es sind in Absicht der Gewöhr¬
23,7110,break,high,rubric+short_line,0.23,7,30,worden:,"a, daß dem Herrn Käufer die"
23,7121,break,high,rubric,0.76,22,29,chalis vorigen Jahres.,"b, daß die Güter dem Herrn Käu¬"
23,7125,break,high,rubric,0.97,28,29,gestanden und gelegen haben.,"c, daß jedoch Herr Käufer nur"
23,7134,run,review,short_line,0.52,15,29,"händigten Acta,","erhalten hat, und zurück zu gewäh¬"
23,7136,break,high,rubric,0.86,25,29,von verpflichtet gewesen.,§. 6.
23,7166,break,high,rubric+short_line,0.71,22,31,Herrn Käufer getragen.,§. 7.
23,7175,break,high,rubric+short_line,0.13,4,31,gen.,§. 8.
23,7181,break,high,short_line,0.35,11,31,Wäldern zu.,In einem Possessorien Prozeße
23,7191,break,high,rubric+short_line,0.22,7,32,langen.,§. 9.
23,7212,break,high,short_line,0.19,6,32,§: 10.,Die Herren Contrahenten verbinden sich zu
23,7222,break,high,short_line,0.72,23,32,fügte Siegel vollzogen.,Breslau den 16ten Januar 1805.
23,7225,run,review,short_line,0.22,7,32,(L. S.),Friedrich Ludwig Fürst zu Hohenlohe
23,7228,break,high,short_line,0.44,14,32,und genehmigt.,(L. S.)
23,7229,run,review,short_line,0.22,7,32,(L. S.),"Meÿer Bernhard, im Namen und"
23,7232,break,high,short_line,0.72,23,32,Banco Director Leixner.,"daß dieser Kauf u Contract, wischen"
23,7272,run,review,short_line,0.21,7,34,(L. S.),Daß der persönlich mir bekannte disposi¬
23,7305,break,high,short_line,0.59,17,29,hundert und fünf.,(L. S.)
23,7306,break,held,short_line,0.24,7,29,(L. S.),Dr. Ernst Gottlob Born
23,7311,break,high,short_line+column,0.69,20,29,Juristen Fakultät zu,Franckfurth a/O.
23,7312,break,high,salutation+short_line,0.55,16,29,Franckfurth a/O.,Actum Posen den 6ten Februar 1805.
23,7326,break,high,rubric,0.94,29,31,an. In diesem Termin erschien,"1, von Seiten des Herrn Verkäufers"
23,7327,break,high,rubric,1.1,34,31,"1, von Seiten des Herrn Verkäufers","a, als dessen Mandatarius der Justiz¬"
23,7332,break,high,rubric,1.03,32,31,"Special - Vollmacht, legitimirt;","b, der General-Mandatarius des"
23,7333,break,high,rubric,0.97,30,31,"b, der General-Mandatarius des","H. Fürsten, der Bau-Rath Glenk,"
23,7336,break,high,rubric+short_line,0.61,19,31,persönlich bekannt;,"2, von Seiten des Käufers, der Crimi¬"
23,7345,break,high,short_line,0.28,8,29,bezieht.,Beiderseitige Interessenten
23,7363,break,high,short_line,0.42,13,31,risirt wären.,Es erklärte darauf ins besondere
23,7380,break,high,short_line,0.65,20,31,transfundiren wolle.,Gleichergestalt bekannt sich der
23,7401,run,review,short_line,0.13,4,32,tels,"für den Käufer, zu consentiren,"
23,7403,run,review,short_line,0.1,3,32,und,denselben über völlig bezalte¬
23,7413,break,high,short_line,0.19,6,31,mögen.,Breslau den 5ten Septbr. 1804.
23,7416,run,review,short_line,0.23,7,31,(L. S.),Friedrich Ludwig Fürst zu Hohenlohe
23,7435,break,high,short_line+column,0.23,7,31,(L. S.),Ebersbach
23,7436,break,high,short_line+column,0.29,9,31,Ebersbach,Justitiarius
23,7437,break,high,short_line+column,0.39,12,31,Justitiarius,Stade
23,7438,break,high,short_line+column,0.16,5,31,Stade,Actuarius.
23,7441,run,review,short_line,0.45,17,38,Special-Vollmacht,Ich Endes unterschriebener thun kund und bekenne
23,7496,break,high,salutation,0.94,31,33,lichen Pettschafts bekräftiget.,So geschehen Franckfurth a/O. am 21ten
23,7498,break,high,short_line,0.39,13,33,Septbr. 1804.,gelesen und richtig befunden
23,7509,run,review,short_line,0.45,15,33,"macht, worin er",den Herrn Criminal Rath Guderian zu
23,7514,break,high,rubric,0.76,25,33,schlossenen Kauf Contract,d. d. Franckfurth a/O. den 15ten Junii
23,7520,run,review,short_line,0.29,13,45,"authorisiert,","selbst durchgelesen, genehmiget und wie oben stehet,"
23,7527,break,high,short_line,0.29,13,45,Septbr. 1804.,Dr. Ernst Gottlob Born
