letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
2,1,44,45,¬,re,girenden,regirenden,join,high,joined form occurs elsewhere in this corpus,False,2,,5,,1,,deiner hochfürstlichen Durchlaucht des re¬ || girenden Herrn Fürsten zu Hohenlo¬
11,11,3735,3736,¬,wor,den,worden,join,high,joined form occurs elsewhere in this corpus,False,52,,1,,482,,"gelesen wor¬ || den, sohmben"
11,11,3738,3739,¬,geneh,migt,genehmigt,join,high,joined form occurs elsewhere in this corpus,False,14,,0,,1,,überall geneh¬ || migt u sich nach¬
11,11,3739,3740,¬,nach,stehend,nachstehend,join,high,joined form occurs elsewhere in this corpus,False,9,,89,,1,,migt u sich nach¬ || stehend eigen¬
11,11,3740,3741,¬,eigen,händig,eigenhändig,join,high,joined form occurs elsewhere in this corpus,False,17,,1,,4,,stehend eigen¬ || händig unter¬
11,11,3741,3742,¬,unter,schrieben,unterschrieben,join,high,joined form occurs elsewhere in this corpus,False,21,,67,,9,,händig unter¬ || schrieben.
12,1,3751,3752,¬,Patri,monial,Patrimonial,join,high,joined form occurs elsewhere in this corpus,False,11,,0,,3,,Vor unterschriebenem Patri¬ || monial Gerichte er¬
12,1,3752,3753,¬,er,schienen,erschienen,join,high,joined form occurs elsewhere in this corpus,False,17,,57,,1,,monial Gerichte er¬ || schienen
12,1,3755,3756,¬,Trie,benfeld,Triebenfeld,join,high,joined form occurs elsewhere in this corpus,False,46,,0,,2,,Forst Rath v. Trie¬ || benfeld als bekannt¬
12,1,3756,3757,¬,bekannt,licher,bekanntlicher,join,high,joined form occurs elsewhere in this corpus,False,1,,22,,6,,benfeld als bekannt¬ || licher General-Be¬
12,1,3757,3758,¬,Be,vollmächtigter,Bevollmächtigter,join,high,joined form occurs elsewhere in this corpus,False,17,,11,,4,,licher General-Be¬ || vollmächtigter Sr.
12,1,3759,3760,¬,re,gierenden,regierenden,join,high,joined form occurs elsewhere in this corpus,False,28,,5,,5,,Durchlaucht des re¬ || gierenden Herrn
12,1,3770,3771,¬,Pietrzykowo,andrer,Pietrzykowoandrer,join,high,head is not a word on its own,False,0,0,0,0,4,,aus Pietrzykowo¬ || andrer Seits.
12,1,3775,3776,¬,fähigkei,ten,fähigkeiten,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,141,,und ihre fähigkei¬ || ten zur Vollziehung
12,1,3777,3778,¬,hand,lungen,handlungen,join,high,joined form occurs elsewhere in this corpus,False,6,,3,,2,,gewähtlicher hand¬ || lungen keinem
12,1,3781,3782,¬,ver,lautbaren,verlautbaren,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,4,,dieselben ver¬ || lautbaren frey¬
12,1,3782,3783,¬,frey,willig,freywillig,join,high,joined form occurs elsewhere in this corpus,False,5,,36,,5,,lautbaren frey¬ || willig und wohl¬
12,1,3783,3784,¬,wohl,bedächtig,wohlbedächtig,join,high,joined form occurs elsewhere in this corpus,False,9,,17,,2,,willig und wohl¬ || bedächtig nach¬
12,1,3784,3785,¬,nach,stehenden,nachstehenden,join,high,joined form occurs elsewhere in this corpus,False,8,,89,,2,,bedächtig nach¬ || stehenden unter
12,1,3788,3789,¬,abgeän,dern,abgeändern,join,high,head is not a word on its own,False,0,0,0,6,5,,und im Nichts abgeän¬ || dern
12,1,3789,3791,,dern,dernden,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,dern || dernden Erbzinß
12,2,3795,3796,¬,nem,lich,nemlich,join,high,joined form occurs elsewhere in this corpus,False,8,,2,,20,,Es verleihen nem¬ || lich Sr. hochfürstl. Durch¬
12,2,3796,3797,¬,Durch,laucht,Durchlaucht,join,high,joined form occurs elsewhere in this corpus,False,130,,84,,18,,lich Sr. hochfürstl. Durch¬ || laucht von dem
12,2,3800,3801,¬,Przy,bysław,Przybysław,split,high,joined form unattested; both halves are real words,False,0,16,2,95,1,0,vorwerke Przy¬ || bysław 6 Hufen
12,2,3805,3806,¬,Trąb,czyner,Trąbczyner,join,high,joined form occurs elsewhere in this corpus,False,14,,0,,1,,Greuzen der Trąb¬ || czyner Gütern 20 Morgen
12,2,3815,3816,¬,Erb,zins,Erbzins,join,high,joined form occurs elsewhere in this corpus,False,10,,32,,11,,"Zeiten in Erb¬ || zins, benebst"
12,2,3817,3818,¬,Przy,bisław,Przybisław,join,high,joined form occurs elsewhere in this corpus,False,1,,2,,1,,denen auf Przy¬ || bisław befindlichen
12,2,3819,3820,¬,Wirth,schaftsgebäuden,Wirthschaftsgebäuden,split,high,joined form unattested; both halves are real words,False,0,0,3,149694,1,5,sämtlichen Wirth¬ || schaftsgebäuden
12,2,3829,3830,¬,ver,liehen,verliehen,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,2,,für die ver¬ || liehen erhaltenen
12,2,3832,3834,¬,Mag,Magdeburg,MagMagdeburg,catchword,high,fragment repeats the next page opening,True,0,,3,,12,,Morgen Mag¬ || Magdeburg. zu
12,3,3838,3839,¬,Ge,bäude,Gebäude,join,high,joined form occurs elsewhere in this corpus,False,14,,6,,1,,und für die Ge¬ || bäude. 100 rt
12,3,3851,3852,¬,Ein,tausend,Eintausend,join,high,joined form occurs elsewhere in this corpus,False,10,,95,,39,,1300 rt schreibe Ein¬ || tausend dreyhundert
12,3,3855,3856,¬,Cou,rant,Courant,join,high,joined form occurs elsewhere in this corpus,False,30,,0,,1,,Cassenmäßigen Cou¬ || rant.
12,3,3862,3863,¬,die,ses,dieses,join,high,joined form occurs elsewhere in this corpus,False,93,,604,,11,,von Johanny die¬ || ses Jahren ab¬
12,3,3863,3864,¬,ab,einen,abeinen,split,high,joined form unattested; both halves are real words,False,0,5,16,49097723,64,0,ses Jahren ab¬ || einen immerwach¬
12,3,3864,3865,¬,immerwach,renden,immerwachrenden,join,high,head is not a word on its own,False,0,0,0,8,6,,einen immerwach¬ || renden Erbzins
12,3,3873,3874,¬,schrei,be,schreibe,join,high,joined form occurs elsewhere in this corpus,False,49,,0,,11,,20 Morgen 100 rthl. schrei¬ || be hundert Rthaler
12,4,3881,3882,¬,jedes,mal,jedesmal,join,high,joined form occurs elsewhere in this corpus,False,8,,10,,7,,zu Johanny jedes¬ || mal mit 50 rt schrei¬
12,4,3882,3883,¬,schrei,be,schreibe,join,high,joined form occurs elsewhere in this corpus,False,49,,0,,11,,mal mit 50 rt schrei¬ || be fünftzig Rthaler
12,4,3887,3888,¬,hie,folglich,hiefolglich,join,high,joined form occurs elsewhere in this corpus,False,1,,2,,2,,salben Jahres hie¬ || folglich auf Way¬
12,4,3888,3889,¬,Way,nachten,Waynachten,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,4,,folglich auf Way¬ || nachten zum ersten
12,4,3905,3906,¬,Ge,rechtigkeit,Gerechtigkeit,join,high,joined form occurs elsewhere in this corpus,False,5,,6,,1,,nach holzungs Ge¬ || rechtigkeit auf
12,4,3916,3918,,und,und,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,und || und erhalt der
12,5,3924,3925,¬,Sommer,Feldes,SommerFeldes,split,high,joined form unattested; both halves are real words,False,0,0,1,6574192,1,3092191,jetzigen Sommer¬ || Feldes zu Ausführen
12,5,3929,3930,¬,Grundherr,schaft,Grundherrschaft,join,high,joined form occurs elsewhere in this corpus,False,27,,3,,18,,"der Grundherr¬ || schaft, u zwar"
12,5,3933,3934,¬,ge,stellet,gestellet,split,high,joined form unattested; both halves are real words,False,0,248,6,215421,1,29433659,ohnentgeldlich ge¬ || stellet.
12,5,3936,3937,¬,Baa,ren,Baaren,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,9,,Ausser dem Baa¬ || ren Erbzinse ver¬
12,5,3937,3938,¬,ver,pflichtet,verpflichtet,join,high,joined form occurs elsewhere in this corpus,False,14,,3,,3,,ren Erbzinse ver¬ || pflichtet sich Erb¬
12,5,3938,3939,¬,Erb,Pächter,ErbPächter,join,high,joined form occurs elsewhere in this corpus,False,85,,32,,46,,pflichtet sich Erb¬ || Pächter für sich
12,5,3940,3941,¬,Nachkam,men,Nachkammen,split,high,joined form unattested; both halves are real words,False,0,0,0,469084,10,80735,und seine Nachkam¬ || men im besitze
12,5,3946,3947,¬,Com,petenz,Competenz,join,high,joined form occurs elsewhere in this corpus,False,6,,1,,3,,so wie die Com¬ || petenz fürs Kloster
12,5,3948,3949,¬,Abga,ben,Abgaben,join,high,joined form occurs elsewhere in this corpus,False,26,,0,,14,,Ląd und die Abga¬ || ben die Geist
12,5,3956,3958,,ohne,ohne,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,ohne || ohne hiefür einen
12,6,3974,3975,¬,Gar,niec,Garniec,join,high,joined form occurs elsewhere in this corpus,False,5,,1,,1,,eingebrachter Gar¬ || niec fremden
12,6,3989,3990,¬,Do,minii,Dominii,join,high,joined form occurs elsewhere in this corpus,False,8,,15,,1,,des hiesigen Do¬ || minii unterwor¬
12,6,3990,3991,¬,unterwor,fen,unterworfen,join,high,joined form occurs elsewhere in this corpus,False,9,,0,,4,,"minii unterwor¬ || fen, jedoch vor"
12,6,3993,3994,¬,Lieferun,gen,Lieferungen,join,high,joined form occurs elsewhere in this corpus,False,7,,0,,40,,Natural Lieferun¬ || gen und hufe
12,6,3997,3999,¬,wäh,währende,wähwährende,catchword,high,fragment repeats the next page opening,True,0,,0,,3,,wäh¬ || währende Zeiten
12,7,4003,4004,¬,Nach,folgern,Nachfolgern,join,high,joined form occurs elsewhere in this corpus,False,3,,89,,3,,und seinen Nach¬ || folgern und
12,7,4018,4019,¬,veran,derung,veranderung,split,high,joined form unattested; both halves are real words,False,0,153,0,1940,2,1691,besiz veran¬ || derung von dem
12,7,4024,4025,¬,Grund,herrschaft,Grundherrschaft,join,high,joined form occurs elsewhere in this corpus,False,27,,44,,39,,und die Grund¬ || herrschaft ent¬
12,7,4025,4026,¬,ent,richtet,entrichtet,join,high,joined form occurs elsewhere in this corpus,False,13,,0,,2,,herrschaft ent¬ || richtet werden
12,7,4027,4028,¬,Vererbin,gen,Vererbingen,join,high,head is not a word on its own,False,0,0,0,0,40,,Bei Vererbin¬ || gen an sonder
12,7,4029,4030,¬,ver,wandte,verwandte,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,2,,und Seiten ver¬ || wandte da¬
12,7,4030,4031,¬,da,gen,dagen,join,high,"joined form attested in DWDS (3,419 hits)",False,0,3419,34,,40,,"wandte da¬ || gen, wird kein"
12,7,4032,4033,¬,be,zahlt,bezahlt,join,high,joined form occurs elsewhere in this corpus,False,28,,11,,10,,Laudemium be¬ || zahlt.
12,7,4040,4042,,bey,bey,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,bey || bey Anglüks fallen
12,8,4045,4046,¬,bü,ser,büser,join,high,"joined form attested in DWDS (5,169 hits)",False,0,5169,0,,7,,"Ansteckung bü¬ || ser Leute, Miß¬"
12,8,4046,4047,¬,Miß,wachs,Mißwachs,join,high,joined form occurs elsewhere in this corpus,False,7,,1,,2,,"ser Leute, Miß¬ || wachs, Hagel¬"
12,8,4047,4048,¬,Hagel,schlag,Hagelschlag,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,2,,"wachs, Hagel¬ || schlag, Ueberschwem¬"
12,8,4048,4049,¬,Ueberschwem,nung,Ueberschwemnung,join,high,head is not a word on its own,False,0,0,0,8,4,,"schlag, Ueberschwem¬ || nung, Viehster¬"
12,8,4049,4050,¬,Viehster,ben,Viehsterben,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,14,,"nung, Viehster¬ || ben, Krieg und"
12,8,4054,4055,¬,ganz,lich,ganzlich,split,high,joined form unattested; both halves are real words,False,0,557,14,44722784,20,61677,"entstehen, ganz¬ || lich Vergicht und"
12,8,4056,4057,¬,die,serhalb,dieserhalb,join,high,joined form occurs elsewhere in this corpus,False,10,,604,,1,,soll ihnen die¬ || serhalb nie eine
12,8,4059,4060,¬,Grund,herrschrift,Grundherrschrift,split,high,joined form unattested; both halves are real words,False,0,0,44,14931215,3,0,von der Grund¬ || herrschrift oder
12,8,4065,4066,¬,die,ses,dieses,join,high,joined form occurs elsewhere in this corpus,False,93,,604,,11,,die Kosten die¬ || ses Contracts
12,8,4067,4068,¬,Aus,fertigung,Ausfertigung,join,high,joined form occurs elsewhere in this corpus,False,13,,86,,3,,und dessen Aus¬ || fertigung be¬
12,8,4068,4069,¬,be,zahlt,bezahlt,join,high,joined form occurs elsewhere in this corpus,False,28,,11,,10,,fertigung be¬ || zahlt der Erb¬
12,8,4069,4070,¬,Erb,Pächter,ErbPächter,join,high,joined form occurs elsewhere in this corpus,False,85,,32,,46,,zahlt der Erb¬ || Pächter.
12,8,4072,4073,¬,Erbpäch,ter,Erbpächter,join,high,joined form occurs elsewhere in this corpus,False,85,,0,,15,,So lange Erbpäch¬ || ter und seine
12,8,4076,4077,¬,obi,gen,obigen,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,40,,"Stelle, allen obi¬ || gen verbind¬"
12,8,4077,4078,¬,verbind,lichkeiten,verbindlichkeiten,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,2,,gen verbind¬ || lichkeiten nach¬
12,8,4078,4079,¬,nach,kom,nachkom,split,high,joined form unattested; both halves are real words,False,0,30,89,156778084,0,24115,lichkeiten nach¬ || kom¬
12,8,4079,4081,¬,kom,kommen,komkommen,catchword,high,fragment repeats the next page opening,True,0,,0,,20,,kom¬ || kommen werden
12,9,4087,4088,¬,Je,dermanns,Jedermanns,join,high,joined form occurs elsewhere in this corpus,False,8,,1,,1,,und gegen Je¬ || dermanns Real
12,9,4091,4092,¬,Erb,Pächter,ErbPächter,join,high,joined form occurs elsewhere in this corpus,False,85,,32,,46,,Sollte aber Erb¬ || Pächter und seine
12,9,4095,4096,¬,jahr,lichen,jahrlichen,join,high,"joined form attested in DWDS (2,534 hits)",False,0,2534,12,,16,,oder den jahr¬ || lichen Erbzinß durch¬
12,9,4096,4097,¬,durch,länger,durchlänger,split,high,joined form unattested; both halves are real words,False,0,5,84,77747868,9,24651117,lichen Erbzinß durch¬ || länger als zwey
12,9,4098,4099,¬,rükstän,dig,rükständig,join,high,head is not a word on its own,False,0,0,0,0,4,,Jahre rükstän¬ || dig bleiben
12,9,4101,4102,¬,Erbpächts,Contract,ErbpächtsContract,split,high,joined form unattested; both halves are real words,False,0,0,2,0,99,5186,dieser Erbpächts¬ || Contract auf
12,9,4103,4104,¬,Grund,herrschrift,Grundherrschrift,split,high,joined form unattested; both halves are real words,False,0,0,44,14931215,3,0,und die Grund¬ || herrschrift wird
12,9,4106,4107,¬,an,derweit,anderweit,join,high,joined form occurs elsewhere in this corpus,False,6,,215,,4,,diese Stelle an¬ || derweit aus¬
12,9,4107,4108,¬,aus,zuthun,auszuthun,join,high,joined form occurs elsewhere in this corpus,False,5,,86,,2,,derweit aus¬ || zuthun.
12,9,4111,4112,¬,vorstehen,den,vorstehenden,join,high,joined form occurs elsewhere in this corpus,False,7,,2,,482,,den vorstehen¬ || den Erbzinß
12,9,4114,4115,¬,unverbruch,lich,unverbruchlich,join,high,joined form occurs elsewhere in this corpus,False,1,,1,,20,,und unverbruch¬ || lich einzuhalten
12,9,4119,4121,¬,Rechts,Rechts,RechtsRechts,catchword,held,held: Rechts¬ at the page foot previews Rechts Ausflüchten on the next page.,True,0,23,12,5914140,12,5914140,Rechts¬ || Rechts Ausflüchten
12,10,4124,4125,¬,Ueber,redung,Ueberredung,join,high,joined form occurs elsewhere in this corpus,False,5,,3,,5,,"listigen Ueber¬ || redung, Ueber¬"
12,10,4125,4126,¬,Ueber,eilung,Uebereilung,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,2,,"redung, Ueber¬ || eilung, einer"
12,10,4132,4133,¬,verschrie,bener,verschriebener,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,4,,als verschrie¬ || bener Sachen
12,10,4139,4140,¬,wer,den,werden,join,high,joined form occurs elsewhere in this corpus,False,143,,0,,482,,belehrt wer¬ || den.
12,10,4141,4142,¬,Durch,laucht,Durchlaucht,join,high,joined form occurs elsewhere in this corpus,False,130,,84,,18,,Sr. Hochfürstl. Durch¬ || laucht willigen
12,10,4143,4144,¬,da,rin,darin,join,high,joined form occurs elsewhere in this corpus,False,13,,34,,2,,"ausdrücklich da¬ || rin, daß Erb¬"
12,10,4144,4145,¬,Erb,Pächter,ErbPächter,join,high,joined form occurs elsewhere in this corpus,False,85,,32,,46,,"rin, daß Erb¬ || Pächter auf"
12,10,4146,4147,¬,die,ser,dieser,join,high,joined form occurs elsewhere in this corpus,False,77,,604,,7,,den Grund die¬ || ser Contracts
12,10,4155,4157,¬,Wei,Weiter,WeiWeiter,catchword,high,fragment repeats the next page opening,True,0,,0,,8,,Wei¬ || Weiter hatten
12,11,4162,4163,¬,ver,gelesen,vergelesen,split,high,joined form unattested; both halves are real words,False,0,9,3,0,28,10093186,wortlich ver¬ || gelesen wür¬
12,11,4163,4164,¬,wür,den,würden,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,482,,"gelesen wür¬ || den, so haben"
12,11,4169,4170,¬,un,terstheiben,unterstheiben,split,high,joined form unattested; both halves are real words,False,0,0,1,594768,1,0,genhändig un¬ || terstheiben.
13,1,4181,4182,¬,Bevollmäch,tigter,Bevollmächtigter,join,high,joined form occurs elsewhere in this corpus,False,17,,0,,1,,von Triebenfeld General Bevollmäch¬ || tigter Sr Durchlaucht des Regierenden Fürs
13,1,4183,4184,¬,Ge,richts,Gerichts,join,high,joined form occurs elsewhere in this corpus,False,28,,6,,2,,"zu Hohenlohe Ingelfingen, Erb. und Ge¬ || richts Herr derer hiesigen Güter, einer"
13,1,4187,4188,¬,ge,schloßen,geschloßen,join,high,joined form occurs elsewhere in this corpus,False,16,,6,,1,,dato folgender Contract verabredet und ge¬ || schloßen.
13,1,4190,4191,¬,Trieben,Feld,TriebenFeld,join,high,joined form occurs elsewhere in this corpus,False,46,,0,,14,,s überläßt der Krieges = Rath von Trieben¬ || Feld. dem Herrn Tschachmann von den
13,1,4194,4195,¬,Mag,deburgische,Magdeburgische,split,high,joined form unattested; both halves are real words,False,0,209,3,25146106,2,0,"von 20. Hufen, sage Zwanzig Hufen Mag¬ || deburgische Maas, die Hufe zu 30. Morgen"
13,1,4197,4198,¬,Ko,poyner,Kopoyner,split,high,joined form unattested; both halves are real words,False,0,0,0,100660,1,348,"auf ewige Zeiten und zwar auf der Ko¬ || poyner Seite, neben des Fürst. Inspector T"
13,2,4215,4216,¬,Nach,Folger,NachFolger,join,high,joined form occurs elsewhere in this corpus,False,47,,89,,9,,"ichtet Herr Erb. Annehmer, und seine Nach¬ || Folger im Besizze von jeder Magdeburg Hufe"
13,2,4218,4219,¬,Herr,schaftliche,Herrschaftliche,join,high,joined form occurs elsewhere in this corpus,False,6,,107,,1,,"Fünfzehn Rthaler in Courant an die Herr¬ || schaftliche Casse, und zwar in halbjährige"
13,2,4220,4221,¬,jedes,mahl,jedesmahl,join,high,joined form occurs elsewhere in this corpus,False,3,,10,,7,,Raten auf Johanni und Weynachten jedes¬ || mahl Sieben rttlr Zwölf gute Groschen.
13,2,4225,4226,¬,der,selbe,derselbe,join,high,joined form occurs elsewhere in this corpus,False,28,,698,,5,,"sthaler dato richtig bezahlt, worüber der¬ || selbe hiermit quittirt wird, und versprich"
13,2,4227,4228,¬,fünf,Tausend,fünfTausend,join,high,joined form occurs elsewhere in this corpus,False,1,,33,,39,,. der ganzen Summa mit 5800 rt. sage fünf¬ || Tausend Achthundert Reichsthaler den 22ten
13,2,4229,4230,¬,zuerle,gen,zuerlegen,join,high,head is not a word on its own,False,0,50,0,0,40,,ieses Jahres hier in Trąbczyn baar zuerle¬ || gen.
13,2,4233,4234,¬,zu,gemessen,zugemessen,join,high,joined form occurs elsewhere in this corpus,False,2,,610,,1,,ollen dem Herrn Erb: Annehmer baldigst zu¬ || gemessen und in Besizz tradirt werden
13,2,4240,4241,¬,bezah,len,bezahlen,join,high,joined form occurs elsewhere in this corpus,False,26,,0,,7,,"err Erbpächter und deßen Nachkäufer bezah¬ || len die auf ihren Hufen, welche sie an"
13,2,4245,4246,¬,sol,ches,solches,join,high,joined form occurs elsewhere in this corpus,False,29,,1,,2,,"den Marktpreißen vergütigen, und soll sol¬ || ches treulich nachgewiesen werden."
13,3,4272,4273,¬,übri,gen,übrigen,join,high,joined form occurs elsewhere in this corpus,False,18,,0,,40,,Dem jetzigen Erbpächter so wie den übri¬ || gen Annehmern steht es frey ihre Stellen
13,3,4274,4275,¬,ver,äußern,veräußern,join,high,joined form occurs elsewhere in this corpus,False,5,,3,,2,,"auf jede beliebige Art an andere zu ver¬ || äußern, es muß aber bei einer jeden Be¬"
13,3,4275,4276,¬,Be,sizz,Besizz,join,high,joined form occurs elsewhere in this corpus,False,2,,11,,1,,"äußern, es muß aber bei einer jeden Be¬ || sizz Veränderung es sey durch Verkauf"
13,4,4285,4286,¬,berich,tiget,berichtiget,join,high,joined form occurs elsewhere in this corpus,False,8,,0,,3,,auszubezahlen bis das Laudemium berich¬ || tiget ist.
13,4,4289,4290,¬,R,thaler,Rthaler,join,high,joined form occurs elsewhere in this corpus,False,46,,4,,42,,"att, die einmal festgesetzten, fünfzehn R¬ || thaler pro Hufe bleiben für immerwährende"
13,4,4293,4294,¬,blei,ben,bleiben,join,high,joined form occurs elsewhere in this corpus,False,16,,0,,14,,"Erbpächter, so wie deßen Nachkäuffer blei¬ || ben für immer von aller Erbunterthänig¬"
13,4,4294,4295,¬,Erbunterthänig,keit,Erbunterthänigkeit,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,3,,"ben für immer von aller Erbunterthänig¬ || keit völlig frey, und dürfen auch der Grun"
13,4,4295,4296,¬,Grund,herrschaft,Grundherrschaft,join,high,joined form occurs elsewhere in this corpus,False,27,,44,,39,,"it völlig frey, und dürfen auch der Grund¬ || herrschaft nicht den geringsten Hofe Diens"
13,4,4305,4306,¬,Nachkäu,fern,Nachkäufern,join,high,head is not a word on its own,False,0,134,0,8,3,,Herr Tschachmann mit seinen Nachkäu¬ || fern sich dieses auch unterziehen muß.
13,4,4312,4313,¬,Brand,wein,Brandwein,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,5,,fremden Gütern einbringende Quart Brand¬ || wein
13,5,4325,4326,¬,Confirma,tion,Confirmation,join,high,joined form occurs elsewhere in this corpus,False,11,,0,,7,,Die Kosten des Contracts deßen Confirma¬ || tion und Ausfertigung übernimmt Erbpächter
13,5,4329,4330,¬,Nachfol,ger,Nachfolger,join,high,joined form occurs elsewhere in this corpus,False,47,,0,,5,,So lange Erbpächter und seine Nachfol¬ || ger im Besizze diesen obbeschriebenen Ver¬
13,5,4330,4331,¬,Ver,bindlichkeiten,Verbindlichkeiten,join,high,joined form occurs elsewhere in this corpus,False,4,,3,,3,,"ger im Besizze diesen obbeschriebenen Ver¬ || bindlichkeiten nachkommen werden, sollen"
13,5,4342,4343,¬,vorste,senden,vorstesenden,join,high,head is not a word on its own,False,0,0,0,267,3,,"Beide Theile versprochen, den vorste¬ || senden Erbzins Contract fest und unver¬"
13,5,4343,4344,¬,unver,brechlich,unverbrechlich,split,high,joined form unattested; both halves are real words,False,0,0,0,1067,1,10,senden Erbzins Contract fest und unver¬ || brechlich einzuhalten und entsagen
13,5,4345,4347,,allen,allen,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,allen || allen dawider stattfindenden Rechtsaus¬
13,6,4347,4348,¬,Rechtsaus,flüchten,Rechtsausflüchten,join,high,head is not a word on its own,False,0,0,0,34,1,,allen dawider stattfindenden Rechtsaus¬ || flüchten besonders dem Einwand einer listi
13,6,4348,4349,¬,listi,gen,listigen,join,high,joined form occurs elsewhere in this corpus,False,9,,0,,40,,"lüchten besonders dem Einwand einer listi¬ || gen Ueberredung, Uebereilung einer vorge¬"
13,6,4349,4350,¬,vorge,fallenen,vorgefallenen,join,high,joined form occurs elsewhere in this corpus,False,6,,0,,2,,"gen Ueberredung, Uebereilung einer vorge¬ || fallenen Verlezzung über und unter der Häl"
13,6,4351,4352,¬,Sa,chen,Sachen,join,high,joined form occurs elsewhere in this corpus,False,10,,0,,9,,"ders verabgeredeter als verschriebener Sa¬ || chen, und haben sich wie nachstehend mit"
13,6,4357,4358,¬,Fürst,zu,Fürstzu,split,high,joined form unattested; both halves are real words,False,0,0,28,391074,610,403356332,evollmächtigter Sie durchlaucht das Fürst¬ || zu Hohenlohe Ingelfingen.
14,1,4367,4368,¬,Patri,monial,Patrimonial,join,high,joined form occurs elsewhere in this corpus,False,11,,0,,3,,Von dem hiesigen Patri¬ || monial Gerichte
14,1,4369,4370,¬,persön,lich,persönlich,join,high,joined form occurs elsewhere in this corpus,False,16,,0,,20,,"erschienen persön¬ || lich,"
14,1,4372,4373,¬,Trie,benfeld,Triebenfeld,join,high,joined form occurs elsewhere in this corpus,False,46,,0,,2,,und Forst Rath v Trie¬ || benfeld als bekannt¬
14,1,4373,4374,¬,bekannt,licher,bekanntlicher,join,high,joined form occurs elsewhere in this corpus,False,1,,22,,6,,benfeld als bekannt¬ || licher General Bevoll¬
14,1,4374,4375,¬,Bevoll,mächtigter,Bevollmächtigter,join,high,joined form occurs elsewhere in this corpus,False,17,,0,,2,,licher General Bevoll¬ || mächtigter Sr. Durchlaucht
14,1,4378,4379,¬,Ingelfin,gen,Ingelfingen,join,high,joined form occurs elsewhere in this corpus,False,49,,2,,40,,"Hohenlohe Ingelfin¬ || gen, Erkund Gericht"
14,1,4387,4388,¬,sind,denen,sinddenen,split,high,joined form unattested; both halves are real words,False,0,0,101,835493046,49,409402783,Comparenten sind¬ || denen Subforestis
14,1,4392,4393,¬,hinndlun,gen,hinndlungen,join,high,head is not a word on its own,False,0,0,0,0,40,,gerichtliche hinndlun¬ || gen gültig zu voll¬
14,1,4393,4394,¬,voll,ziehen,vollziehen,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,2,,gen gültig zu voll¬ || ziehen.
14,1,4395,4396,¬,ver,lautbaren,verlautbaren,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,4,,Dieselben ver¬ || lautbaren frey¬
14,1,4396,4397,¬,frey,willig,freywillig,join,high,joined form occurs elsewhere in this corpus,False,5,,36,,5,,lautbaren frey¬ || willig u wohlbe¬
14,1,4397,4398,¬,wohlbe,dächtig,wohlbedächtig,join,high,joined form occurs elsewhere in this corpus,False,9,,0,,1,,willig u wohlbe¬ || dächtig folgenden
14,2,4403,4404,¬,abzuan,dernden,abzuandernden,join,high,head is not a word on its own,False,0,0,0,0,2,,u in Nichts abzuan¬ || dernden Erbzinß
14,2,4420,4421,¬,Vorwerksge,bünden,Vorwerksgebünden,join,high,head is not a word on its own,False,0,0,0,0,1,,Vorwerksge¬ || bünden von
14,2,4425,4426,¬,Gra,ben,Graben,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,14,,an den Mühlen Gra¬ || ben mit Inbe
14,2,4429,4430,¬,Obst,Gartens,ObstGartens,split,high,joined form unattested; both halves are real words,False,0,0,1,904441,2,3946881,liegenden Obst¬ || Gartens von
14,3,4438,4439,¬,Ein,kaufsgeld,Einkaufsgeld,join,high,joined form occurs elsewhere in this corpus,False,2,,95,,1,,stell zahlt an Ein¬ || kaufsgeld für
14,3,4457,4458,¬,fünf,zig,fünfzig,join,high,joined form occurs elsewhere in this corpus,False,12,,33,,8,,Siebenhundert fünf¬ || zig Rthaler mit
14,3,4466,4467,¬,ver,bindlich,verbindlich,join,high,joined form occurs elsewhere in this corpus,False,12,,3,,5,,Titz macht sich ver¬ || bindlich für die
